,name,resource,category,homepage,description,projectrank,show,labels,license,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,closed_issue_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,docs_url,label,gitlab_id,gitlab_url,ignore
61,Chemiscope,,visualization,https://github.com/lab-cosmo/chemiscope,An interactive structure/property explorer for materials and molecules.,17,True,['JavaScript'],BSD-3-Clause,lab-cosmo/chemiscope,https://github.com/lab-cosmo/chemiscope,2019-10-03 09:59:42,2023-06-08 17:47:33.000000,2023-05-24 10:17:20,645.0,16.0,26.0,15.0,181.0,38.0,86.0,2023-03-15 15:39:40,0.5.2,12.0,17.0,,,66.0,4.0,4.0,,,13.0,,,,1.0,,,,,,121.0,chemiscope,https://www.npmjs.com/package/chemiscope,10.0,,,,,
62,MAST-ML,,general-tools,https://github.com/uw-cmg/MAST-ML,MAterials Simulation Toolkit for Machine Learning (MAST-ML).,17,True,,MIT,uw-cmg/MAST-ML,https://github.com/uw-cmg/MAST-ML,2017-02-16 17:03:57,2023-06-02 21:48:00.000000,2023-05-01 21:24:38,3159.0,8.0,49.0,13.0,35.0,23.0,82.0,2023-05-01 21:32:25,3.1.7,6.0,19.0,,,190.0,3.0,3.0,,,2.0,,,,2.0,,,,,,76.0,,,,,,,,
63,DADApy,,unsupervised,https://github.com/sissa-data-science/DADApy,Distance-based Analysis of DAta-manifolds in python.,17,True,,Apache-2.0,sissa-data-science/DADApy,https://github.com/sissa-data-science/DADApy,2021-02-16 17:45:23,2023-06-05 11:06:44.000000,2023-06-05 11:06:36,633.0,60.0,8.0,8.0,71.0,8.0,63.0,2023-05-25 16:37:17,0.2.0,3.0,15.0,dadapy,,15.0,,,https://pypi.org/project/dadapy,179.0,179.0,,,,1.0,,,,,,,,,,,,,,
64,Uni-Fold,,biomolecules,https://github.com/dptech-corp/Uni-Fold,An open-source platform for developing protein models beyond AlphaFold.,16,True,,Apache-2.0,dptech-corp/Uni-Fold,https://github.com/dptech-corp/Uni-Fold,2022-07-30 03:37:29,2023-06-12 10:12:27.000000,2023-06-12 10:12:23,94.0,6.0,44.0,7.0,70.0,7.0,258.0,2022-10-19 12:44:31,2.2.0,3.0,7.0,,,47.0,,,,,195.0,,,,3.0,,,,,,1566.0,,,,,,,,
65,QML,,general-tools,https://github.com/qmlcode/qml,QML: Quantum Machine Learning.,16,False,,MIT,qmlcode/qml,https://github.com/qmlcode/qml,2017-04-22 04:48:38,2023-06-07 09:48:49.000000,2018-09-10 11:14:35,75.0,,76.0,23.0,99.0,27.0,182.0,,,3.0,2.0,qml,,18.0,16.0,16.0,https://pypi.org/project/qml,453.0,453.0,,,,3.0,,,,,,,,,,,,,,
66,KFAC-JAX,,math,https://github.com/deepmind/kfac-jax,Second Order Optimization and Curvature Estimation with K-FAC in JAX.,16,True,,Apache-2.0,deepmind/kfac-jax,https://github.com/deepmind/kfac-jax,2022-03-18 10:19:24,2023-06-13 13:54:11.000000,2023-06-13 13:54:05,124.0,24.0,8.0,6.0,132.0,3.0,133.0,2023-05-16 18:03:40,0.0.5,4.0,10.0,kfac-jax,,4.0,6.0,6.0,https://pypi.org/project/kfac-jax,748.0,748.0,,,,1.0,,,,,,,,,,,,,,
67,sGDML,,mlp,https://github.com/stefanch/sGDML,sGDML - Reference implementation of the Symmetric Gradient Domain Machine Learning model.,16,True,,MIT,stefanch/sGDML,https://github.com/stefanch/sGDML,2018-07-11 15:20:30,2023-06-08 12:51:43.000000,2023-06-08 12:49:46,199.0,1.0,33.0,9.0,11.0,5.0,109.0,2023-06-08 12:51:43,1.0.1,14.0,7.0,sgdml,,11.0,8.0,8.0,https://pypi.org/project/sgdml,272.0,272.0,,,,2.0,,,,,,,,,,,,,,
68,CatLearn,,representation-engineering,https://github.com/SUNCAT-Center/CatLearn,,16,True,['surface-science'],GPL-3.0,SUNCAT-Center/CatLearn,https://github.com/SUNCAT-Center/CatLearn,2018-04-20 04:16:14,2023-02-07 09:31:25.000000,2023-02-07 09:31:25,1960.0,,49.0,19.0,78.0,9.0,86.0,2020-03-27 09:26:03,0.6.2,8.0,22.0,catlearn,,16.0,3.0,3.0,https://pypi.org/project/catlearn,205.0,205.0,,,,1.0,,,,,,,,,,,,,,
69,benchmarking-gnns,,representation-learning,https://github.com/graphdeeplearning/benchmarking-gnns,Repository for benchmarking graph neural networks.,15,False,"['single-paper', 'benchmarking']",MIT,graphdeeplearning/benchmarking-gnns,https://github.com/graphdeeplearning/benchmarking-gnns,2020-03-03 03:42:50,2023-04-10 05:44:17.000000,2022-05-10 13:22:20,45.0,,411.0,57.0,16.0,4.0,2185.0,,,,5.0,,,60.0,,,,,,,,,2.0,,,,,,,,,,,,,,
70,FermiNet,,ml-wft,https://github.com/deepmind/ferminet,An implementation of the Fermionic Neural Network for ab-initio electronic structure calculations.,15,True,,Apache-2.0,deepmind/ferminet,https://github.com/deepmind/ferminet,2020-10-06 12:21:06,2023-05-31 13:19:15.000000,2023-05-31 13:11:16,184.0,12.0,97.0,35.0,24.0,,554.0,,,,17.0,,,35.0,,,,,,,,,2.0,,,,,,,,,,,,,,
71,Uni-Mol,,representation-learning,https://github.com/dptech-corp/Uni-Mol,Official Repository for the Uni-Mol Series Methods.,15,True,['pretrained'],MIT,dptech-corp/Uni-Mol,https://github.com/dptech-corp/Uni-Mol,2022-05-22 13:26:41,2023-06-12 09:02:32.000000,2023-06-12 09:02:32,72.0,12.0,54.0,18.0,46.0,17.0,338.0,2022-10-19 12:07:03,0.1,1.0,6.0,,,57.0,,,,,386.0,,,,2.0,,,,,,3090.0,,,,,,,,
72,MoLeR,,generative,https://github.com/microsoft/molecule-generation,Implementation of MoLeR: a generative model of molecular graphs which supports scaffold-constrained generation.,15,True,,MIT,microsoft/molecule-generation,https://github.com/microsoft/molecule-generation,2022-02-17 19:16:29,2023-06-13 17:49:26.000000,2023-05-05 01:18:33,59.0,3.0,29.0,11.0,29.0,7.0,180.0,2022-10-31 14:21:41,0.3.0,3.0,5.0,molecule-generation,,21.0,,,https://pypi.org/project/molecule-generation,121.0,121.0,,,,1.0,,,,,,,,,,,,,,
73,MACE,,mlp,https://github.com/ACEsuit/mace,MACE - Fast and accurate machine learning interatomic potentials with higher order equivariant message passing.,15,True,,MIT,ACEsuit/mace,https://github.com/ACEsuit/mace,2022-06-21 18:44:34,2023-06-03 11:25:51.000000,2023-02-23 19:36:43,207.0,,49.0,17.0,63.0,15.0,161.0,2023-02-09 12:24:53,0.2.0,1.0,11.0,,,25.0,,,,,,,,,2.0,,,,,,,,,,,,,,
74,Librascal,,representations,https://github.com/lab-cosmo/librascal,A scalable and versatile library to generate representations for atomic-scale learning.,15,True,,LGPL-2.1,lab-cosmo/librascal,https://github.com/lab-cosmo/librascal,2018-02-01 08:38:51,2023-06-06 10:01:25.000000,2023-06-06 10:01:20,2930.0,3.0,19.0,19.0,198.0,99.0,68.0,,,3.0,29.0,,,131.0,30.0,30.0,,,,,,,1.0,,,,,,,,,,,,,,
75,PyXtalFF,,mlp,https://github.com/MaterSim/PyXtal_FF,Machine Learning Interatomic Potential Predictions.,15,True,,MIT,MaterSim/PyXtal_FF,https://github.com/MaterSim/PyXtal_FF,2019-01-08 08:43:35,2023-06-09 17:18:38.000000,2023-06-09 17:18:34,555.0,2.0,19.0,9.0,2.0,8.0,68.0,2023-06-09 17:17:24,0.2.3,19.0,8.0,pyxtal_ff,,51.0,,,https://pypi.org/project/pyxtal_ff,184.0,184.0,,,,2.0,,,,,,,,,,,,,,
76,SpheriCart,,math,https://github.com/lab-cosmo/sphericart,Multi-language library for the calculation of spherical harmonics in Cartesian coordinates.,15,True,,Apache-2.0,lab-cosmo/sphericart,https://github.com/lab-cosmo/sphericart,2023-02-04 15:15:25,2023-06-13 17:13:18.000000,2023-06-13 12:58:59,307.0,142.0,3.0,4.0,43.0,6.0,34.0,2023-04-26 12:06:09,0.3.0,1.0,6.0,sphericart,,4.0,1.0,1.0,https://pypi.org/project/sphericart,184.0,184.0,,,,2.0,,,,,,,,,,,,,,
77,KLIFF,,mlp,https://github.com/openkim/kliff,KIM-based Learning-Integrated Fitting Framework (KLIFF).,15,True,"['probabilistic', 'workflows']",LGPL-2.1,openkim/kliff,https://github.com/openkim/kliff,2017-08-01 20:33:58,2023-06-01 20:56:43.000000,2023-05-03 19:46:46,951.0,101.0,17.0,2.0,91.0,15.0,26.0,2022-10-07 05:16:11,0.4.1,16.0,10.0,kliff,conda-forge/kliff,16.0,,,https://pypi.org/project/kliff,110.0,1470.0,https://anaconda.org/conda-forge/kliff,2022-11-07 13:42:57.936,58486.0,2.0,,,,,,,,,,,,,,
78,CCS_fit,,mlp,https://github.com/Teoroo-CMC/CCS,Curvature Constrained Splines.,15,True,,GPL-3.0,Teoroo-CMC/CCS,https://github.com/Teoroo-CMC/CCS,2021-12-13 14:29:53,2023-05-25 13:48:13.000000,2023-05-25 13:48:12,731.0,52.0,8.0,2.0,10.0,8.0,5.0,2023-05-25 13:48:15,0.21.6,100.0,8.0,ccs_fit,,5.0,,,https://pypi.org/project/ccs_fit,1318.0,1350.0,,,,2.0,,,,,,224.0,,,,,,,,
79,n2p2,,mlp,https://github.com/CompPhysVienna/n2p2,n2p2 - A Neural Network Potential Package.,14,True,['C++'],GPL-3.0,CompPhysVienna/n2p2,https://github.com/CompPhysVienna/n2p2,2018-07-25 12:29:17,2023-05-11 16:26:02.000000,2022-09-05 10:56:20,387.0,,64.0,12.0,53.0,54.0,181.0,2022-05-23 12:53:39,2.2.0,11.0,9.0,,,85.0,,,,,,,,,2.0,,,,,,,,,,,,,,
80,Automatminer,,general-tools,https://github.com/hackingmaterials/automatminer,An automatic engine for predicting materials properties.,14,False,,https://github.com/hackingmaterials/automatminer/blob/main/LICENSE,hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer,2018-05-10 18:27:08,2022-12-07 10:00:21.000000,2022-01-06 19:39:49,1666.0,,42.0,11.0,232.0,36.0,124.0,2020-07-28 02:19:07,1.0.3.20200727,17.0,12.0,automatminer,,138.0,5.0,5.0,https://pypi.org/project/automatminer,121.0,121.0,,,,3.0,,,,,,,,,,,,,,
81,DeepH-pack,,ml-dft,https://github.com/mzjb/DeepH-pack,Deep neural networks for density functional theory Hamiltonian.,14,True,['Julia'],MIT,mzjb/DeepH-pack,https://github.com/mzjb/DeepH-pack,2022-05-13 02:51:32,2023-06-06 06:23:06.000000,2023-06-06 06:23:06,47.0,5.0,25.0,3.0,12.0,4.0,111.0,2023-05-25 06:11:22,0.2.0,2.0,6.0,,,28.0,,,,,,,,,2.0,,,,,,,,,,,,,,
82,gpax,,math,https://github.com/ziatdinovmax/gpax,Structured Gaussian Processes and Deep Kernel Learning.,14,True,"['probabilistic', 'active-learning']",MIT,ziatdinovmax/gpax,https://github.com/ziatdinovmax/gpax,2021-10-28 13:43:18,2023-05-21 22:37:06.000000,2023-05-21 22:37:06,351.0,57.0,12.0,2.0,25.0,,81.0,2023-01-16 02:42:24,0.0.6,6.0,,gpax,,2.0,,,https://pypi.org/project/gpax,107.0,107.0,,,,2.0,,,,,,,,,,,,,,
83,SISSO,,representations,https://github.com/rouyang2017/SISSO,A data-driven method combining symbolic regression and compressed sensing for accurate & interpretable models.,13,True,['Fortran'],Apache-2.0,rouyang2017/SISSO,https://github.com/rouyang2017/SISSO,2017-10-16 11:31:57,2023-05-25 00:11:18.000000,2023-05-25 00:11:18,150.0,6.0,58.0,6.0,2.0,2.0,165.0,,,,3.0,,,46.0,,,,,,,,,2.0,,,,,,,,,,,,,,
84,Ultra-Fast Force Fields (UF3),,mlp,https://github.com/uf3/uf3,UF3: a python library for generating ultra-fast interatomic potentials.,13,True,,Apache-2.0,uf3/uf3,https://github.com/uf3/uf3,2021-10-01 13:21:44,2023-05-19 20:37:17.000000,2022-10-03 23:52:05,382.0,,13.0,3.0,24.0,8.0,28.0,2022-09-29 10:22:37,0.3.2,3.0,3.0,uf3,,15.0,,,https://pypi.org/project/uf3,22.0,22.0,,,,2.0,,,,,,,,,,,,,,
85,Equistore,,data-structures,https://github.com/lab-cosmo/equistore,Storage format for equivariant atomistic machine learning.,13,True,,BSD-3-Clause,lab-cosmo/equistore,https://github.com/lab-cosmo/equistore,2022-03-01 15:58:28,2023-06-12 09:21:28.000000,2023-06-12 09:15:55,289.0,101.0,11.0,15.0,196.0,36.0,23.0,,,,16.0,,,50.0,,,,,,,,,3.0,,,,,,,,,,,,,,
86,aviary,,materials-discovery,https://github.com/CompRhys/aviary,The Wren sits on its Roost in the Aviary.,13,True,,MIT,CompRhys/aviary,https://github.com/CompRhys/aviary,2021-09-28 12:29:05,2023-05-20 20:20:44.000000,2023-05-20 20:20:31,598.0,3.0,8.0,2.0,46.0,4.0,23.0,2023-01-26 10:01:39,0.1.0,3.0,4.0,,,22.0,,,,,,,,,1.0,,,,,,,,,,,,,,
87,Polynomials4ML.jl,,math,https://github.com/ACEsuit/Polynomials4ML.jl,"Polynomials for ML: fast evaluation, batching, differentiation.",13,False,['Julia'],MIT,ACEsuit/Polynomials4ML.jl,https://github.com/ACEsuit/Polynomials4ML.jl,2022-09-20 23:05:53,2023-06-13 18:07:24.000000,2023-06-07 05:06:21,178.0,142.0,1.0,3.0,15.0,17.0,3.0,2023-06-07 05:31:24,0.1.4,2.0,7.0,,,11.0,,,,,,,,,2.0,,,,,,,,,,,,,,
88,Deep Learning for Molecules and Materials Book,,educational,https://dmol.pub/,Deep learning for molecules and materials book.,12,True,,https://github.com/whitead/dmol-book/blob/main/LICENSE,whitead/dmol-book,https://github.com/whitead/dmol-book,2020-08-19 19:24:32,2023-05-31 08:47:59.000000,2023-01-25 06:49:56,555.0,,92.0,17.0,90.0,22.0,502.0,,,,17.0,,,128.0,,,,,,,,,1.0,,,,,,,,,,,,,,
89,Crystal Graph Convolutional Neural Networks (CGCNN),,representation-learning,https://github.com/txie-93/cgcnn,Crystal graph convolutional neural networks for predicting material properties.,12,False,,MIT,txie-93/cgcnn,https://github.com/txie-93/cgcnn,2018-03-14 20:41:21,2021-09-06 05:23:51.000000,2021-09-06 05:23:38,25.0,,240.0,22.0,7.0,16.0,472.0,,,,3.0,,,17.0,,,,,,,,,2.0,,,,,,,,,,,,,,
90,DMFF,,mlp,https://github.com/deepmodeling/DMFF,DMFF (Differentiable Molecular Force Field) is a Jax-based python package that provides a full differentiable..,12,True,,LGPL-3.0,deepmodeling/DMFF,https://github.com/deepmodeling/DMFF,2022-02-14 01:35:50,2023-06-03 07:03:31.000000,2023-02-14 05:57:53,273.0,,23.0,12.0,91.0,8.0,97.0,2022-12-02 14:41:23,0.2.0,3.0,6.0,,,5.0,,,,,,,,,2.0,,,,,,,,,,,,,,
91,Neural fingerprint (nfp),,representation-learning,https://github.com/NREL/nfp,Keras layers for end-to-end learning with rdkit and pymatgen.,12,True,,https://github.com/NREL/nfp/blob/master/LICENSE,NREL/nfp,https://github.com/NREL/nfp,2018-11-20 23:55:23,2022-08-29 21:59:14.000000,2022-06-14 22:18:28,143.0,,24.0,7.0,18.0,,52.0,2022-04-27 17:05:25,0.3.12,13.0,4.0,,,6.0,11.0,11.0,,,,,,,2.0,,,,,,,,,,,,,,
92,nlcc,,nlp,https://github.com/whitead/nlcc,Natural language computational chemistry command line interface.,12,True,['single-paper'],MIT,whitead/nlcc,https://github.com/whitead/nlcc,2021-08-19 18:23:52,2023-02-04 03:07:56.000000,2023-02-04 03:06:33,144.0,,5.0,4.0,1.0,,41.0,2023-02-04 03:07:56,0.6.0,10.0,3.0,nlcc,,9.0,,,https://pypi.org/project/nlcc,58.0,58.0,,,,2.0,,,,,,,,,,,,,,
93,synspace,,generative,https://github.com/whitead/synspace,Synthesis generative model.,12,True,,MIT,whitead/synspace,https://github.com/whitead/synspace,2022-12-28 00:59:14,2023-04-15 22:42:57.000000,2023-04-15 18:04:16,27.0,4.0,2.0,3.0,1.0,2.0,25.0,2023-04-15 22:42:57,0.3.0,3.0,2.0,synspace,,1.0,4.0,4.0,https://pypi.org/project/synspace,732.0,732.0,,,,2.0,,,,,,,,,,,,,,
94,SchNetPack G-SchNet,,generative,https://github.com/atomistic-machine-learning/schnetpack-gschnet,G-SchNet extension for SchNetPack.,12,True,,MIT,atomistic-machine-learning/schnetpack-gschnet,https://github.com/atomistic-machine-learning/schnetpack-gschnet,2022-04-21 12:34:13,2023-06-01 14:11:50.000000,2023-06-01 14:11:46,116.0,28.0,3.0,4.0,,,18.0,2023-04-25 14:09:07,1.0.0,2.0,3.0,,,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,
95,Compositionally-Restricted Attention-Based Network (CrabNet),,representation-learning,https://github.com/sparks-baird/CrabNet,Predict materials properties using only the composition information!.,12,True,,MIT,sparks-baird/CrabNet,https://github.com/sparks-baird/CrabNet,2021-09-17 07:58:15,2023-03-13 10:00:02.000000,2023-02-10 18:37:47,426.0,,2.0,1.0,54.0,13.0,10.0,2023-06-07 01:07:33,2.0.8,5.0,5.0,crabnet,,2.0,10.0,10.0,https://pypi.org/project/crabnet,319.0,319.0,,,,2.0,,,,,,,,,,,,,,
96,OpenChem,,general-tools,https://github.com/Mariewelt/OpenChem,OpenChem: Deep Learning toolkit for Computational Chemistry and Drug Design Research.,11,False,,MIT,Mariewelt/OpenChem,https://github.com/Mariewelt/OpenChem,2018-07-10 01:27:33,2023-06-06 01:57:19.000000,2022-04-27 19:27:40,444.0,,97.0,35.0,11.0,15.0,529.0,,,,2.0,,,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,
97,ReLeaSE,,reinforcement-learning,https://github.com/isayev/ReLeaSE,Deep Reinforcement Learning for de-novo Drug Design.,11,False,['drug-discovery'],MIT,isayev/ReLeaSE,https://github.com/isayev/ReLeaSE,2018-04-26 14:50:34,2021-12-08 19:49:36.000000,2021-12-08 19:49:36,160.0,,121.0,19.0,9.0,27.0,303.0,,,,5.0,,,8.0,,,,,,,,,1.0,,,,,,,,,,,,,,
98,DeepLearningLifeSciences,,educational,https://github.com/deepchem/DeepLearningLifeSciences,Example code from the book Deep Learning for the Life Sciences.,11,False,,MIT,deepchem/DeepLearningLifeSciences,https://github.com/deepchem/DeepLearningLifeSciences,2019-02-05 17:16:18,2021-09-17 05:10:37.000000,2021-09-17 05:10:37,52.0,,128.0,22.0,15.0,10.0,293.0,2019-10-28 18:46:28,1.0,1.0,10.0,,,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,
99,ANI-1,,mlp,https://github.com/isayev/ASE_ANI,ANI-1 neural net potential with python interface (ASE).,11,False,,MIT,isayev/ASE_ANI,https://github.com/isayev/ASE_ANI,2016-12-08 05:09:32,2020-12-14 19:57:50.000000,2020-06-05 22:46:43,111.0,,55.0,36.0,9.0,11.0,202.0,,,,6.0,,,20.0,,,,,,,,,2.0,,,,,,,,,,,,,,
100,gptchem,,nlp,https://github.com/kjappelbaum/gptchem,Use GPT-3 to solve chemistry problems.,11,True,,MIT,kjappelbaum/gptchem,https://github.com/kjappelbaum/gptchem,2023-01-06 15:34:32,2023-05-24 15:10:59.000000,2023-04-20 20:42:57,107.0,12.0,27.0,5.0,2.0,3.0,146.0,2023-04-06 19:44:55,0.0.1,1.0,2.0,gptchem,,2.0,,,https://pypi.org/project/gptchem,55.0,55.0,,,,3.0,,,,,,,,,,,,,,
101,MolSkill,,nlp,https://github.com/microsoft/molskill,Learning chemical intuition from humans in the loop. Supporting code.,11,True,"['drug-discovery', 'recommender']",MIT,microsoft/molskill,https://github.com/microsoft/molskill,2023-01-12 13:48:31,2023-06-13 09:58:38.000000,2023-06-13 09:58:31,80.0,21.0,4.0,7.0,8.0,2.0,73.0,2023-05-09 08:12:46,1.2,4.0,4.0,,msr-ai4science/molskill,3.0,,,,,18.0,https://anaconda.org/msr-ai4science/molskill,2023-05-09 08:22:57.462,74.0,3.0,,,,,,,,,,,,,,
102,AMPtorch,,general-tools,https://github.com/ulissigroup/amptorch,AMPtorch: Atomistic Machine Learning Package (AMP) - PyTorch.,11,True,,GPL-3.0,ulissigroup/amptorch,https://github.com/ulissigroup/amptorch,2019-01-24 15:15:48,2023-06-13 09:33:44.000000,2023-06-08 02:13:55,755.0,7.0,31.0,10.0,96.0,4.0,50.0,2021-07-02 13:47:40,0.1,1.0,13.0,,,25.0,,,,,,,,,3.0,,,,,,,,,,,,,,
103,SIMPLE-NN,,mlp,https://github.com/MDIL-SNU/SIMPLE-NN,SIMPLE-NN(SNU Interatomic Machine-learning PotentiaL packagE version Neural Network).,11,False,,GPL-3.0,MDIL-SNU/SIMPLE-NN,https://github.com/MDIL-SNU/SIMPLE-NN,2018-03-26 23:53:35,2022-01-27 05:04:05.000000,2022-01-27 05:04:05,586.0,,18.0,12.0,91.0,4.0,41.0,2021-09-23 01:41:42,1.1.1,9.0,4.0,,,26.0,,,,,,,,,2.0,,,,,,,,,,,,,,
104,Pacemaker,,mlp,https://cortner.github.io/ACEweb/software/,Python package for fitting atomic cluster expansion (ACE) potentials.,11,True,,https://github.com/ICAMS/python-ace/blob/master/LICENSE.md,ICAMS/python-ace,https://github.com/ICAMS/python-ace,2021-11-19 11:39:54,2023-06-13 07:27:25.000000,2023-06-13 07:27:25,99.0,20.0,7.0,3.0,15.0,4.0,36.0,2022-10-24 19:59:33,0.2.8,2.0,5.0,python-ace,,20.0,,,https://pypi.org/project/python-ace,6.0,6.0,,,,2.0,,,,,,,,,,,,,,
105,jarvis-tools-notebooks,,educational,https://github.com/JARVIS-Materials-Design/jarvis-tools-notebooks,A Google-Colab Notebook Collection for Materials Design.,11,True,,NIST,JARVIS-Materials-Design/jarvis-tools-notebooks,https://github.com/JARVIS-Materials-Design/jarvis-tools-notebooks,2020-06-27 20:22:02,2023-06-13 03:15:22.000000,2023-06-13 03:15:22,328.0,92.0,19.0,3.0,27.0,,36.0,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
106,ACE1Pack.jl,,mlp,https://github.com/ACEsuit/ACE1pack.jl,"Provides convenience functionality for the usage of ACE1.jl, ACEfit.jl, JuLIP.jl for fitting interatomic potentials..",11,True,['Julia'],MIT,ACEsuit/ACE1pack.jl,https://github.com/ACEsuit/ACE1pack.jl,2022-01-21 17:28:37,2023-06-09 21:29:23.000000,2023-06-09 21:09:07,468.0,39.0,7.0,6.0,48.0,41.0,9.0,,,,11.0,,,37.0,,,,,,,,,2.0,,,,,,,,,,https://acesuit.github.io/ACE1pack.jl,,,,
107,GDC,,representation-learning,https://github.com/gasteigerjo/gdc,"Graph Diffusion Convolution, as proposed in Diffusion Improves Graph Learning (NeurIPS 2019).",10,True,['generative'],MIT,gasteigerjo/gdc,https://github.com/gasteigerjo/gdc,2019-10-26 16:05:11,2023-04-26 14:22:40.000000,2023-04-26 14:22:40,28.0,1.0,35.0,3.0,1.0,,212.0,,,,3.0,,,10.0,,,,,,,,,2.0,,,,,,,,,,,,,,
108,Neural Force Field,,mlp,https://github.com/learningmatter-mit/NeuralForceField,Neural Network Force Field based on PyTorch.,10,True,['pretrained'],MIT,learningmatter-mit/NeuralForceField,https://github.com/learningmatter-mit/NeuralForceField,2020-10-04 15:17:41,2023-05-20 16:41:05.000000,2023-05-20 16:40:59,118.0,1.0,38.0,8.0,3.0,1.0,167.0,,,,9.0,,,15.0,,,,,,,,,2.0,,,,,,,,,,,,,,
109,ASAP,,unsupervised,https://github.com/BingqingCheng/ASAP,ASAP is a package that can quickly analyze and visualize datasets of crystal or molecular structures.,10,False,,MIT,BingqingCheng/ASAP,https://github.com/BingqingCheng/ASAP,2019-08-11 12:45:14,2021-12-14 13:26:26.000000,2021-12-14 13:26:19,755.0,,24.0,7.0,37.0,6.0,104.0,,,,6.0,,,17.0,,,,,,,,,2.0,,,,,,,,,,,,,,
110,flare++,,general-tools,https://github.com/mir-group/flare_pp,A many-body extension of the FLARE code.,10,False,"['C++', 'active-learning']",MIT,mir-group/flare_pp,https://github.com/mir-group/flare_pp,2019-11-20 22:46:32,2022-02-27 21:05:09.000000,2022-02-24 19:00:50,989.0,,6.0,6.0,28.0,8.0,33.0,,,,10.0,flare_pp,,16.0,,,https://pypi.org/project/flare_pp,68.0,68.0,,,,3.0,,,,,,,,,,,,,,
111,cmlkit,,representation-engineering,https://github.com/sirmarcel/cmlkit,tools for machine learning in condensed matter physics and quantum chemistry.,10,False,['benchmarking'],MIT,sirmarcel/cmlkit,https://github.com/sirmarcel/cmlkit,2018-05-31 07:56:52,2022-04-01 00:39:14.000000,2022-03-25 22:27:04,526.0,,6.0,3.0,1.0,6.0,29.0,,,,,cmlkit,,2.0,3.0,3.0,https://pypi.org/project/cmlkit,52.0,52.0,,,,2.0,,,,,,,,,,,,,,
112,GAP,,mlp,https://libatoms.github.io/,Gaussian Approximation Potential (GAP).,10,True,,https://github.com/libAtoms/GAP/blob/main/LICENSE.md,libAtoms/GAP,https://github.com/libAtoms/GAP,2021-03-22 14:48:56,2023-06-08 10:42:38.000000,2023-06-08 10:42:38,199.0,19.0,19.0,8.0,63.0,,28.0,,,,12.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
113,NeuralXC,,ml-dft,https://github.com/semodi/neuralxc,Implementation of a machine learned density functional.,10,False,,BSD-3-Clause,semodi/neuralxc,https://github.com/semodi/neuralxc,2019-03-14 18:13:40,2022-11-30 11:39:22.000000,2021-07-05 21:36:23,337.0,,8.0,5.0,9.0,5.0,28.0,,,3.0,,,,5.0,,,,,,,,,2.0,,,,,,,,,,,,,,
114,OpenKIM,,datasets,https://openkim.org/,"The Open Knowledgebase of Interatomic Models (OpenKIM) aims to be an online resource for standardized testing, long-..",10,False,"['knowledgebase', 'pretrained']",LGPL-2.1,openkim/kim-api,https://github.com/openkim/kim-api,2014-07-28 21:21:08,2022-11-04 00:09:30.000000,2022-03-17 23:01:36,2371.0,,18.0,11.0,54.0,15.0,28.0,,,,23.0,,,17.0,,,,,,,,,1.0,,,,,,,,,,,,,,
115,Finetuna,,active-learning,https://github.com/ulissigroup/finetuna,Active Learning for Machine Learning Potentials.,10,True,,MIT,ulissigroup/finetuna,https://github.com/ulissigroup/finetuna,2020-09-22 14:39:52,2023-03-15 18:08:52.000000,2023-02-13 20:10:48,1196.0,,6.0,3.0,37.0,3.0,23.0,,,,11.0,,,13.0,,,,,,,,,1.0,,,,,,,,,,,,,,
116,ACE1.jl,,mlp,https://acesuit.github.io/,Atomic Cluster Expansion for Modelling Invariant Atomic Properties.,10,True,['Julia'],https://github.com/ACEsuit/ACE1.jl/blob/main/ASL.md,ACEsuit/ACE1.jl,https://github.com/ACEsuit/ACE1.jl,2022-01-14 19:52:49,2023-05-26 03:57:55.000000,2023-05-26 03:57:52,524.0,19.0,4.0,5.0,25.0,21.0,18.0,,,,7.0,,,23.0,,,,,,,,,2.0,,,,,,,,,,,,,,
117,iam-notebooks,,educational,https://github.com/ceriottm/iam-notebooks,Jupyter notebooks for the lectures of the Introduction to Atomistic Modeling.,10,True,,Apache-2.0,ceriottm/iam-notebooks,https://github.com/ceriottm/iam-notebooks,2020-11-23 21:27:41,2023-05-26 14:38:26.000000,2023-05-26 14:38:20,227.0,16.0,4.0,4.0,7.0,3.0,16.0,,,,6.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
