,name,resource,category,homepage,description,projectrank,show,license,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,recent_commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,github_release_downloads,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,gitlab_id,gitlab_url,ignore,docs_url
105,MatterSim,,uip,https://github.com/microsoft/mattersim,"MatterSim: A deep learning atomistic model across elements, temperatures and pressures.",18,True,MIT,"['ml-iap', 'active-learning', 'multimodal', 'phase-transition', 'pretrained']",microsoft/mattersim,https://github.com/microsoft/mattersim,2024-09-06 07:34:07,2026-02-09 11:01:43.000,2026-02-09 11:01:38,133.0,73.0,12.0,92.0,19.0,19.0,511.0,2025-07-06 06:06:20.000,1.2.0,19.0,18.0,mattersim,,1.0,9.0,,https://pypi.org/project/mattersim,2025-07-06 06:06:20.000,9.0,251309.0,251311.0,,,,3.0,,,,,,-1.0,,36.0,,,,,,,,,,,,,
106,escnn,,rep-learn,https://github.com/QUVA-Lab/escnn,Equivariant Steerable CNNs Library for Pytorch https://quva-lab.github.io/escnn/.,18,False,https://github.com/QUVA-Lab/escnn/blob/master/LICENSE,,QUVA-Lab/escnn,https://github.com/QUVA-Lab/escnn,2022-03-16 10:15:02,2024-10-31 17:00:20.000,2024-10-31 17:00:20,247.0,59.0,19.0,36.0,38.0,39.0,501.0,2023-07-17 22:58:13.120,1.0.11,16.0,10.0,escnn,,,6.0,,https://pypi.org/project/escnn,2022-04-01 11:46:00.000,6.0,8929.0,8929.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
107,DeepQMC,,ml-wft,https://github.com/deepqmc/deepqmc,Deep learning quantum Monte Carlo for electrons in real space.,18,True,MIT,,deepqmc/deepqmc,https://github.com/deepqmc/deepqmc,2019-12-06 14:50:59,2025-07-14 13:13:10.000,2025-07-14 13:13:09,1482.0,62.0,17.0,165.0,4.0,59.0,412.0,2024-09-24 11:12:20.000,1.2.0,12.0,13.0,deepqmc,,,3.0,3.0,https://pypi.org/project/deepqmc,2024-09-24 11:12:20.000,,170.0,170.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
108,exmol,,xai,https://github.com/ur-whitelab/exmol,Explainer for black box models that predict molecule properties.,18,True,MIT,,ur-whitelab/exmol,https://github.com/ur-whitelab/exmol,2021-08-03 17:56:06,2025-05-08 18:45:03.000,2025-05-08 18:03:28,204.0,47.0,6.0,88.0,6.0,66.0,347.0,2025-05-08 18:05:32.000,3.3.0,32.0,9.0,exmol,,,3.0,,https://pypi.org/project/exmol,2025-05-08 18:05:32.000,3.0,2564.0,2564.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
109,FLARE,,active-learning,https://github.com/mir-group/flare,An open-source Python package for creating fast and accurate interatomic potentials.,18,True,MIT,"['lang-cpp', 'ml-iap']",mir-group/flare,https://github.com/mir-group/flare,2018-08-30 23:40:56,2026-02-06 15:05:23.000,2026-01-30 19:02:50,4599.0,78.0,18.0,209.0,33.0,188.0,341.0,2024-03-25 15:48:12.000,1.3.0,6.0,44.0,,,1.0,12.0,12.0,,,,,0.0,,,,2.0,,,,,,,,9.0,,,,,,,,,,,,,
110,M3GNet,,uip,https://github.com/materialyzeai/m3gnet,Materials graph network with 3-body interactions featuring a DFT surrogate crystal relaxer and a state-of-the-art..,18,True,BSD-3-Clause,"['ml-iap', 'pretrained']",materialsvirtuallab/m3gnet,https://github.com/materialyzeai/m3gnet,2022-01-18 18:10:58,2025-04-07 22:52:21.000,2025-04-07 22:52:21,264.0,74.0,10.0,37.0,15.0,20.0,311.0,2022-11-17 23:25:35.000,0.2.4,16.0,16.0,m3gnet,,,17.0,,https://pypi.org/project/m3gnet,2022-11-17 23:25:34.805,17.0,1418.0,1418.0,,,,3.0,,,,,,1.0,materialyzeai/m3gnet,,,,,,,,,,,,,,
111,ALIGNN,,rep-learn,https://github.com/usnistgov/alignn,Atomistic Line Graph Neural Network https://scholar.google.com/citations?user=9Q-tNnwAAAAJ..,18,True,https://github.com/usnistgov/alignn/blob/main/LICENSE.rst,,usnistgov/alignn,https://github.com/usnistgov/alignn,2021-04-19 20:08:09,2025-08-25 15:21:57.000,2025-08-25 15:21:57,791.0,108.0,7.0,116.0,57.0,28.0,297.0,2025-04-02 06:26:22.000,2025.4.1,52.0,8.0,alignn,,,35.0,24.0,https://pypi.org/project/alignn,2025-04-02 06:13:55.000,11.0,7340.0,7340.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
112,AtomAI,,general-tool,https://github.com/pycroscopy/atomai,Deep and Machine Learning for Microscopy.,18,True,MIT,"['computer-vision', 'unsupervised', 'experimental-data']",pycroscopy/atomai,https://github.com/pycroscopy/atomai,2020-09-04 06:08:25,2025-06-24 07:57:00.000,2025-06-23 22:29:30,1461.0,41.0,6.0,78.0,11.0,9.0,218.0,2025-06-24 07:57:00.000,0.8.1,31.0,6.0,atomai,,,14.0,13.0,https://pypi.org/project/atomai,2025-06-23 22:33:28.000,1.0,975.0,975.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
113,PET-MAD,,uip,https://github.com/lab-cosmo/upet,Universal interatomic potentials for advanced materials modeling.,18,True,BSD-3-Clause,"['ml-iap', 'md', 'rep-learn', 'transformer']",lab-cosmo/pet-mad,https://github.com/lab-cosmo/upet,2025-03-18 09:35:31,2026-02-05 15:37:36.000,2026-02-05 15:37:33,221.0,12.0,13.0,75.0,3.0,10.0,133.0,2026-01-19 15:50:55.000,0.1.1,14.0,12.0,pet-mad,conda-forge/pet-mad,41.0,9.0,,https://pypi.org/project/pet-mad,2025-12-12 14:01:27.000,9.0,4283.0,4286.0,https://anaconda.org/conda-forge/pet-mad,,,3.0,,,,,,,lab-cosmo/upet,26.0,,,,,,,,,,,,,
114,ChemBench,,language-models,https://github.com/lamalab-org/chembench,How good are LLMs at chemistry?.,18,True,MIT,"['benchmarking', 'multimodal']",lamalab-org/chembench,https://github.com/lamalab-org/chembench,2023-05-16 08:18:26,2026-01-26 12:25:44.000,2025-09-11 14:16:07,1129.0,16.0,4.0,518.0,56.0,283.0,132.0,2025-02-27 08:39:21.000,0.3.0,2.0,15.0,chembench,,,3.0,3.0,https://pypi.org/project/chembench,2025-02-27 08:39:21.000,,948.0,948.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
115,Open Databases Integration for Materials Design (OPTIMADE),,datasets,https://github.com/Materials-Consortia/OPTIMADE,Specification of a common REST API for access to materials databases.,18,True,CC-BY-4.0,,Materials-Consortia/OPTIMADE,https://github.com/Materials-Consortia/OPTIMADE,2018-01-08 23:32:29,2026-02-06 16:04:50.000,2025-12-18 15:07:13,2266.0,37.0,19.0,327.0,79.0,184.0,101.0,2025-12-17 16:08:04.000,1.3.0,11.0,24.0,,,35.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
116,load-atoms,,datasets,https://github.com/jla-gardner/load-atoms,download and manipulate atomistic datasets.,18,True,MIT,['data-structures'],jla-gardner/load-atoms,https://github.com/jla-gardner/load-atoms,2022-11-21 21:59:15,2025-11-25 10:03:33.000,2025-11-25 10:02:01,297.0,5.0,1.0,47.0,5.0,30.0,48.0,2025-11-25 10:03:33.000,0.3.10,47.0,5.0,load-atoms,,2.0,11.0,8.0,https://pypi.org/project/load-atoms,2025-11-25 10:03:33.000,3.0,213562.0,213562.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
117,paper-qa,,language-models,https://futurehouse.gitbook.io/futurehouse-cookbook,LLM Chain for answering questions from docs.,17,True,,['ai-agent'],whitead/paper-qa,,,2026-01-05 20:39:15.000,,,811.0,,,,,7961.0,2026-01-05 20:39:15.000,2026.1.5,163.0,,paper-qa,,,22.0,,https://pypi.org/project/paper-qa,2026-01-05 20:39:15.000,22.0,20363.0,20363.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
118,Graph-based Deep Learning Literature,,community,https://github.com/naganandy/graph-based-deep-learning-literature,links to conference publications in graph-based deep learning.,17,True,MIT,"['general-ml', 'rep-learn']",naganandy/graph-based-deep-learning-literature,https://github.com/naganandy/graph-based-deep-learning-literature,2017-12-01 14:48:35,2026-02-07 07:19:10.000,2026-02-07 07:19:04,7808.0,774.0,245.0,21.0,,16.0,5019.0,,,,12.0,,,8.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
119,dlpack,,data-structures,https://github.com/dmlc/dlpack,common in-memory tensor structure.,17,True,Apache-2.0,['lang-cpp'],dmlc/dlpack,https://github.com/dmlc/dlpack,2017-02-24 16:56:47,2026-01-26 13:23:49.000,2026-01-24 06:37:33,95.0,154.0,47.0,96.0,26.0,61.0,1166.0,2026-01-26 13:23:49.000,1.3,13.0,33.0,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
120,Uni-Mol,,rep-learn,https://github.com/deepmodeling/Uni-Mol,Official Repository for the Uni-Mol Series Methods.,17,True,MIT,['pretrained'],deepmodeling/Uni-Mol,https://github.com/deepmodeling/Uni-Mol,2022-05-22 13:26:41,2025-05-29 07:41:36.000,2025-05-29 07:41:36,165.0,161.0,18.0,140.0,111.0,118.0,1054.0,2024-07-06 07:05:10.000,0.2.1,3.0,20.0,,,,,,,,,,512.0,,,,2.0,,,,,,,,20504.0,,,,,,,,,,,,,
121,Allegro,,ml-iap,https://github.com/mir-group/allegro,Allegro is an open-source code for building highly scalable and accurate equivariant deep learning interatomic..,17,True,MIT,,mir-group/allegro,https://github.com/mir-group/allegro,2022-02-06 23:50:40,2025-12-23 00:38:21.000,2025-12-22 17:01:28,338.0,72.0,20.0,13.0,2.0,49.0,461.0,2025-12-23 00:38:21.000,0.8.1,12.0,8.0,,,15.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
122,GT4SD,,generative,https://github.com/GT4SD/gt4sd-core,"GT4SD, an open-source library to accelerate hypothesis generation in the scientific discovery process.",17,True,MIT,"['pretrained', 'drug-discovery', 'rep-learn']",GT4SD/gt4sd-core,https://github.com/GT4SD/gt4sd-core,2022-02-11 19:06:58,2025-09-18 07:23:50.000,2025-09-18 07:05:12,304.0,77.0,15.0,154.0,14.0,108.0,369.0,2025-07-27 11:29:58.000,1.5.0,87.0,20.0,gt4sd,,,,,https://pypi.org/project/gt4sd,2025-02-19 13:33:58.000,,1909.0,1909.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
123,gpax,,math,https://github.com/ziatdinovmax/gpax,Gaussian Processes for Experimental Sciences.,17,True,MIT,"['probabilistic', 'active-learning']",ziatdinovmax/gpax,https://github.com/ziatdinovmax/gpax,2021-10-28 13:43:18,2025-07-04 06:11:04.000,2025-07-04 06:09:14,802.0,29.0,9.0,69.0,10.0,33.0,233.0,2024-03-20 06:39:54.000,0.1.8,16.0,6.0,gpax,,,6.0,6.0,https://pypi.org/project/gpax,2025-07-04 06:11:04.000,,226.0,226.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
124,openmm-torch,,md,https://github.com/openmm/openmm-torch,OpenMM plugin to define forces with neural networks.,17,True,https://github.com/openmm/openmm-torch#license,"['ml-iap', 'lang-cpp']",openmm/openmm-torch,https://github.com/openmm/openmm-torch,2019-09-27 18:15:19,2025-12-16 03:11:16.020,2025-02-20 17:01:17,81.0,29.0,10.0,71.0,33.0,71.0,220.0,2025-02-24 20:47:52.000,1.5.1,18.0,9.0,,conda-forge/openmm-torch,,,,,,,,18273.0,https://anaconda.org/conda-forge/openmm-torch,2025-12-16 03:11:16.020,1114708.0,2.0,,,,,,,,,,,,,,,,,,,,,
125,QML,,general-tool,https://github.com/qmlcode/qml,QML: Quantum Machine Learning.,17,False,MIT,,qmlcode/qml,https://github.com/qmlcode/qml,2017-04-22 04:48:38,2024-12-08 14:49:19.000,2024-12-08 14:49:19,161.0,84.0,22.0,101.0,38.0,21.0,206.0,2018-03-02 11:36:41.000,0.4.0,34.0,10.0,qml,,,,,https://pypi.org/project/qml,2018-08-13 10:37:42.000,,942.0,942.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
126,FitSNAP,,md,https://github.com/FitSNAP/FitSNAP,Software for generating machine-learning interatomic potentials for LAMMPS.,17,True,GPL-2.0,,FitSNAP/FitSNAP,https://github.com/FitSNAP/FitSNAP,2019-09-12 14:46:18,2025-10-17 21:59:15.000,2025-10-17 21:59:15,1457.0,65.0,6.0,199.0,21.0,63.0,182.0,2023-06-28 16:00:48.000,3.1.0,7.0,24.0,,conda-forge/fitsnap3,,,,,,,,253.0,https://anaconda.org/conda-forge/fitsnap3,2025-04-22 14:57:40.914,15961.0,2.0,,,,,,,,15.0,,,,,,,,,,,,,
127,OpenBioML ChemNLP,,language-models,https://github.com/OpenBioML/chemnlp,ChemNLP project.,17,False,MIT,['datasets'],OpenBioML/chemnlp,https://github.com/OpenBioML/chemnlp,2023-02-13 16:20:23,2026-02-09 18:01:10.000,2024-08-19 19:00:21,372.0,45.0,4.0,287.0,112.0,140.0,171.0,2023-08-07 12:49:57.000,2023.7.1,6.0,27.0,chemnlp,,,1.0,,https://pypi.org/project/chemnlp,2023-08-07 12:49:57.000,1.0,72.0,72.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
128,Automatminer,,general-tool,https://github.com/hackingmaterials/automatminer,An automatic engine for predicting materials properties.,17,False,https://github.com/hackingmaterials/automatminer/blob/main/LICENSE,['automl'],hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer,2018-05-10 18:27:08,2023-11-12 10:09:39.000,2022-01-06 19:39:49,1666.0,53.0,8.0,233.0,41.0,139.0,169.0,2020-07-28 02:19:07.000,1.0.3.20200727,17.0,13.0,automatminer,,,10.0,10.0,https://pypi.org/project/automatminer,2020-07-28 02:23:45.000,,259.0,259.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
129,sGDML,,ml-iap,https://github.com/stefanch/sGDML,sGDML - Reference implementation of the Symmetric Gradient Domain Machine Learning model.,17,True,MIT,,stefanch/sGDML,https://github.com/stefanch/sGDML,2018-07-11 15:20:30,2025-06-13 12:41:44.000,2025-06-13 12:26:53,208.0,41.0,7.0,12.0,11.0,11.0,164.0,2025-06-13 12:27:35.000,1.0.3,22.0,8.0,sgdml,,,15.0,13.0,https://pypi.org/project/sgdml,2025-06-13 12:41:44.000,2.0,522.0,522.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
130,DADApy,,unsupervised,https://github.com/sissa-data-science/DADApy,Distance-based Analysis of DAta-manifolds in python.,17,True,Apache-2.0,,sissa-data-science/DADApy,https://github.com/sissa-data-science/DADApy,2021-02-16 17:45:23,2026-02-12 11:32:43.000,2026-02-12 11:32:37,970.0,23.0,10.0,125.0,12.0,30.0,141.0,2025-04-11 13:27:58.000,0.3.3,8.0,21.0,dadapy,,8.0,,,https://pypi.org/project/dadapy,2025-04-11 13:21:59.000,,378.0,378.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
131,Autoplex,,ml-iap,https://github.com/autoatml/autoplex,Code for automated fitting of machine learned interatomic potentials.,17,True,GPL-3.0,"['benchmarking', 'workflows']",autoatml/autoplex,https://github.com/autoatml/autoplex,2023-07-26 15:36:09,2026-02-03 02:32:00.000,2026-02-01 10:48:00,2012.0,23.0,2.0,339.0,35.0,105.0,138.0,2025-11-14 13:53:29.000,0.2.0,14.0,13.0,autoplex,,11.0,2.0,2.0,https://pypi.org/project/autoplex,2025-11-14 13:59:26.000,,279.0,279.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
132,kgcnn,,rep-learn,https://github.com/aimat-lab/gcnn_keras,"Graph convolutions in Keras with TensorFlow, PyTorch or Jax.",17,False,MIT,,aimat-lab/gcnn_keras,https://github.com/aimat-lab/gcnn_keras,2020-07-17 11:12:46,2025-01-08 13:58:21.000,2025-01-05 13:20:53,3100.0,30.0,5.0,30.0,13.0,74.0,118.0,2025-01-08 13:58:21.000,4.0.2,29.0,7.0,kgcnn,,,3.0,,https://pypi.org/project/kgcnn,2025-01-08 13:58:21.000,3.0,326.0,326.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
133,MALA,,ml-dft,https://github.com/mala-project/mala,Materials Learning Algorithms. A framework for machine learning materials properties from first-principles data.,17,True,BSD-3-Clause,,mala-project/mala,https://github.com/mala-project/mala,2021-03-31 11:40:38,2026-01-05 12:21:22.000,2025-09-16 17:50:15,2849.0,28.0,8.0,373.0,30.0,279.0,98.0,2025-06-02 11:24:27.000,1.4.0,11.0,47.0,,,,2.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
134,Garden,,community,https://thegardens.ai/,FAIR AI/ML Model Publishing Framework.,17,True,MIT,['model-repository'],Garden-AI/garden,https://github.com/Garden-AI/garden,2022-10-05 17:05:42,2026-01-22 19:49:42.000,2025-12-09 21:39:26,429.0,4.0,7.0,278.0,11.0,359.0,37.0,2025-12-09 21:43:46.000,3.2.2,78.0,14.0,garden-ai,,1.0,6.0,6.0,https://pypi.org/project/garden-ai,2025-12-09 21:43:46.000,,419.0,419.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
135,MatterGen,,materials-discovery,https://github.com/microsoft/mattergen,Official implementation of MatterGen -- a generative model for inorganic materials design across the periodic table..,16,True,MIT,"['generative', 'structure-prediction', 'pretrained']",microsoft/mattergen,https://github.com/microsoft/mattergen,2024-11-27 11:09:38,2025-11-10 15:56:15.000,2025-10-06 12:38:45,92.0,295.0,28.0,57.0,8.0,133.0,1619.0,2025-07-23 11:23:07.000,1.0.3,4.0,13.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
136,ChemCrow,,language-models,https://github.com/ur-whitelab/chemcrow-public,Open source package for the accurate solution of reasoning-intensive chemical tasks.,16,False,MIT,['ai-agent'],ur-whitelab/chemcrow-public,https://github.com/ur-whitelab/chemcrow-public,2023-06-04 15:59:05,2024-12-19 17:47:04.000,2024-12-19 17:47:03,121.0,135.0,17.0,33.0,9.0,15.0,878.0,2024-03-27 04:30:13.000,0.3.24,27.0,3.0,chemcrow,,,10.0,10.0,https://pypi.org/project/chemcrow,2024-03-27 04:30:13.000,,456.0,456.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
137,ChemDataExtractor,,language-models,https://github.com/mcs07/ChemDataExtractor,Automatically extract chemical information from scientific documents.,16,False,MIT,['literature-data'],mcs07/ChemDataExtractor,https://github.com/mcs07/ChemDataExtractor,2016-10-02 23:50:01,2025-03-25 16:27:55.911,2017-02-21 23:20:23,106.0,116.0,17.0,16.0,21.0,10.0,346.0,2017-02-03 00:28:29.000,1.3.0,8.0,2.0,chemdataextractor,chemdataextractor/chemdataextractor,,143.0,135.0,https://pypi.org/project/chemdataextractor,2017-02-03 00:12:36.000,8.0,588.0,651.0,https://anaconda.org/chemdataextractor/chemdataextractor,2025-03-25 16:27:55.911,3701.0,2.0,,,,,,,,3449.0,,,,,,,,,,,,,
138,XenonPy,,general-tool,https://github.com/yoshida-lab/XenonPy,XenonPy is a Python Software for Materials Informatics.,16,False,BSD-3-Clause,,yoshida-lab/XenonPy,https://github.com/yoshida-lab/XenonPy,2018-01-17 10:13:29,2024-07-15 21:14:48.000,2024-04-21 06:58:38,693.0,59.0,9.0,184.0,22.0,66.0,149.0,2023-05-21 15:54:32.000,0.6.8,54.0,10.0,xenonpy,,,1.0,,https://pypi.org/project/xenonpy,2022-10-31 15:40:18.355,1.0,879.0,896.0,,,,3.0,,,,,,,,1625.0,,,,,,,,,,,,,
139,OpenMM-ML,,md,https://github.com/openmm/openmm-ml,High level API for using machine learning models in OpenMM simulations.,16,True,MIT,['ml-iap'],openmm/openmm-ml,https://github.com/openmm/openmm-ml,2021-02-10 20:55:25,2026-02-10 17:02:18.000,2026-02-10 17:02:17,65.0,36.0,16.0,52.0,31.0,43.0,145.0,2026-01-08 17:48:12.000,1.5,7.0,7.0,,conda-forge/openmm-ml,10.0,2.0,2.0,,,,,941.0,https://anaconda.org/conda-forge/openmm-ml,2026-01-16 16:48:11.797,39534.0,3.0,,,,,,,,,,,,,,,,,,,,,
140,Bgolearn,,active-learning,https://bgolearn.netlify.app,[arXiv:2601.06820] Offical implement of Bgolearn.,16,True,MIT,"['materials-discovery', 'probabilistic']",Bin-Cao/Bgolearn,https://github.com/Bin-Cao/Bgolearn,2022-07-10 07:25:48,2026-01-27 01:48:27.000,2026-01-27 01:48:27,282.0,18.0,5.0,2.0,,4.0,123.0,2026-01-13 02:16:58.000,3.0.0,47.0,4.0,Bgolearn,,14.0,,,https://pypi.org/project/Bgolearn,2026-01-13 02:16:58.000,,784.0,786.0,,,,2.0,,,,,,,,67.0,,,,,,,,,,,,,
141,Graph-PES,,ml-iap,https://github.com/vldgroup/graph-pes,train and use graph-based ML models of potential energy surfaces.,16,True,MIT,"['rep-learn', 'uip', 'md', 'pretrained']",jla-gardner/graph-pes,https://github.com/vldgroup/graph-pes,2023-10-09 07:18:23,2025-12-19 08:27:53.000,2025-12-09 08:11:43,370.0,12.0,1.0,149.0,5.0,14.0,121.0,2025-12-02 09:44:25.000,0.2.5,51.0,5.0,graph-pes,,7.0,5.0,3.0,https://pypi.org/project/graph-pes,2025-12-02 09:44:25.000,2.0,4169.0,4169.0,,,,2.0,,,,,,-1.0,vldgroup/graph-pes,,,,,,,,,,,,,,
142,CatLearn,,rep-eng,https://github.com/SUNCAT-Center/CatLearn,,16,False,GPL-3.0,['surface-science'],SUNCAT-Center/CatLearn,https://github.com/SUNCAT-Center/CatLearn,2018-04-20 04:16:14,2024-06-28 07:53:45.000,2023-02-07 09:31:25,1960.0,57.0,17.0,80.0,10.0,17.0,117.0,2020-03-27 09:27:26.000,0.6.2,27.0,22.0,catlearn,,,7.0,6.0,https://pypi.org/project/catlearn,2020-03-27 09:27:26.000,1.0,522.0,522.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
143,HydraGNN,,rep-learn,https://github.com/ORNL/HydraGNN,Distributed PyTorch implementation of multi-headed graph convolutional neural networks.,16,True,BSD-3,,ORNL/HydraGNN,https://github.com/ORNL/HydraGNN,2021-05-28 03:32:03,2026-02-10 16:03:25.000,2026-02-10 16:03:25,824.0,38.0,8.0,406.0,17.0,39.0,102.0,2025-08-15 21:28:03.000,4.0,3.0,18.0,,,61.0,3.0,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
144,DeePTB,,ml-esm,https://github.com/deepmodeling/DeePTB,DeePTB: A deep learning package for tight-binding Hamiltonian with ab initio accuracy.,16,True,LGPL-3.0,['ml-dft'],deepmodeling/DeePTB,https://github.com/deepmodeling/DeePTB,2023-07-11 03:19:42,2026-02-09 22:36:09.000,2026-02-09 22:35:10,834.0,26.0,2.0,244.0,24.0,40.0,100.0,2025-05-07 14:03:15.000,2.2.0,12.0,15.0,dptb,,31.0,6.0,4.0,https://pypi.org/project/dptb,2025-05-07 14:03:15.000,2.0,365.0,365.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
145,ElementEmbeddings,,rep-eng,https://github.com/WMD-group/ElementEmbeddings,Python package to interact with high-dimensional representations of the chemical elements.,16,False,MIT,"['xai', 'unsupervised', 'visualization']",WMD-group/ElementEmbeddings,https://github.com/WMD-group/ElementEmbeddings,2022-05-17 14:25:41,2026-02-09 20:08:06.000,2025-01-09 16:34:10,634.0,4.0,3.0,159.0,5.0,17.0,49.0,2024-09-18 13:09:00.000,0.6.1,10.0,6.0,ElementEmbeddings,conda-forge/elementembeddings,,6.0,6.0,https://pypi.org/project/ElementEmbeddings,2024-09-18 13:09:44.000,,1031.0,1203.0,https://anaconda.org/conda-forge/elementembeddings,2025-04-22 14:59:09.861,3107.0,1.0,,,,,,,,,,,,,,,,,,,,,
146,IPSuite,,active-learning,https://github.com/zincware/IPSuite,A Python toolkit for FAIR development and deployment of machine-learned interatomic potentials.,16,True,EPL-2.0,"['ml-iap', 'md', 'workflows', 'htc', 'FAIR']",zincware/IPSuite,https://github.com/zincware/IPSuite,2023-03-01 16:34:45,2026-02-09 21:23:39.000,2025-12-18 13:26:00,550.0,13.0,2.0,288.0,85.0,91.0,24.0,2025-11-20 10:36:44.000,0.2.8,16.0,9.0,ipsuite,,2.0,18.0,13.0,https://pypi.org/project/ipsuite,2025-11-20 10:36:44.000,5.0,196.0,196.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
147,pySIPFENN,,rep-eng,https://github.com/PhasesResearchLab/pySIPFENN,Python python toolset for Structure-Informed Property and Feature Engineering with Neural Networks. It offers unique..,16,True,LGPL-3.0,"['material-defect', 'defects-disorder', 'pretrained', 'transfer-learning']",PhasesResearchLab/pySIPFENN,https://github.com/PhasesResearchLab/pySIPFENN,2022-10-14 19:13:09,2026-01-20 17:12:47.422,2026-01-20 00:47:13,552.0,5.0,4.0,18.0,5.0,3.0,24.0,2026-01-20 01:00:03.000,0.17.0,18.0,5.0,pysipfenn,conda-forge/pysipfenn,25.0,7.0,7.0,https://pypi.org/project/pysipfenn,2026-01-20 01:01:14.000,,261.0,860.0,https://anaconda.org/conda-forge/pysipfenn,2026-01-20 17:12:47.422,20892.0,1.0,,,,,,,,123.0,,,,,,,,,,,,,
148,Graphormer,,rep-learn,https://github.com/microsoft/Graphormer,Graphormer is a general-purpose deep learning backbone for molecular modeling.,15,False,MIT,"['transformer', 'pretrained']",microsoft/Graphormer,https://github.com/microsoft/Graphormer,2021-05-27 05:31:18,2024-06-07 17:01:35.000,2024-05-28 06:22:34,77.0,364.0,28.0,46.0,96.0,68.0,2422.0,2024-04-03 08:23:10.000,dig-v1.0,2.0,14.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
149,FermiNet,,ml-wft,https://github.com/google-deepmind/ferminet,An implementation of the Fermionic Neural Network for ab-initio electronic structure calculations.,15,True,Apache-2.0,['transformer'],google-deepmind/ferminet,https://github.com/google-deepmind/ferminet,2020-10-06 12:21:06,2025-11-13 14:25:33.000,2025-11-13 14:24:41,262.0,158.0,32.0,35.0,3.0,68.0,817.0,,,,23.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
150,MoLeR,,generative,https://github.com/microsoft/molecule-generation,Implementation of MoLeR: a generative model of molecular graphs which supports scaffold-constrained generation.,15,False,MIT,,microsoft/molecule-generation,https://github.com/microsoft/molecule-generation,2022-02-17 19:16:29,2024-01-05 14:31:05.000,2024-01-03 14:28:02,67.0,44.0,9.0,38.0,6.0,35.0,317.0,2024-01-05 14:31:05.000,0.4.1,5.0,5.0,molecule-generation,,,1.0,,https://pypi.org/project/molecule-generation,2024-01-05 14:31:05.000,1.0,186.0,186.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
151,MAST-ML,,general-tool,https://github.com/uw-cmg/MAST-ML,MAterials Simulation Toolkit for Machine Learning (MAST-ML).,15,True,MIT,,uw-cmg/MAST-ML,https://github.com/uw-cmg/MAST-ML,2017-02-16 17:03:57,2025-10-10 20:15:45.000,2025-10-10 19:54:55,3329.0,61.0,12.0,37.0,32.0,191.0,128.0,2025-10-10 20:15:45.000,3.2.5,10.0,19.0,,,,,,,,,,2.0,,,,3.0,,,,,,,,163.0,,,,,,,,,,,,,
