,name,resource,category,license,homepage,description,projectrank,show,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,maven_id,maven_url,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,gitlab_id,gitlab_url,ignore,docs_url
57,Open Catalyst datasets,,datasets,CC-BY-4.0,https://github.com/Open-Catalyst-Project/ocp/blob/main/DATASET.md,"The datasets of the Open Catalyst project, OC20, OC22.",18,True,,Open-Catalyst-Project/ocp,https://github.com/Open-Catalyst-Project/ocp,2019-09-26 04:47:27,2023-12-06 08:03:42.000,2023-12-06 07:04:41,711.0,12.0,180.0,23.0,458.0,14.0,132.0,523.0,2022-10-01 03:00:41,0.1.0,4.0,32.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
58,ATOM3D,,datasets,MIT,https://github.com/drorlab/atom3d,ATOM3D: tasks on molecules in three dimensions.,18,True,"['biomolecules', 'benchmarking']",drorlab/atom3d,https://github.com/drorlab/atom3d,2020-04-03 22:53:11,2023-03-02 18:21:02.000,2023-03-02 18:20:29,798.0,,33.0,16.0,6.0,19.0,40.0,279.0,2022-07-20 00:56:05,0.2.6,15.0,10.0,atom3d,,27.0,27.0,https://pypi.org/project/atom3d,486.0,486.0,,,,1.0,,,,,,,,,,,,,,,,,
59,exmol,,xai,MIT,https://github.com/ur-whitelab/exmol,Explainer for black box models that predict molecule properties.,18,True,,ur-whitelab/exmol,https://github.com/ur-whitelab/exmol,2021-08-03 17:56:06,2023-12-04 18:07:25.000,2023-12-04 18:03:57,189.0,1.0,40.0,9.0,76.0,10.0,58.0,259.0,2023-06-19 20:50:51,3.0.3,27.0,7.0,exmol,,14.0,14.0,https://pypi.org/project/exmol,796.0,796.0,,,,1.0,,,,,,,,,,,,,,,,,
60,FLARE,,active-learning,MIT,https://github.com/mir-group/flare,An open-source Python package for creating fast and accurate interatomic potentials.,18,True,"['lang-cpp', 'ml-iap']",mir-group/flare,https://github.com/mir-group/flare,2018-08-30 23:40:56,2023-09-29 22:57:11.000,2023-05-26 02:06:09,4382.0,,59.0,18.0,185.0,24.0,164.0,255.0,2022-04-21 18:33:10,0.2.4,5.0,37.0,,,10.0,10.0,,,0.0,,,,1.0,,,,,,2.0,,,,,,,,,,,
61,MACE,,ml-iap,MIT,https://github.com/ACEsuit/mace,MACE - Fast and accurate machine learning interatomic potentials with higher order equivariant message passing.,18,True,,ACEsuit/mace,https://github.com/ACEsuit/mace,2022-06-21 18:44:34,2023-12-05 14:53:51.000,2023-12-05 10:27:18,380.0,77.0,78.0,18.0,103.0,20.0,86.0,218.0,2023-11-09 17:28:57,0.3.0,2.0,17.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
62,ALIGNN,,rep-learn,https://github.com/usnistgov/alignn/blob/main/LICENSE.rst,https://github.com/usnistgov/alignn,Atomistic Line Graph Neural Network.,18,True,,usnistgov/alignn,https://github.com/usnistgov/alignn,2021-04-19 20:08:09,2023-10-24 20:00:53.000,2023-10-24 20:00:52,623.0,19.0,64.0,11.0,90.0,24.0,23.0,165.0,2023-08-11 04:51:42,2023.08.01,40.0,7.0,alignn,,8.0,8.0,https://pypi.org/project/alignn,474.0,474.0,,,,2.0,,,,,,,,,,,,,,,,,
63,e3nn-jax,,rep-learn,Apache-2.0,https://github.com/e3nn/e3nn-jax,jax library for E3 Equivariant Neural Networks.,18,True,,e3nn/e3nn-jax,https://github.com/e3nn/e3nn-jax,2021-06-08 13:21:51,2023-12-05 09:20:25.000,2023-12-05 09:20:20,952.0,58.0,14.0,9.0,30.0,,10.0,125.0,2023-11-17 11:39:54,0.20.3,39.0,5.0,e3nn-jax,,,,https://pypi.org/project/e3nn-jax,2057.0,2057.0,,,,2.0,,,,,,,,,,,,,,,,,
64,FitSNAP,,md,GPL-2.0,https://github.com/FitSNAP/FitSNAP,Software for generating SNAP machine-learning interatomic potentials.,18,True,,FitSNAP/FitSNAP,https://github.com/FitSNAP/FitSNAP,2019-09-12 14:46:18,2023-11-07 18:49:16.000,2023-11-04 02:17:28,1366.0,61.0,45.0,7.0,174.0,8.0,55.0,125.0,2023-06-28 16:00:48,3.1.0,7.0,24.0,,conda-forge/fitsnap3,,,,,139.0,https://anaconda.org/conda-forge/fitsnap3,2023-06-16 00:19:04.615,5177.0,2.0,,,,,,7.0,,,,,,,,,,,
65,Chemiscope,,visualization,BSD-3-Clause,https://github.com/lab-cosmo/chemiscope,An interactive structure/property explorer for materials and molecules.,18,True,['lang-js'],lab-cosmo/chemiscope,https://github.com/lab-cosmo/chemiscope,2019-10-03 09:59:42,2023-12-04 15:28:21.000,2023-11-30 23:49:13,684.0,33.0,27.0,18.0,207.0,33.0,80.0,94.0,2023-10-23 15:11:17,0.6.0,13.0,19.0,,,5.0,5.0,,,25.0,,,,1.0,,,,,,138.0,,,,chemiscope,https://www.npmjs.com/package/chemiscope,22.0,,,,,
66,MALA,,ml-dft,BSD-3-Clause,https://github.com/mala-project/mala,Materials Learning Algorithms. A framework for machine learning materials properties from first-principles data.,18,True,,mala-project/mala,https://github.com/mala-project/mala,2021-03-31 11:40:38,2023-11-28 10:04:41.000,2023-10-26 10:42:52,2086.0,16.0,20.0,9.0,256.0,26.0,211.0,56.0,2023-09-28 13:54:19,1.2.0,8.0,41.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
67,Uni-Mol,,rep-learn,MIT,https://github.com/dptech-corp/Uni-Mol,Official Repository for the Uni-Mol Series Methods.,17,True,['pre-trained'],dptech-corp/Uni-Mol,https://github.com/dptech-corp/Uni-Mol,2022-05-22 13:26:41,2023-12-06 09:56:21.000,2023-12-06 09:55:45,96.0,13.0,86.0,16.0,71.0,44.0,75.0,458.0,2023-07-07 09:02:23,0.2,2.0,13.0,,,,,,,551.0,,,,2.0,,,,,,7725.0,,,,,,,,,,,
68,ChemCrow,,language-models,MIT,https://github.com/ur-whitelab/chemcrow-public,Chemcrow.,17,True,,ur-whitelab/chemcrow-public,https://github.com/ur-whitelab/chemcrow-public,2023-06-04 15:59:05,2023-11-27 08:20:24.000,2023-11-27 08:09:11,62.0,23.0,38.0,14.0,5.0,5.0,4.0,319.0,2023-11-27 08:20:24,0.3.17,5.0,3.0,chemcrow,,2.0,2.0,https://pypi.org/project/chemcrow,1040.0,1040.0,,,,1.0,,,,,,,,,,,,,,,,,
69,GT4SD,,generative,MIT,https://github.com/GT4SD/gt4sd-core,"GT4SD, an open-source library to accelerate hypothesis generation in the scientific discovery process.",17,True,"['pre-trained', 'drug-discovery', 'rep-learn']",GT4SD/gt4sd-core,https://github.com/GT4SD/gt4sd-core,2022-02-11 19:06:58,2023-11-27 08:23:51.000,2023-10-16 07:22:44,283.0,3.0,56.0,16.0,136.0,2.0,92.0,280.0,2023-05-06 06:55:52,1.3.1,54.0,19.0,gt4sd,,,,https://pypi.org/project/gt4sd,812.0,812.0,,,,1.0,,,,,,,,,,,,,,,,,
70,M3GNet,,ml-iap,BSD-3-Clause,https://github.com/materialsvirtuallab/m3gnet,Materials graph network with 3-body interactions featuring a DFT surrogate crystal relaxer and a state-of-the-art..,17,True,,materialsvirtuallab/m3gnet,https://github.com/materialsvirtuallab/m3gnet,2022-01-18 18:10:58,2023-06-06 23:56:08.000,2023-06-06 23:56:03,261.0,,53.0,10.0,33.0,15.0,20.0,189.0,2022-11-17 23:25:35,0.2.4,16.0,14.0,m3gnet,,18.0,18.0,https://pypi.org/project/m3gnet,550.0,550.0,,,,2.0,,,,,,,,,,,,,,,,,
71,KFAC-JAX,,math,Apache-2.0,https://github.com/google-deepmind/kfac-jax,Second Order Optimization and Curvature Estimation with K-FAC in JAX.,17,True,,deepmind/kfac-jax,https://github.com/google-deepmind/kfac-jax,2022-03-18 10:19:24,2023-12-04 14:49:26.000,2023-12-04 14:49:20,169.0,26.0,13.0,8.0,181.0,2.0,9.0,173.0,2023-05-16 18:03:40,0.0.5,4.0,11.0,kfac-jax,,8.0,8.0,https://pypi.org/project/kfac-jax,680.0,680.0,,,,1.0,,,,,,,,,google-deepmind/kfac-jax,,,,,,,,
72,XenonPy,,general-tool,BSD-3-Clause,https://github.com/yoshida-lab/XenonPy,XenonPy is a Python Software for Materials Informatics.,17,True,,yoshida-lab/XenonPy,https://github.com/yoshida-lab/XenonPy,2018-01-17 10:13:29,2023-11-20 14:25:49.000,2023-11-20 14:25:43,692.0,10.0,55.0,12.0,183.0,17.0,66.0,114.0,2023-05-21 15:54:32,0.6.8,45.0,10.0,xenonpy,,,,https://pypi.org/project/xenonpy,363.0,381.0,,,,2.0,,,,,,1251.0,,,,,,,,,,,
73,MatBench,,community,MIT,https://github.com/materialsproject/matbench,Matbench: Benchmarks for materials science property prediction.,17,True,"['datasets', 'benchmarking']",materialsproject/matbench,https://github.com/materialsproject/matbench,2021-02-24 03:58:42,2023-11-14 15:38:45.000,2023-11-14 15:38:41,746.0,6.0,32.0,9.0,252.0,31.0,26.0,86.0,2022-07-27 04:40:26,0.6,5.0,23.0,matbench,,11.0,11.0,https://pypi.org/project/matbench,132.0,132.0,,,,2.0,,,,,,,,,,,,,,,,,
74,pymatviz,,visualization,MIT,https://github.com/janosh/pymatviz,A toolkit for visualizations in materials informatics.,17,True,"['general-tool', 'probabilistic']",janosh/pymatviz,https://github.com/janosh/pymatviz,2021-02-21 12:40:34,2023-12-06 04:20:04.000,2023-12-06 04:20:01,232.0,25.0,5.0,6.0,86.0,4.0,16.0,80.0,2023-11-05 03:48:40,0.7.3,17.0,6.0,pymatviz,,6.0,6.0,https://pypi.org/project/pymatviz,574.0,574.0,,,,3.0,,,,,,,,,,,,,,,,,
75,ChemDataExtractor,,language-models,MIT,https://github.com/mcs07/ChemDataExtractor,Automatically extract chemical information from scientific documents.,16,False,['literature-data'],mcs07/ChemDataExtractor,https://github.com/mcs07/ChemDataExtractor,2016-10-02 23:50:01,2023-07-27 18:05:13.000,2017-02-21 23:20:23,106.0,,105.0,19.0,16.0,17.0,9.0,267.0,2017-02-03 00:28:29,1.3.0,7.0,2.0,chemdataextractor,chemdataextractor/chemdataextractor,100.0,100.0,https://pypi.org/project/chemdataextractor,619.0,684.0,https://anaconda.org/chemdataextractor/chemdataextractor,2023-06-16 13:17:47.249,3009.0,2.0,,,,,,2727.0,,,,,,,,,,,
76,MoLeR,,generative,MIT,https://github.com/microsoft/molecule-generation,Implementation of MoLeR: a generative model of molecular graphs which supports scaffold-constrained generation.,16,True,,microsoft/molecule-generation,https://github.com/microsoft/molecule-generation,2022-02-17 19:16:29,2023-12-06 11:47:48.000,2023-08-09 14:17:01,63.0,,35.0,11.0,33.0,7.0,26.0,224.0,2023-06-18 21:03:46,0.4.0,4.0,5.0,molecule-generation,,,,https://pypi.org/project/molecule-generation,207.0,207.0,,,,1.0,,,,,,,,,,,,,,,,,
77,Automatminer,,general-tool,https://github.com/hackingmaterials/automatminer/blob/main/LICENSE,https://github.com/hackingmaterials/automatminer,An automatic engine for predicting materials properties.,16,False,,hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer,2018-05-10 18:27:08,2023-11-12 10:09:39.000,2022-01-06 19:39:49,1666.0,,47.0,12.0,233.0,36.0,138.0,131.0,2020-07-28 02:19:07,1.0.3.20200727,17.0,13.0,automatminer,,7.0,7.0,https://pypi.org/project/automatminer,158.0,158.0,,,,2.0,,,,,,,,,,,,,,,,,
78,sGDML,,ml-iap,MIT,https://github.com/stefanch/sGDML,sGDML - Reference implementation of the Symmetric Gradient Domain Machine Learning model.,16,True,,stefanch/sGDML,https://github.com/stefanch/sGDML,2018-07-11 15:20:30,2023-08-31 12:58:49.000,2023-08-31 12:57:53,205.0,,35.0,8.0,12.0,6.0,11.0,127.0,2023-08-31 12:58:49,1.0.2,15.0,8.0,sgdml,,8.0,8.0,https://pypi.org/project/sgdml,156.0,156.0,,,,2.0,,,,,,,,,,,,,,,,,
79,ChemNLP project,,language-models,MIT,https://github.com/OpenBioML/chemnlp,ChemNLP project.,16,True,['datasets'],OpenBioML/chemnlp,https://github.com/OpenBioML/chemnlp,2023-02-13 16:20:23,2023-12-04 21:35:03.000,2023-12-01 17:23:50,323.0,78.0,43.0,3.0,271.0,110.0,139.0,113.0,,,,26.0,chemnlp,,,,https://pypi.org/project/chemnlp,62.0,62.0,,,,2.0,,,,,,,,,,,,,,,,,
80,CatLearn,,rep-eng,GPL-3.0,https://github.com/SUNCAT-Center/CatLearn,,16,True,['surface-science'],SUNCAT-Center/CatLearn,https://github.com/SUNCAT-Center/CatLearn,2018-04-20 04:16:14,2023-07-25 21:09:47.000,2023-02-07 09:31:25,1960.0,,50.0,19.0,79.0,10.0,16.0,94.0,2020-03-27 09:26:03,0.6.2,8.0,22.0,catlearn,,4.0,4.0,https://pypi.org/project/catlearn,247.0,247.0,,,,1.0,,,,,,,,,,,,,,,,,
81,MAST-ML,,general-tool,MIT,https://github.com/uw-cmg/MAST-ML,MAterials Simulation Toolkit for Machine Learning (MAST-ML).,16,True,,uw-cmg/MAST-ML,https://github.com/uw-cmg/MAST-ML,2017-02-16 17:03:57,2023-12-01 20:57:10.000,2023-07-28 18:33:43,3162.0,,52.0,13.0,36.0,22.0,191.0,88.0,2023-05-01 21:32:25,3.1.7,6.0,19.0,,,7.0,7.0,,,2.0,,,,2.0,,,,,,84.0,,,,,,,,,,,
82,matsciml,,rep-learn,MIT,https://github.com/IntelLabs/matsciml,Open MatSci ML Toolkit is a framework for prototyping and scaling out deep learning models for materials discovery..,16,True,"['workflows', 'benchmarking']",IntelLabs/matsciml,https://github.com/IntelLabs/matsciml,2022-09-13 20:27:28,2023-12-01 21:58:18.000,2023-12-01 17:55:58,1501.0,166.0,12.0,4.0,58.0,5.0,10.0,84.0,2023-08-31 23:59:40,1.0.0,2.0,8.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
83,Scikit-Matter,,general-tool,BSD-3-Clause,https://github.com/scikit-learn-contrib/scikit-matter,A collection of scikit-learn compatible utilities that implement methods born out of the materials science and..,16,True,['scikit-learn'],scikit-learn-contrib/scikit-matter,https://github.com/scikit-learn-contrib/scikit-matter,2020-10-12 19:23:26,2023-11-20 15:32:27.000,2023-09-22 08:33:28,364.0,2.0,15.0,17.0,150.0,12.0,56.0,65.0,2023-08-24 17:18:49,0.2.0,7.0,13.0,skmatter,conda-forge/skmatter,7.0,7.0,https://pypi.org/project/skmatter,409.0,487.0,https://anaconda.org/conda-forge/skmatter,2023-08-24 19:08:29.551,707.0,2.0,,,,,,,,,,,,,,,,,
84,mlcolvar,,md,MIT,https://github.com/luigibonati/mlcolvar,A unified framework for machine learning collective variables for enhanced sampling simulations.,16,True,['enhanced-sampling'],luigibonati/mlcolvar,https://github.com/luigibonati/mlcolvar,2021-09-21 21:32:04,2023-11-17 11:27:21.000,2023-11-17 11:27:16,815.0,21.0,13.0,5.0,56.0,12.0,36.0,59.0,2023-10-25 08:58:49,1.0.1,8.0,7.0,mlcolvar,,,,https://pypi.org/project/mlcolvar,88.0,88.0,,,,2.0,,,,,,,,,,,,,,,,,
85,Ultra-Fast Force Fields (UF3),,ml-iap,Apache-2.0,https://github.com/uf3/uf3,UF3: a python library for generating ultra-fast interatomic potentials.,16,True,,uf3/uf3,https://github.com/uf3/uf3,2021-10-01 13:21:44,2023-12-04 22:13:48.000,2023-10-27 16:18:56,514.0,32.0,18.0,6.0,70.0,13.0,24.0,46.0,2023-10-27 16:36:21,0.4.0,4.0,8.0,uf3,,,,https://pypi.org/project/uf3,40.0,40.0,,,,2.0,,,,,,,,,,,,,,,,,
86,MatBench Discovery,,community,MIT,https://github.com/janosh/matbench-discovery,An evaluation framework for machine learning models simulating high-throughput materials discovery.,16,True,"['datasets', 'benchmarking']",janosh/matbench-discovery,https://github.com/janosh/matbench-discovery,2022-06-20 18:32:44,2023-12-03 20:35:36.000,2023-12-03 20:35:29,298.0,33.0,5.0,7.0,41.0,3.0,24.0,44.0,2023-09-13 14:29:49,1.0.0,2.0,5.0,matbench-discovery,,,,https://pypi.org/project/matbench-discovery,32.0,32.0,,,,2.0,,,,,,,,,,,,,,,,,
87,FermiNet,,ml-wft,Apache-2.0,https://github.com/google-deepmind/ferminet,An implementation of the Fermionic Neural Network for ab-initio electronic structure calculations.,15,True,['transformer'],deepmind/ferminet,https://github.com/google-deepmind/ferminet,2020-10-06 12:21:06,2023-11-27 07:54:15.000,2023-11-27 07:53:26,216.0,24.0,102.0,34.0,28.0,,42.0,616.0,,,,18.0,,,,,,,,,,,2.0,,,,,,,,,google-deepmind/ferminet,,,,,,,,
88,Uni-Fold,,biomolecules,Apache-2.0,https://github.com/dptech-corp/Uni-Fold,An open-source platform for developing protein models beyond AlphaFold.,15,True,,dptech-corp/Uni-Fold,https://github.com/dptech-corp/Uni-Fold,2022-07-30 03:37:29,2023-11-30 07:37:27.000,2023-11-30 07:37:23,97.0,2.0,54.0,7.0,76.0,15.0,48.0,314.0,2022-10-19 12:44:31,2.2.0,3.0,7.0,,,,,,,188.0,,,,3.0,,,,,,2641.0,,,,,,,,,,,
89,GT4SD - Generative Toolkit for Scientific Discovery,,community,MIT,https://huggingface.co/GT4SD,Gradio apps of generative models in GT4SD.,15,True,"['generative', 'pre-trained', 'drug-discovery']",GT4SD/gt4sd-core,https://github.com/GT4SD/gt4sd-core,2022-02-11 19:06:58,2023-11-27 08:23:51.000,2023-10-16 07:22:44,283.0,3.0,56.0,16.0,136.0,2.0,92.0,280.0,2023-05-06 06:55:52,1.3.1,54.0,19.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
90,QML,,general-tool,MIT,https://github.com/qmlcode/qml,QML: Quantum Machine Learning.,15,False,,qmlcode/qml,https://github.com/qmlcode/qml,2017-04-22 04:48:38,2023-07-26 12:01:42.000,2018-09-10 11:14:35,75.0,,81.0,23.0,101.0,27.0,19.0,190.0,,,3.0,2.0,qml,,23.0,23.0,https://pypi.org/project/qml,387.0,387.0,,,,3.0,,,,,,,,,,,,,,,,,
91,gpax,,math,MIT,https://github.com/ziatdinovmax/gpax,Gaussian Processes for Experimental Sciences.,15,True,"['probabilistic', 'active-learning']",ziatdinovmax/gpax,https://github.com/ziatdinovmax/gpax,2021-10-28 13:43:18,2023-12-02 18:09:54.000,2023-12-02 18:09:54,583.0,78.0,16.0,4.0,40.0,5.0,14.0,148.0,2023-10-11 22:13:25,0.1.1,10.0,2.0,gpax,,,,https://pypi.org/project/gpax,138.0,138.0,,,,1.0,,,,,,,,,,,,,,,,,
92,openmm-torch,,md,https://github.com/openmm/openmm-torch#license,https://github.com/openmm/openmm-torch,OpenMM plugin to define forces with neural networks.,15,True,"['ml-iap', 'lang-cpp']",openmm/openmm-torch,https://github.com/openmm/openmm-torch,2019-09-27 18:15:19,2023-11-29 21:24:23.296,2023-10-03 16:21:43,61.0,3.0,22.0,13.0,56.0,16.0,54.0,137.0,2023-10-09 08:49:10,1.4,16.0,7.0,,conda-forge/openmm-torch,,,,,6514.0,https://anaconda.org/conda-forge/openmm-torch,2023-11-29 21:24:23.296,228013.0,2.0,,,,,,,,,,,,,,,,,
93,NNPOps,,ml-iap,MIT,https://github.com/openmm/NNPOps,High-performance operations for neural network potentials.,15,True,"['md', 'lang-cpp']",openmm/NNPOps,https://github.com/openmm/NNPOps,2020-09-10 21:02:00,2023-11-17 10:54:59.000,2023-07-25 21:23:53,94.0,,15.0,10.0,62.0,20.0,33.0,73.0,2023-07-26 11:21:58,0.6,7.0,7.0,,conda-forge/nnpops,,,,,3500.0,https://anaconda.org/conda-forge/nnpops,2023-11-06 09:36:30.898,73509.0,2.0,,,,,,,,,,,,,,,,,
94,Open Databases Integration for Materials Design (OPTIMADE),,datasets,CC-BY-4.0,https://github.com/Materials-Consortia/OPTIMADE,Specification of a common REST API for access to materials databases.,15,True,,Materials-Consortia/OPTIMADE,https://github.com/Materials-Consortia/OPTIMADE,2018-01-08 23:32:29,2023-12-03 16:46:00.000,2023-06-22 15:32:33,1276.0,,35.0,22.0,266.0,72.0,145.0,62.0,2021-07-08 15:20:37,1.1.0,7.0,19.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
95,MODNet,,rep-eng,MIT,https://github.com/ppdebreuck/modnet,MODNet: a framework for machine learning materials properties.,15,True,"['pre-trained', 'small-data', 'transfer-learning']",ppdebreuck/modnet,https://github.com/ppdebreuck/modnet,2020-03-13 07:39:21,2023-12-01 21:36:10.000,2023-11-13 22:45:08,259.0,2.0,28.0,7.0,145.0,13.0,23.0,62.0,2023-07-29 11:00:10,0.4.1,18.0,7.0,,,5.0,5.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
96,benchmarking-gnns,,rep-learn,MIT,https://github.com/graphdeeplearning/benchmarking-gnns,Repository for benchmarking graph neural networks.,14,False,"['single-paper', 'benchmarking']",graphdeeplearning/benchmarking-gnns,https://github.com/graphdeeplearning/benchmarking-gnns,2020-03-03 03:42:50,2023-06-22 04:03:53.000,2022-05-10 13:22:20,45.0,,421.0,59.0,17.0,4.0,61.0,2300.0,,,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
97,dlpack,,data-structures,Apache-2.0,https://github.com/dmlc/dlpack,common in-memory tensor structure.,14,True,['lang-cpp'],dmlc/dlpack,https://github.com/dmlc/dlpack,2017-02-24 16:56:47,2023-03-20 13:30:47.000,2023-01-24 14:10:09,68.0,,126.0,47.0,70.0,24.0,35.0,801.0,2023-01-05 18:42:00,0.8,8.0,21.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
98,escnn,,rep-learn,https://github.com/QUVA-Lab/escnn/blob/master/LICENSE,https://github.com/QUVA-Lab/escnn,Equivariant Steerable CNNs Library for Pytorch https://quva-lab.github.io/escnn/.,14,True,,QUVA-Lab/escnn,https://github.com/QUVA-Lab/escnn,2022-03-16 10:15:02,2023-11-27 17:43:58.000,2023-10-17 22:37:11,244.0,4.0,35.0,16.0,32.0,22.0,36.0,255.0,,,,10.0,escnn,,,,https://pypi.org/project/escnn,505.0,505.0,,,,2.0,,,,,,,,,,,,,,,,,
99,gptchem,,language-models,MIT,https://github.com/kjappelbaum/gptchem,Use GPT-3 to solve chemistry problems.,14,True,,kjappelbaum/gptchem,https://github.com/kjappelbaum/gptchem,2023-01-06 15:34:32,2023-11-30 09:31:35.000,2023-10-04 11:27:09,147.0,29.0,30.0,8.0,4.0,15.0,2.0,165.0,2023-11-30 09:31:51,0.0.4,2.0,2.0,gptchem,,,,https://pypi.org/project/gptchem,39.0,39.0,,,,2.0,,,,,,,,,,,,,,,,,
100,DADApy,,unsupervised,Apache-2.0,https://github.com/sissa-data-science/DADApy,Distance-based Analysis of DAta-manifolds in python.,14,True,,sissa-data-science/DADApy,https://github.com/sissa-data-science/DADApy,2021-02-16 17:45:23,2023-12-06 10:45:51.000,2023-11-16 14:28:31,654.0,11.0,11.0,8.0,77.0,12.0,15.0,78.0,2023-05-25 16:37:17,0.2.0,3.0,16.0,dadapy,,2.0,2.0,https://pypi.org/project/dadapy,84.0,84.0,,,,1.0,,,,,,,,,,,,,,,,,
101,SpheriCart,,math,Apache-2.0,https://github.com/lab-cosmo/sphericart,Multi-language library for the calculation of spherical harmonics in Cartesian coordinates.,14,True,,lab-cosmo/sphericart,https://github.com/lab-cosmo/sphericart,2023-02-04 15:15:25,2023-11-29 14:24:27.000,2023-11-27 12:47:38,332.0,15.0,5.0,4.0,72.0,9.0,7.0,46.0,2023-04-26 12:06:09,0.3.0,1.0,9.0,sphericart,,1.0,1.0,https://pypi.org/project/sphericart,203.0,203.0,,,,2.0,,,,,,1.0,,,,,,,,,,,
102,mp-pyrho,,data-structures,https://github.com/materialsproject/pyrho,https://github.com/materialsproject/pyrho,Tools for re-griding volumetric quantum chemistry data for machine-learning purposes.,14,True,['ml-dft'],materialsproject/pyrho,https://github.com/materialsproject/pyrho,2020-05-25 22:44:02,2023-11-28 00:13:22.000,2023-03-21 17:22:18,244.0,,6.0,9.0,104.0,1.0,3.0,29.0,2022-10-20 05:07:16,0.3.0,23.0,8.0,mp-pyrho,,18.0,18.0,https://pypi.org/project/mp-pyrho,73.0,73.0,,,,3.0,,,,,,,,,,,,,,,,,
103,KLIFF,,ml-iap,LGPL-2.1,https://github.com/openkim/kliff,KIM-based Learning-Integrated Fitting Framework (KLIFF).,14,True,"['probabilistic', 'workflows']",openkim/kliff,https://github.com/openkim/kliff,2017-08-01 20:33:58,2023-12-05 04:41:43.000,2023-11-16 05:26:53,994.0,10.0,17.0,2.0,107.0,18.0,16.0,27.0,2022-10-07 05:16:11,0.4.1,16.0,10.0,kliff,conda-forge/kliff,,,https://pypi.org/project/kliff,47.0,1770.0,https://anaconda.org/conda-forge/kliff,2023-10-07 06:09:56.646,65475.0,2.0,,,,,,,,,,,,,,,,,
104,Polynomials4ML.jl,,math,MIT,https://github.com/ACEsuit/Polynomials4ML.jl,"Polynomials for ML: fast evaluation, batching, differentiation.",14,True,['lang-julia'],ACEsuit/Polynomials4ML.jl,https://github.com/ACEsuit/Polynomials4ML.jl,2022-09-20 23:05:53,2023-11-25 22:48:16.000,2023-11-23 22:48:55,327.0,39.0,5.0,4.0,34.0,15.0,29.0,12.0,2023-11-15 23:52:25,0.2.7,11.0,9.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
105,n2p2,,ml-iap,GPL-3.0,https://github.com/CompPhysVienna/n2p2,n2p2 - A Neural Network Potential Package.,13,False,['lang-cpp'],CompPhysVienna/n2p2,https://github.com/CompPhysVienna/n2p2,2018-07-25 12:29:17,2023-05-11 16:26:02.000,2022-09-05 10:56:20,387.0,,69.0,12.0,53.0,57.0,85.0,194.0,2022-05-23 12:53:39,2.2.0,11.0,9.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
106,DeepH-pack,,ml-dft,LGPL-3.0,https://github.com/mzjb/DeepH-pack,Deep neural networks for density functional theory Hamiltonian.,13,True,['lang-julia'],mzjb/DeepH-pack,https://github.com/mzjb/DeepH-pack,2022-05-13 02:51:32,2023-08-03 05:36:54.000,2023-07-11 08:11:15,54.0,,28.0,5.0,13.0,5.0,31.0,155.0,2023-07-11 08:13:06,0.2.2,2.0,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
107,DMFF,,ml-iap,LGPL-3.0,https://github.com/deepmodeling/DMFF,DMFF (Differentiable Molecular Force Field) is a Jax-based python package that provides a full differentiable..,13,True,,deepmodeling/DMFF,https://github.com/deepmodeling/DMFF,2022-02-14 01:35:50,2023-11-22 10:04:10.000,2023-11-09 06:31:11,427.0,6.0,32.0,11.0,131.0,7.0,14.0,122.0,2023-11-09 14:32:37,1.0.0,4.0,13.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
108,SPICE,,datasets,MIT,https://github.com/openmm/spice-dataset,A collection of QM data for training potential functions.,13,True,"['ml-iap', 'md']",openmm/spice-dataset,https://github.com/openmm/spice-dataset,2021-08-31 18:52:05,2023-10-22 18:03:55.000,2023-10-22 18:03:55,34.0,3.0,5.0,16.0,38.0,12.0,37.0,104.0,2023-08-07 19:52:03,1.1.4,6.0,,,,,,,,13.0,,,,2.0,,,,,,221.0,,,,,,,,,,,
