,name,resource,category,description,homepage,projectrank,show,labels,license,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,docs_url,gitlab_id,gitlab_url,ignore
53,CatLearn,,rep-eng,,https://github.com/SUNCAT-Center/CatLearn,16,True,['surface-science'],GPL-3.0,SUNCAT-Center/CatLearn,https://github.com/SUNCAT-Center/CatLearn,2018-04-20 04:16:14,2023-07-25 21:09:47.000000,2023-02-07 09:31:25,1960.0,,50.0,19.0,79.0,9.0,16.0,92.0,2020-03-27 09:26:03,0.6.2,8.0,22.0,catlearn,,4.0,4.0,https://pypi.org/project/catlearn,117.0,117.0,,,,1.0,,,,,,,,,,,,,
54,benchmarking-gnns,,rep-learn,Repository for benchmarking graph neural networks.,https://github.com/graphdeeplearning/benchmarking-gnns,15,False,"['single-paper', 'benchmarking']",MIT,graphdeeplearning/benchmarking-gnns,https://github.com/graphdeeplearning/benchmarking-gnns,2020-03-03 03:42:50,2023-06-22 04:03:53.000000,2022-05-10 13:22:20,45.0,,414.0,58.0,17.0,4.0,60.0,2232.0,,,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
55,FermiNet,,ml-wft,An implementation of the Fermionic Neural Network for ab-initio electronic structure calculations.,https://github.com/deepmind/ferminet,15,True,,Apache-2.0,deepmind/ferminet,https://github.com/deepmind/ferminet,2020-10-06 12:21:06,2023-08-14 14:54:45.000000,2023-08-14 13:41:50,192.0,12.0,98.0,34.0,27.0,,38.0,575.0,,,,18.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
56,Uni-Fold,,biomolecules,An open-source platform for developing protein models beyond AlphaFold.,https://github.com/dptech-corp/Uni-Fold,15,True,,Apache-2.0,dptech-corp/Uni-Fold,https://github.com/dptech-corp/Uni-Fold,2022-07-30 03:37:29,2023-08-23 10:48:55.000000,2023-06-19 13:56:13,95.0,2.0,47.0,7.0,72.0,9.0,47.0,281.0,2022-10-19 12:44:31,2.2.0,3.0,7.0,,,,,,,210.0,,,,3.0,,,,,,2102.0,,,,,,,
57,sGDML,,mliap,sGDML - Reference implementation of the Symmetric Gradient Domain Machine Learning model.,https://github.com/stefanch/sGDML,15,True,,MIT,stefanch/sGDML,https://github.com/stefanch/sGDML,2018-07-11 15:20:30,2023-08-07 08:17:29.000000,2023-06-08 12:49:46,199.0,1.0,34.0,9.0,12.0,5.0,11.0,123.0,2023-06-08 12:51:43,1.0.1,14.0,7.0,sgdml,,8.0,8.0,https://pypi.org/project/sgdml,110.0,110.0,,,,2.0,,,,,,,,,,,,,
58,DADApy,,unsupervised,Distance-based Analysis of DAta-manifolds in python.,https://github.com/sissa-data-science/DADApy,15,True,,Apache-2.0,sissa-data-science/DADApy,https://github.com/sissa-data-science/DADApy,2021-02-16 17:45:23,2023-08-15 08:50:41.000000,2023-08-15 08:50:41,643.0,12.0,8.0,8.0,73.0,9.0,15.0,69.0,2023-05-25 16:37:17,0.2.0,3.0,15.0,dadapy,,2.0,2.0,https://pypi.org/project/dadapy,39.0,39.0,,,,1.0,,,,,,,,,,,,,
59,MACE,,mliap,MACE - Fast and accurate machine learning interatomic potentials with higher order equivariant message passing.,https://github.com/ACEsuit/mace,14,True,,MIT,ACEsuit/mace,https://github.com/ACEsuit/mace,2022-06-21 18:44:34,2023-08-22 09:08:41.000000,2023-08-17 09:53:26,210.0,3.0,61.0,18.0,72.0,16.0,38.0,183.0,2023-02-09 12:24:53,0.2.0,1.0,11.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
60,SISSO,,rep-eng,A data-driven method combining symbolic regression and compressed sensing for accurate & interpretable models.,https://github.com/rouyang2017/SISSO,14,True,['lang-fortran'],Apache-2.0,rouyang2017/SISSO,https://github.com/rouyang2017/SISSO,2017-10-16 11:31:57,2023-07-26 04:28:51.000000,2023-07-26 04:28:51,164.0,14.0,60.0,6.0,2.0,,50.0,175.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
61,Automatminer,,general-tool,An automatic engine for predicting materials properties.,https://github.com/hackingmaterials/automatminer,14,False,,https://github.com/hackingmaterials/automatminer/blob/main/LICENSE,hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer,2018-05-10 18:27:08,2022-12-07 10:00:21.000000,2022-01-06 19:39:49,1666.0,,43.0,12.0,232.0,36.0,138.0,125.0,2020-07-28 02:19:07,1.0.3.20200727,17.0,13.0,automatminer,,6.0,6.0,https://pypi.org/project/automatminer,84.0,84.0,,,,3.0,,,,,,,,,,,,,
62,PyXtalFF,,mliap,Machine Learning Interatomic Potential Predictions.,https://github.com/MaterSim/PyXtal_FF,14,True,,MIT,MaterSim/PyXtal_FF,https://github.com/MaterSim/PyXtal_FF,2019-01-08 08:43:35,2023-08-17 01:22:23.000000,2023-08-17 01:22:18,559.0,6.0,19.0,9.0,2.0,9.0,51.0,71.0,2023-06-09 17:17:24,0.2.3,19.0,8.0,pyxtal_ff,,,,https://pypi.org/project/pyxtal_ff,20.0,20.0,,,,2.0,,,,,,,,,,,,,
63,SpheriCart,,math,Multi-language library for the calculation of spherical harmonics in Cartesian coordinates.,https://github.com/lab-cosmo/sphericart,14,True,,Apache-2.0,lab-cosmo/sphericart,https://github.com/lab-cosmo/sphericart,2023-02-04 15:15:25,2023-08-18 12:23:31.000000,2023-08-18 12:20:46,317.0,11.0,3.0,4.0,53.0,8.0,6.0,40.0,2023-04-26 12:06:09,0.3.0,1.0,6.0,sphericart,,1.0,1.0,https://pypi.org/project/sphericart,29.0,29.0,,,,2.0,,,,,,,,,,,,,
64,Ultra-Fast Force Fields (UF3),,mliap,UF3: a python library for generating ultra-fast interatomic potentials.,https://github.com/uf3/uf3,14,True,,Apache-2.0,uf3/uf3,https://github.com/uf3/uf3,2021-10-01 13:21:44,2023-08-18 14:25:51.000000,2023-08-18 14:25:51,460.0,30.0,14.0,4.0,29.0,10.0,17.0,30.0,2022-09-29 10:22:37,0.3.2,3.0,6.0,uf3,,,,https://pypi.org/project/uf3,26.0,26.0,,,,2.0,,,,,,,,,,,,,
65,KLIFF,,mliap,KIM-based Learning-Integrated Fitting Framework (KLIFF).,https://github.com/openkim/kliff,14,True,"['probabilistic', 'workflows']",LGPL-2.1,openkim/kliff,https://github.com/openkim/kliff,2017-08-01 20:33:58,2023-08-14 00:02:14.000000,2023-08-09 17:09:55,982.0,31.0,17.0,2.0,96.0,17.0,16.0,27.0,2022-10-07 05:16:11,0.4.1,16.0,10.0,kliff,conda-forge/kliff,,,https://pypi.org/project/kliff,90.0,1484.0,https://anaconda.org/conda-forge/kliff,2023-06-16 16:19:12.982,62739.0,2.0,,,,,,,,,,,,,
66,Polynomials4ML.jl,,math,"Polynomials for ML: fast evaluation, batching, differentiation.",https://github.com/ACEsuit/Polynomials4ML.jl,14,True,['lang-julia'],MIT,ACEsuit/Polynomials4ML.jl,https://github.com/ACEsuit/Polynomials4ML.jl,2022-09-20 23:05:53,2023-08-09 23:54:30.000000,2023-08-09 05:03:18,278.0,134.0,2.0,3.0,24.0,16.0,22.0,10.0,2023-07-29 00:42:23,0.2.2,6.0,8.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
67,n2p2,,mliap,n2p2 - A Neural Network Potential Package.,https://github.com/CompPhysVienna/n2p2,13,True,['lang-cpp'],GPL-3.0,CompPhysVienna/n2p2,https://github.com/CompPhysVienna/n2p2,2018-07-25 12:29:17,2023-05-11 16:26:02.000000,2022-09-05 10:56:20,387.0,,66.0,12.0,53.0,54.0,85.0,184.0,2022-05-23 12:53:39,2.2.0,11.0,9.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
68,DeepH-pack,,ml-dft,Deep neural networks for density functional theory Hamiltonian.,https://github.com/mzjb/DeepH-pack,13,True,['lang-julia'],LGPL-3.0,mzjb/DeepH-pack,https://github.com/mzjb/DeepH-pack,2022-05-13 02:51:32,2023-08-03 05:36:54.000000,2023-07-11 08:11:15,54.0,9.0,25.0,4.0,13.0,4.0,29.0,130.0,2023-07-11 08:13:06,0.2.2,2.0,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
69,AMPtorch,,general-tool,AMPtorch: Atomistic Machine Learning Package (AMP) - PyTorch.,https://github.com/ulissigroup/amptorch,13,True,,GPL-3.0,ulissigroup/amptorch,https://github.com/ulissigroup/amptorch,2019-01-24 15:15:48,2023-07-16 02:11:38.000000,2023-07-16 02:08:13,759.0,7.0,31.0,9.0,99.0,4.0,25.0,53.0,2023-07-16 02:11:38,1.0,3.0,14.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
70,So3krates (MLFF),,mliap,Build neural networks for machine learning force fields with JAX.,https://github.com/thorben-frank/mlff,13,True,,MIT,thorben-frank/mlff,https://github.com/thorben-frank/mlff,2022-09-30 07:40:17,2023-08-18 06:21:23.000000,2023-08-18 06:21:16,97.0,60.0,5.0,3.0,9.0,1.0,4.0,35.0,2023-07-12 08:34:56,0.2.0,1.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
71,aviary,,materials-discovery,The Wren sits on its Roost in the Aviary.,https://github.com/CompRhys/aviary,13,True,,MIT,CompRhys/aviary,https://github.com/CompRhys/aviary,2021-09-28 12:29:05,2023-08-10 01:55:31.000000,2023-08-10 01:50:53,603.0,5.0,7.0,2.0,48.0,4.0,22.0,26.0,2023-08-10 01:55:58,0.1.1,4.0,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
72,Equistore,,data-structures,Storage format for equivariant atomistic machine learning.,https://github.com/lab-cosmo/equistore,13,True,,BSD-3-Clause,lab-cosmo/equistore,https://github.com/lab-cosmo/equistore,2022-03-01 15:58:28,2023-08-23 16:04:35.000000,2023-08-23 15:57:56,354.0,81.0,12.0,15.0,235.0,41.0,59.0,24.0,,,,16.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
73,CCS_fit,,mliap,Curvature Constrained Splines.,https://github.com/Teoroo-CMC/CCS,13,True,,GPL-3.0,Teoroo-CMC/CCS,https://github.com/Teoroo-CMC/CCS,2021-12-13 14:29:53,2023-08-23 07:24:46.000000,2023-08-23 07:24:44,752.0,21.0,8.0,2.0,10.0,8.0,6.0,5.0,2023-08-23 07:24:47,0.22.1,100.0,8.0,ccs_fit,,,,https://pypi.org/project/ccs_fit,360.0,402.0,,,,2.0,,,,,,379.0,,,,,,,
74,Deep Learning for Molecules and Materials Book,,educational,Deep learning for molecules and materials book.,https://dmol.pub/,12,True,,https://github.com/whitead/dmol-book/blob/main/LICENSE,whitead/dmol-book,https://github.com/whitead/dmol-book,2020-08-19 19:24:32,2023-07-02 18:02:57.000000,2023-07-02 18:02:56,558.0,3.0,96.0,17.0,92.0,25.0,128.0,520.0,,,,19.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
75,Crystal Graph Convolutional Neural Networks (CGCNN),,rep-learn,Crystal graph convolutional neural networks for predicting material properties.,https://github.com/txie-93/cgcnn,12,False,,MIT,txie-93/cgcnn,https://github.com/txie-93/cgcnn,2018-03-14 20:41:21,2021-09-06 05:23:51.000000,2021-09-06 05:23:38,25.0,,247.0,22.0,7.0,15.0,18.0,496.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
76,ASAP,,unsupervised,ASAP is a package that can quickly analyze and visualize datasets of crystal or molecular structures.,https://github.com/BingqingCheng/ASAP,12,True,,MIT,BingqingCheng/ASAP,https://github.com/BingqingCheng/ASAP,2019-08-11 12:45:14,2023-07-25 07:38:32.000000,2023-07-25 07:32:45,758.0,3.0,25.0,7.0,37.0,6.0,18.0,113.0,,,,6.0,,,4.0,4.0,,,,,,,2.0,,,,,,,,,,,,,
77,DMFF,,mliap,DMFF (Differentiable Molecular Force Field) is a Jax-based python package that provides a full differentiable..,https://github.com/deepmodeling/DMFF,12,True,,LGPL-3.0,deepmodeling/DMFF,https://github.com/deepmodeling/DMFF,2022-02-14 01:35:50,2023-08-20 07:56:54.000000,2023-02-14 05:57:53,273.0,,27.0,12.0,96.0,9.0,5.0,108.0,2022-12-02 14:41:23,0.2.0,3.0,7.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
78,Librascal,,rep-eng,A scalable and versatile library to generate representations for atomic-scale learning.,https://github.com/lab-cosmo/librascal,12,True,,LGPL-2.1,lab-cosmo/librascal,https://github.com/lab-cosmo/librascal,2018-02-01 08:38:51,2023-06-06 10:01:25.000000,2023-06-06 10:01:20,2930.0,2.0,18.0,19.0,198.0,99.0,131.0,70.0,,,3.0,29.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
79,Neural fingerprint (nfp),,rep-learn,Keras layers for end-to-end learning with rdkit and pymatgen.,https://github.com/NREL/nfp,12,False,,https://github.com/NREL/nfp/blob/master/LICENSE,NREL/nfp,https://github.com/NREL/nfp,2018-11-20 23:55:23,2022-08-29 21:59:14.000000,2022-06-14 22:18:28,143.0,,24.0,7.0,18.0,,6.0,53.0,2022-04-27 17:05:25,0.3.12,13.0,4.0,,,12.0,12.0,,,,,,,2.0,,,,,,,,,,,,,
80,Pacemaker,,mliap,Python package for fitting atomic cluster expansion (ACE) potentials.,https://cortner.github.io/ACEweb/software/,12,True,,https://github.com/ICAMS/python-ace/blob/master/LICENSE.md,ICAMS/python-ace,https://github.com/ICAMS/python-ace,2021-11-19 11:39:54,2023-07-21 17:51:03.000000,2023-07-21 17:50:02,113.0,16.0,9.0,3.0,20.0,6.0,25.0,41.0,2022-10-24 19:59:33,0.2.8,2.0,5.0,python-ace,,,,https://pypi.org/project/python-ace,6.0,6.0,,,,2.0,,,,,,,,,,,,,
81,jarvis-tools-notebooks,,educational,A Google-Colab Notebook Collection for Materials Design: https://jarvis.nist.gov/.,https://github.com/JARVIS-Materials-Design/jarvis-tools-notebooks,12,True,,NIST,JARVIS-Materials-Design/jarvis-tools-notebooks,https://github.com/JARVIS-Materials-Design/jarvis-tools-notebooks,2020-06-27 20:22:02,2023-08-19 17:55:57.000000,2023-08-19 17:55:56,499.0,188.0,21.0,3.0,37.0,,,37.0,,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
82,synspace,,generative,Synthesis generative model.,https://github.com/whitead/synspace,12,True,,MIT,whitead/synspace,https://github.com/whitead/synspace,2022-12-28 00:59:14,2023-04-15 22:42:57.000000,2023-04-15 18:04:16,27.0,,3.0,3.0,1.0,2.0,1.0,29.0,2023-04-15 22:42:57,0.3.0,3.0,2.0,synspace,,4.0,4.0,https://pypi.org/project/synspace,352.0,352.0,,,,2.0,,,,,,,,,,,,,
83,Compositionally-Restricted Attention-Based Network (CrabNet),,rep-learn,Predict materials properties using only the composition information!.,https://github.com/sparks-baird/CrabNet,12,True,,MIT,sparks-baird/CrabNet,https://github.com/sparks-baird/CrabNet,2021-09-17 07:58:15,2023-06-19 09:35:52.000000,2023-06-19 09:35:52,427.0,1.0,3.0,1.0,54.0,14.0,2.0,10.0,2023-06-07 01:07:33,2.0.8,5.0,5.0,crabnet,,10.0,10.0,https://pypi.org/project/crabnet,112.0,112.0,,,,2.0,,,,,,,,,,,,,
84,OpenChem,,general-tool,OpenChem: Deep Learning toolkit for Computational Chemistry and Drug Design Research.,https://github.com/Mariewelt/OpenChem,11,False,,MIT,Mariewelt/OpenChem,https://github.com/Mariewelt/OpenChem,2018-07-10 01:27:33,2023-06-06 01:57:19.000000,2022-04-27 19:27:40,444.0,,104.0,37.0,11.0,15.0,2.0,613.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
85,ReLeaSE,,reinforcement-learning,Deep Reinforcement Learning for de-novo Drug Design.,https://github.com/isayev/ReLeaSE,11,False,['drug-discovery'],MIT,isayev/ReLeaSE,https://github.com/isayev/ReLeaSE,2018-04-26 14:50:34,2021-12-08 19:49:36.000000,2021-12-08 19:49:36,160.0,,121.0,19.0,9.0,27.0,8.0,307.0,,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
86,DeepLearningLifeSciences,,educational,Example code from the book Deep Learning for the Life Sciences.,https://github.com/deepchem/DeepLearningLifeSciences,11,False,,MIT,deepchem/DeepLearningLifeSciences,https://github.com/deepchem/DeepLearningLifeSciences,2019-02-05 17:16:18,2021-09-17 05:10:37.000000,2021-09-17 05:10:37,52.0,,133.0,23.0,15.0,10.0,8.0,298.0,2019-10-28 18:46:28,1.0,1.0,10.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
87,ANI-1,,mliap,ANI-1 neural net potential with python interface (ASE).,https://github.com/isayev/ASE_ANI,11,False,,MIT,isayev/ASE_ANI,https://github.com/isayev/ASE_ANI,2016-12-08 05:09:32,2020-12-14 19:57:50.000000,2020-06-05 22:46:43,111.0,,55.0,36.0,9.0,12.0,20.0,201.0,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
88,Neural Force Field,,mliap,Neural Network Force Field based on PyTorch.,https://github.com/learningmatter-mit/NeuralForceField,11,True,['pre-trained'],MIT,learningmatter-mit/NeuralForceField,https://github.com/learningmatter-mit/NeuralForceField,2020-10-04 15:17:41,2023-07-25 15:37:02.000000,2023-07-25 15:37:01,122.0,4.0,41.0,8.0,4.0,,16.0,183.0,,,,10.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
89,gptchem,,lm,Use GPT-3 to solve chemistry problems.,https://github.com/kjappelbaum/gptchem,11,True,,MIT,kjappelbaum/gptchem,https://github.com/kjappelbaum/gptchem,2023-01-06 15:34:32,2023-06-22 05:28:27.000000,2023-06-22 05:28:27,108.0,1.0,27.0,5.0,2.0,3.0,2.0,158.0,2023-04-06 19:44:55,0.0.1,1.0,2.0,gptchem,,,,https://pypi.org/project/gptchem,130.0,130.0,,,,2.0,,,,,,,,,,,,,
90,PiNN,,mliap,A Python library for building atomic neural networks.,https://github.com/Teoroo-CMC/PiNN,11,True,,BSD-3-Clause,Teoroo-CMC/PiNN,https://github.com/Teoroo-CMC/PiNN,2019-10-04 08:13:18,2023-08-23 09:38:55.030628,2023-08-18 07:44:37,124.0,11.0,25.0,6.0,1.0,2.0,4.0,94.0,2019-10-09 09:21:30,0.3.0,1.0,2.0,,,,,,,4.0,,,,2.0,teoroo/pinn,https://hub.docker.com/r/teoroo/pinn,2023-08-23 09:38:55.030628,,215.0,,,,,,,,
91,MolSkill,,lm,Learning chemical intuition from humans in the loop. Supporting code.,https://github.com/microsoft/molskill,11,True,"['drug-discovery', 'recommender']",MIT,microsoft/molskill,https://github.com/microsoft/molskill,2023-01-12 13:48:31,2023-08-04 12:22:15.000000,2023-06-13 09:58:31,80.0,3.0,5.0,8.0,8.0,2.0,3.0,77.0,2023-08-04 12:22:15,1.2b,5.0,4.0,,msr-ai4science/molskill,,,,,14.0,https://anaconda.org/msr-ai4science/molskill,2023-06-18 17:27:43.196,84.0,2.0,,,,,,,,,,,,,
92,nlcc,,lm,Natural language computational chemistry command line interface.,https://github.com/whitead/nlcc,11,True,['single-paper'],MIT,whitead/nlcc,https://github.com/whitead/nlcc,2021-08-19 18:23:52,2023-02-04 03:07:56.000000,2023-02-04 03:06:33,144.0,,6.0,4.0,1.0,,9.0,41.0,2023-02-04 03:07:56,0.6.0,10.0,3.0,nlcc,,,,https://pypi.org/project/nlcc,35.0,35.0,,,,2.0,,,,,,,,,,,,,
93,SIMPLE-NN,,mliap,SIMPLE-NN(SNU Interatomic Machine-learning PotentiaL packagE version Neural Network).,https://github.com/MDIL-SNU/SIMPLE-NN,11,False,,GPL-3.0,MDIL-SNU/SIMPLE-NN,https://github.com/MDIL-SNU/SIMPLE-NN,2018-03-26 23:53:35,2022-01-27 05:04:05.000000,2022-01-27 05:04:05,586.0,,18.0,12.0,91.0,4.0,26.0,41.0,2021-09-23 01:41:42,1.1.1,9.0,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
94,OpenKIM,,datasets,"The Open Knowledgebase of Interatomic Models (OpenKIM) aims to be an online resource for standardized testing, long-..",https://openkim.org/,11,False,"['knowledge-base', 'pre-trained']",LGPL-2.1,openkim/kim-api,https://github.com/openkim/kim-api,2014-07-28 21:21:08,2023-08-16 00:09:44.000000,2022-03-17 23:01:36,2371.0,,19.0,11.0,55.0,17.0,18.0,29.0,,,,23.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
95,SchNetPack G-SchNet,,generative,G-SchNet extension for SchNetPack.,https://github.com/atomistic-machine-learning/schnetpack-gschnet,11,True,,MIT,atomistic-machine-learning/schnetpack-gschnet,https://github.com/atomistic-machine-learning/schnetpack-gschnet,2022-04-21 12:34:13,2023-06-01 14:11:50.000000,2023-06-01 14:11:46,116.0,1.0,3.0,4.0,,,8.0,26.0,2023-04-25 14:09:07,1.0.0,2.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
96,Rascaline,,rep-eng,Computing representations for atomistic machine learning.,https://github.com/Luthaf/rascaline,11,True,"['lang-rust', 'lang-cpp']",BSD-3-Clause,Luthaf/rascaline,https://github.com/Luthaf/rascaline,2020-09-24 14:28:34,2023-08-23 15:04:02.000000,2023-08-22 14:40:47,446.0,59.0,11.0,6.0,186.0,18.0,18.0,13.0,,,,10.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
97,ACEfit,,mliap,,https://github.com/ACEsuit/ACEfit.jl,11,False,['lang-julia'],MIT,ACEsuit/ACEfit.jl,https://github.com/ACEsuit/ACEfit.jl,2022-01-01 00:09:17,2023-08-18 16:52:10.000000,2023-08-18 16:46:11,210.0,36.0,3.0,3.0,14.0,21.0,32.0,4.0,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
98,SE(3)-Transformers,,rep-learn,code for the SE3 Transformers paper: https://arxiv.org/abs/2006.10503.,https://github.com/FabianFuchsML/se3-transformer-public,10,False,['single-paper'],MIT,FabianFuchsML/se3-transformer-public,https://github.com/FabianFuchsML/se3-transformer-public,2020-08-31 10:36:57,2023-07-10 05:13:25.000000,2021-11-18 09:11:56,63.0,,62.0,15.0,5.0,9.0,17.0,408.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
99,GDC,,rep-learn,"Graph Diffusion Convolution, as proposed in Diffusion Improves Graph Learning (NeurIPS 2019).",https://github.com/gasteigerjo/gdc,10,True,['generative'],MIT,gasteigerjo/gdc,https://github.com/gasteigerjo/gdc,2019-10-26 16:05:11,2023-04-26 14:22:40.000000,2023-04-26 14:22:40,28.0,,38.0,3.0,1.0,,10.0,218.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
100,DeePKS-kit,,ml-dft,a package for developing machine learning-based chemically accurate energy and density functional models.,https://github.com/deepmodeling/deepks-kit,10,True,,LGPL-3.0,deepmodeling/deepks-kit,https://github.com/deepmodeling/deepks-kit,2020-07-29 03:27:50,2023-07-06 02:16:10.000000,2023-04-01 01:14:46,380.0,,29.0,12.0,39.0,1.0,9.0,93.0,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
101,flare++,,active-learning,A many-body extension of the FLARE code.,https://github.com/mir-group/flare_pp,10,False,"['lang-cpp', 'mliap']",MIT,mir-group/flare_pp,https://github.com/mir-group/flare_pp,2019-11-20 22:46:32,2022-02-27 21:05:09.000000,2022-02-24 19:00:50,989.0,,6.0,6.0,28.0,8.0,17.0,34.0,,,,10.0,flare_pp,,,,https://pypi.org/project/flare_pp,133.0,133.0,,,,2.0,,,,,,,,,,,,,
102,cmlkit,,rep-eng,tools for machine learning in condensed matter physics and quantum chemistry.,https://github.com/sirmarcel/cmlkit,10,False,['benchmarking'],MIT,sirmarcel/cmlkit,https://github.com/sirmarcel/cmlkit,2018-05-31 07:56:52,2022-04-01 00:39:14.000000,2022-03-25 22:27:04,526.0,,6.0,3.0,1.0,6.0,2.0,29.0,,,,,cmlkit,,4.0,4.0,https://pypi.org/project/cmlkit,84.0,84.0,,,,2.0,,,,,,,,,,,,,
103,NeuralXC,,ml-dft,Implementation of a machine learned density functional.,https://github.com/semodi/neuralxc,10,False,,BSD-3-Clause,semodi/neuralxc,https://github.com/semodi/neuralxc,2019-03-14 18:13:40,2022-11-30 11:39:22.000000,2021-07-05 21:36:23,337.0,,8.0,5.0,9.0,5.0,5.0,28.0,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,
104,Finetuna,,active-learning,Active Learning for Machine Learning Potentials.,https://github.com/ulissigroup/finetuna,10,True,,MIT,ulissigroup/finetuna,https://github.com/ulissigroup/finetuna,2020-09-22 14:39:52,2023-03-15 18:08:52.000000,2023-02-13 20:10:48,1196.0,,6.0,3.0,37.0,3.0,14.0,25.0,,,,11.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
105,graphite,,rep-learn,A repository for implementing graph network models based on atomic structures.,https://github.com/LLNL/graphite,10,True,,MIT,llnl/graphite,https://github.com/LLNL/graphite,2022-06-27 19:15:27,2023-08-16 20:32:27.000000,2023-08-16 20:32:27,22.0,14.0,4.0,6.0,4.0,1.0,,21.0,,,,2.0,,,6.0,6.0,,,,,,,2.0,,,,,,,,,,,,,
106,ACE1.jl,,mliap,Atomic Cluster Expansion for Modelling Invariant Atomic Properties.,https://acesuit.github.io/,10,True,['lang-julia'],https://github.com/ACEsuit/ACE1.jl/blob/main/ASL.md,ACEsuit/ACE1.jl,https://github.com/ACEsuit/ACE1.jl,2022-01-14 19:52:49,2023-08-22 07:18:10.000000,2023-08-22 07:18:07,546.0,24.0,4.0,5.0,28.0,21.0,24.0,18.0,,,,7.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
107,NNsforMD,,mliap,"Neural network class for molecular dynamics to predict potential energy, forces and non-adiabatic couplings.",https://github.com/aimat-lab/NNsForMD,10,True,,MIT,aimat-lab/NNsForMD,https://github.com/aimat-lab/NNsForMD,2020-08-31 11:14:18,2022-11-10 13:04:49.000000,2022-11-10 13:04:45,265.0,,3.0,3.0,,,,9.0,2022-04-12 15:10:32,2.0.0,5.0,2.0,pyNNsMD,,,,https://pypi.org/project/pyNNsMD,35.0,35.0,,,,3.0,,,,,,,,,,,,,
108,ML4pXRDs,,rep-learn,Contains code to train neural networks based on simulated powder XRDs from synthetic crystals.,https://github.com/aimat-lab/ML4pXRDs,10,True,"['xrd', 'single-paper']",MIT,aimat-lab/ML4pXRDs,https://github.com/aimat-lab/ML4pXRDs,2022-12-01 16:24:29,2023-07-14 08:17:06.000000,2023-07-14 08:17:04,1320.0,21.0,1.0,3.0,,,,,2023-03-22 11:04:31,1.0,1.0,,,,,,,,0.0,,,,2.0,,,,,,2.0,,,,,,,
109,DimeNet,,mliap,"DimeNet and DimeNet++ models, as proposed in Directional Message Passing for Molecular Graphs (ICLR 2020) and Fast and..",https://github.com/gasteigerjo/dimenet,9,True,,https://github.com/gasteigerjo/dimenet/blob/master/LICENSE.md,gasteigerjo/dimenet,https://github.com/gasteigerjo/dimenet,2020-02-14 12:40:15,2023-08-01 19:36:15.000000,2023-08-01 19:36:15,102.0,2.0,52.0,5.0,,1.0,29.0,244.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
