,name,resource,category,homepage,description,projectrank,show,license,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,recent_commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,github_release_downloads,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,gitlab_id,gitlab_url,ignore,docs_url
114,MatBench,,community,https://github.com/materialsproject/matbench,Matbench: Benchmarks for materials science property prediction.,18,False,MIT,"['datasets', 'benchmarking', 'model-repository']",materialsproject/matbench,https://github.com/materialsproject/matbench,2021-02-24 03:58:42,2024-08-20 17:26:52.000,2024-01-20 09:41:36,772.0,54.0,5.0,301.0,52.0,26.0,178.0,2022-07-27 04:40:26.000,0.6,5.0,26.0,matbench,,,26.0,24.0,https://pypi.org/project/matbench,2022-07-27 04:44:21.961,2.0,681.0,681.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
115,mlcolvar,,md,https://github.com/luigibonati/mlcolvar,A unified framework for machine learning collective variables for enhanced sampling simulations.,18,True,MIT,['sampling'],luigibonati/mlcolvar,https://github.com/luigibonati/mlcolvar,2021-09-21 21:32:04,2025-12-02 11:11:40.000,2025-09-19 09:37:26,1321.0,31.0,5.0,124.0,13.0,76.0,129.0,2025-02-19 13:56:14.000,1.2.2,13.0,13.0,mlcolvar,,,9.0,9.0,https://pypi.org/project/mlcolvar,2025-02-19 13:56:14.000,,269.0,269.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
116,kgcnn,,rep-learn,https://github.com/aimat-lab/gcnn_keras,"Graph convolutions in Keras with TensorFlow, PyTorch or Jax.",18,True,MIT,,aimat-lab/gcnn_keras,https://github.com/aimat-lab/gcnn_keras,2020-07-17 11:12:46,2025-01-08 13:58:21.000,2025-01-05 13:20:53,3100.0,31.0,5.0,30.0,13.0,74.0,118.0,2025-01-08 13:58:21.000,4.0.2,29.0,7.0,kgcnn,,,3.0,,https://pypi.org/project/kgcnn,2025-01-08 13:58:21.000,3.0,1759.0,1759.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
117,KLIFF,,ml-iap,https://github.com/openkim/kliff,KIM-based Learning-Integrated Fitting Framework for interatomic potentials.,18,True,LGPL-2.1,"['probabilistic', 'workflows']",openkim/kliff,https://github.com/openkim/kliff,2017-08-01 20:33:58,2025-12-14 00:03:42.000,2025-06-02 15:49:01,1263.0,21.0,4.0,178.0,24.0,33.0,39.0,2025-04-11 15:12:06.000,1.0.1,21.0,14.0,kliff,conda-forge/kliff,,4.0,4.0,https://pypi.org/project/kliff,2025-04-11 14:48:12.000,,147.0,3316.0,https://anaconda.org/conda-forge/kliff,2025-04-22 14:57:17.390,196490.0,2.0,,,,,,,,,,,,,,,,,,,,,
118,Garden,,community,https://thegardens.ai/,FAIR AI/ML Model Publishing Framework.,18,True,MIT,['model-repository'],Garden-AI/garden,https://github.com/Garden-AI/garden,2022-10-05 17:05:42,2025-12-11 17:21:34.000,2025-12-09 21:39:26,429.0,4.0,7.0,278.0,11.0,359.0,37.0,2025-12-09 21:43:46.000,3.2.2,78.0,14.0,garden-ai,,8.0,6.0,6.0,https://pypi.org/project/garden-ai,2025-12-09 21:43:46.000,,491.0,491.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
119,apax,,ml-iap,https://github.com/apax-hub/apax,A flexible and performant framework for training machine learning potentials.,18,True,MIT,,apax-hub/apax,https://github.com/apax-hub/apax,2022-11-18 12:31:19,2025-12-18 15:03:05.000,2025-12-18 15:03:05,2374.0,5.0,3.0,341.0,21.0,137.0,30.0,2025-09-10 12:17:14.000,0.12.3,17.0,10.0,apax,,34.0,4.0,4.0,https://pypi.org/project/apax,2025-09-10 12:17:14.000,,113.0,113.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
120,paper-qa,,language-models,https://futurehouse.gitbook.io/futurehouse-cookbook,LLM Chain for answering questions from docs.,17,True,,['ai-agent'],whitead/paper-qa,,,2025-12-18 04:59:29.000,,,808.0,,,,,7913.0,2025-12-18 04:59:29.000,2025.12.17,160.0,,paper-qa,,,19.0,,https://pypi.org/project/paper-qa,2025-12-18 04:59:29.000,19.0,17859.0,17859.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
121,MatterGen,,materials-discovery,https://github.com/microsoft/mattergen,Official implementation of MatterGen -- a generative model for inorganic materials design across the periodic table..,17,True,MIT,"['generative', 'structure-prediction', 'pretrained']",microsoft/mattergen,https://github.com/microsoft/mattergen,2024-11-27 11:09:38,2025-11-10 15:56:15.000,2025-10-06 12:38:45,92.0,284.0,28.0,57.0,6.0,131.0,1579.0,2025-07-23 11:23:07.000,1.0.3,4.0,13.0,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,-1.0,,,,,,,,,
122,Uni-Mol,,rep-learn,https://github.com/deepmodeling/Uni-Mol,Official Repository for the Uni-Mol Series Methods.,17,True,MIT,['pretrained'],deepmodeling/Uni-Mol,https://github.com/deepmodeling/Uni-Mol,2022-05-22 13:26:41,2025-05-29 07:41:36.000,2025-05-29 07:41:36,165.0,156.0,18.0,140.0,105.0,118.0,1004.0,2024-07-06 07:05:10.000,0.2.1,3.0,20.0,,,,,,,,,,524.0,,,,2.0,,,,,,,19944.0,,,,,,,,,,,,,,
123,escnn,,rep-learn,https://github.com/QUVA-Lab/escnn,Equivariant Steerable CNNs Library for Pytorch https://quva-lab.github.io/escnn/.,17,False,https://github.com/QUVA-Lab/escnn/blob/master/LICENSE,,QUVA-Lab/escnn,https://github.com/QUVA-Lab/escnn,2022-03-16 10:15:02,2024-10-31 17:00:20.000,2024-10-31 17:00:20,247.0,56.0,19.0,35.0,38.0,39.0,491.0,2023-07-17 22:58:13.120,1.0.11,16.0,10.0,escnn,,,6.0,,https://pypi.org/project/escnn,2022-04-01 11:46:00.000,6.0,7653.0,7653.0,,,,2.0,,,,,,,,,,,,-1.0,,,,,,,,,
124,Allegro,,ml-iap,https://github.com/mir-group/allegro,Allegro is an open-source code for building highly scalable and accurate equivariant deep learning interatomic..,17,True,MIT,,mir-group/allegro,https://github.com/mir-group/allegro,2022-02-06 23:50:40,2025-12-17 19:42:05.000,2025-11-21 02:46:26,333.0,69.0,20.0,13.0,4.0,46.0,448.0,2025-11-22 01:18:58.000,0.8.0,11.0,8.0,,,10.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
125,DeepQMC,,ml-wft,https://github.com/deepqmc/deepqmc,Deep learning quantum Monte Carlo for electrons in real space.,17,True,MIT,,deepqmc/deepqmc,https://github.com/deepqmc/deepqmc,2019-12-06 14:50:59,2025-07-14 13:13:10.000,2025-07-14 13:13:09,1482.0,62.0,17.0,165.0,4.0,59.0,404.0,2024-09-24 11:12:20.000,1.2.0,12.0,13.0,deepqmc,,,3.0,3.0,https://pypi.org/project/deepqmc,2024-09-24 11:12:20.000,,118.0,118.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
126,ChemDataExtractor,,language-models,https://github.com/mcs07/ChemDataExtractor,Automatically extract chemical information from scientific documents.,17,False,MIT,['literature-data'],mcs07/ChemDataExtractor,https://github.com/mcs07/ChemDataExtractor,2016-10-02 23:50:01,2025-03-25 16:27:55.911,2017-02-21 23:20:23,106.0,115.0,17.0,16.0,21.0,10.0,341.0,2017-02-03 00:28:29.000,1.3.0,8.0,2.0,chemdataextractor,chemdataextractor/chemdataextractor,,143.0,135.0,https://pypi.org/project/chemdataextractor,2017-02-03 00:12:36.000,8.0,2167.0,2231.0,https://anaconda.org/chemdataextractor/chemdataextractor,2025-03-25 16:27:55.911,3679.0,1.0,,,,,,,3418.0,,,,,,,,,,,,,,
127,M3GNet,,uip,https://github.com/materialyzeai/m3gnet,Materials graph network with 3-body interactions featuring a DFT surrogate crystal relaxer and a state-of-the-art..,17,True,BSD-3-Clause,"['ml-iap', 'pretrained']",materialsvirtuallab/m3gnet,https://github.com/materialyzeai/m3gnet,2022-01-18 18:10:58,2025-04-07 22:52:21.000,2025-04-07 22:52:21,264.0,73.0,10.0,37.0,15.0,20.0,307.0,2022-11-17 23:25:35.000,0.2.4,16.0,16.0,m3gnet,,,5.0,,https://pypi.org/project/m3gnet,2022-11-17 23:25:34.805,5.0,3173.0,3173.0,,,,3.0,,,,,,materialyzeai/m3gnet,,,,,,,,,,,,,,,
128,gpax,,math,https://github.com/ziatdinovmax/gpax,Gaussian Processes for Experimental Sciences.,17,True,MIT,"['probabilistic', 'active-learning']",ziatdinovmax/gpax,https://github.com/ziatdinovmax/gpax,2021-10-28 13:43:18,2025-07-04 06:11:04.000,2025-07-04 06:09:14,802.0,29.0,9.0,69.0,10.0,33.0,231.0,2024-03-20 06:39:54.000,0.1.8,16.0,6.0,gpax,,,6.0,6.0,https://pypi.org/project/gpax,2025-07-04 06:11:04.000,,186.0,186.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
129,openmm-torch,,md,https://github.com/openmm/openmm-torch,OpenMM plugin to define forces with neural networks.,17,True,https://github.com/openmm/openmm-torch#license,"['ml-iap', 'lang-cpp']",openmm/openmm-torch,https://github.com/openmm/openmm-torch,2019-09-27 18:15:19,2025-12-16 03:11:16.020,2025-02-20 17:01:17,81.0,28.0,10.0,71.0,32.0,71.0,218.0,2025-02-24 20:47:52.000,1.5.1,18.0,9.0,,conda-forge/openmm-torch,,,,,,,,17983.0,https://anaconda.org/conda-forge/openmm-torch,2025-12-16 03:11:16.020,1061040.0,2.0,,,,,,,,,,,,,,,,,,,,,
130,QML,,general-tool,https://github.com/qmlcode/qml,QML: Quantum Machine Learning.,17,True,MIT,,qmlcode/qml,https://github.com/qmlcode/qml,2017-04-22 04:48:38,2024-12-08 14:49:19.000,2024-12-08 14:49:19,161.0,84.0,22.0,101.0,38.0,21.0,208.0,2018-03-02 11:36:41.000,0.4.0,34.0,10.0,qml,,,,,https://pypi.org/project/qml,2018-08-13 10:37:42.000,,473.0,473.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
131,Automatminer,,general-tool,https://github.com/hackingmaterials/automatminer,An automatic engine for predicting materials properties.,17,False,https://github.com/hackingmaterials/automatminer/blob/main/LICENSE,['automl'],hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer,2018-05-10 18:27:08,2023-11-12 10:09:39.000,2022-01-06 19:39:49,1666.0,53.0,8.0,233.0,41.0,139.0,169.0,2020-07-28 02:19:07.000,1.0.3.20200727,17.0,13.0,automatminer,,,10.0,10.0,https://pypi.org/project/automatminer,2020-07-28 02:23:45.000,,241.0,241.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
132,OpenBioML ChemNLP,,language-models,https://github.com/OpenBioML/chemnlp,ChemNLP project.,17,False,MIT,['datasets'],OpenBioML/chemnlp,https://github.com/OpenBioML/chemnlp,2023-02-13 16:20:23,2025-12-15 17:22:28.000,2024-08-19 19:00:21,372.0,45.0,4.0,287.0,112.0,140.0,169.0,2023-08-07 12:49:57.000,2023.7.1,6.0,27.0,chemnlp,,,1.0,,https://pypi.org/project/chemnlp,2023-08-07 12:49:57.000,1.0,49.0,49.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
133,sGDML,,ml-iap,https://github.com/stefanch/sGDML,sGDML - Reference implementation of the Symmetric Gradient Domain Machine Learning model.,17,True,MIT,,stefanch/sGDML,https://github.com/stefanch/sGDML,2018-07-11 15:20:30,2025-06-13 12:41:44.000,2025-06-13 12:26:53,208.0,40.0,7.0,12.0,11.0,11.0,160.0,2025-06-13 12:27:35.000,1.0.3,22.0,8.0,sgdml,,,15.0,13.0,https://pypi.org/project/sgdml,2025-06-13 12:41:44.000,2.0,307.0,307.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
134,MAST-ML,,general-tool,https://github.com/uw-cmg/MAST-ML,MAterials Simulation Toolkit for Machine Learning (MAST-ML).,17,True,MIT,,uw-cmg/MAST-ML,https://github.com/uw-cmg/MAST-ML,2017-02-16 17:03:57,2025-10-10 20:15:45.000,2025-10-10 19:54:55,3329.0,61.0,12.0,37.0,32.0,191.0,129.0,2025-10-10 20:15:45.000,3.2.5,10.0,19.0,,,13.0,,,,,,,2.0,,,,2.0,,,,,,,159.0,,,,,,,,,,,,,,
135,Graph-PES,,ml-iap,https://github.com/vldgroup/graph-pes,train and use graph-based ML models of potential energy surfaces.,17,True,MIT,"['rep-learn', 'uip', 'md', 'pretrained']",jla-gardner/graph-pes,https://github.com/vldgroup/graph-pes,2023-10-09 07:18:23,2025-12-18 17:04:07.000,2025-12-09 08:11:43,370.0,10.0,1.0,147.0,5.0,14.0,116.0,2025-12-02 09:44:25.000,0.2.5,51.0,5.0,graph-pes,,22.0,5.0,3.0,https://pypi.org/project/graph-pes,2025-12-02 09:44:25.000,2.0,2712.0,2712.0,,,,2.0,,,,,,vldgroup/graph-pes,,,,,,,,,,,,,,,
136,ChemCrow,,language-models,https://github.com/ur-whitelab/chemcrow-public,Open source package for the accurate solution of reasoning-intensive chemical tasks.,16,True,MIT,['ai-agent'],ur-whitelab/chemcrow-public,https://github.com/ur-whitelab/chemcrow-public,2023-06-04 15:59:05,2024-12-19 17:47:04.000,2024-12-19 17:47:03,121.0,128.0,17.0,33.0,9.0,15.0,855.0,2024-03-27 04:30:13.000,0.3.24,27.0,3.0,chemcrow,,,10.0,10.0,https://pypi.org/project/chemcrow,2024-03-27 04:30:13.000,,382.0,382.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
137,DADApy,,unsupervised,https://github.com/sissa-data-science/DADApy,Distance-based Analysis of DAta-manifolds in python.,16,True,Apache-2.0,,sissa-data-science/DADApy,https://github.com/sissa-data-science/DADApy,2021-02-16 17:45:23,2025-12-05 13:51:20.000,2025-12-05 13:51:16,963.0,23.0,10.0,124.0,12.0,29.0,138.0,2025-04-11 13:27:58.000,0.3.3,8.0,21.0,dadapy,,1.0,,,https://pypi.org/project/dadapy,2025-04-11 13:21:59.000,,312.0,312.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
138,CatLearn,,rep-eng,https://github.com/SUNCAT-Center/CatLearn,,16,False,GPL-3.0,['surface-science'],SUNCAT-Center/CatLearn,https://github.com/SUNCAT-Center/CatLearn,2018-04-20 04:16:14,2024-06-28 07:53:45.000,2023-02-07 09:31:25,1960.0,57.0,17.0,80.0,10.0,17.0,116.0,2020-03-27 09:27:26.000,0.6.2,27.0,22.0,catlearn,,,7.0,6.0,https://pypi.org/project/catlearn,2020-03-27 09:27:26.000,1.0,454.0,454.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
139,Bgolearn,,active-learning,https://bgolearn.netlify.app,[Mat. & Des. 2024 | NPJ CM 2024] Offical implement of Bgolearn.,16,True,MIT,"['materials-discovery', 'probabilistic']",Bin-Cao/Bgolearn,https://github.com/Bin-Cao/Bgolearn,2022-07-10 07:25:48,2025-12-17 03:27:45.000,2025-12-17 03:27:45,270.0,17.0,5.0,2.0,,3.0,106.0,2025-10-14 05:51:15.000,2.4.0,46.0,4.0,Bgolearn,,31.0,,,https://pypi.org/project/Bgolearn,2025-10-14 05:51:15.000,,327.0,329.0,,,,2.0,,,,,,,60.0,,,,,,,,,,,,,,
140,MALA,,ml-dft,https://github.com/mala-project/mala,Materials Learning Algorithms. A framework for machine learning materials properties from first-principles data.,16,True,BSD-3-Clause,,mala-project/mala,https://github.com/mala-project/mala,2021-03-31 11:40:38,2025-09-17 06:08:32.000,2025-09-16 17:50:15,2849.0,28.0,8.0,372.0,30.0,279.0,97.0,2025-06-02 11:24:27.000,1.4.0,11.0,47.0,,,,2.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
141,HydraGNN,,rep-learn,https://github.com/ORNL/HydraGNN,Distributed PyTorch implementation of multi-headed graph convolutional neural networks.,16,True,BSD-3,,ORNL/HydraGNN,https://github.com/ORNL/HydraGNN,2021-05-28 03:32:03,2025-12-18 18:28:29.000,2025-12-15 17:34:57,768.0,36.0,8.0,348.0,17.0,39.0,97.0,2025-08-15 21:28:03.000,4.0,3.0,18.0,,,24.0,3.0,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
142,DeePTB,,ml-esm,https://github.com/deepmodeling/DeePTB,DeePTB: A deep learning package for tight-binding Hamiltonian with ab initio accuracy.,16,True,LGPL-3.0,['ml-dft'],deepmodeling/DeePTB,https://github.com/deepmodeling/DeePTB,2023-07-11 03:19:42,2025-12-18 17:36:39.000,2025-12-18 17:35:38,817.0,24.0,2.0,230.0,19.0,39.0,92.0,2025-05-07 14:03:15.000,2.2.0,12.0,14.0,dptb,,17.0,6.0,4.0,https://pypi.org/project/dptb,2025-05-07 14:03:15.000,2.0,181.0,181.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
143,IPSuite,,active-learning,https://github.com/zincware/IPSuite,A Python toolkit for FAIR development and deployment of machine-learned interatomic potentials.,16,True,EPL-2.0,"['ml-iap', 'md', 'workflows', 'htc', 'FAIR']",zincware/IPSuite,https://github.com/zincware/IPSuite,2023-03-01 16:34:45,2025-12-18 13:26:00.000,2025-12-18 13:26:00,550.0,12.0,2.0,287.0,85.0,91.0,24.0,2025-11-20 10:36:44.000,0.2.8,16.0,9.0,ipsuite,,2.0,14.0,9.0,https://pypi.org/project/ipsuite,2025-11-20 10:36:44.000,5.0,204.0,204.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
144,Q-stack,,ml-dft,https://github.com/lcmd-epfl/Q-stack,Stack of codes for dedicated pre- and post-processing tasks for Quantum Machine Learning (QML).,16,True,MIT,"['excited-states', 'general-tool']",lcmd-epfl/Q-stack,https://github.com/lcmd-epfl/Q-stack,2021-10-20 15:33:26,2025-12-16 21:59:44.000,2025-12-13 07:04:56,688.0,5.0,3.0,79.0,9.0,45.0,18.0,2025-12-09 16:05:19.000,0.1.0+2025.12.09,2.0,8.0,,,197.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
145,Graphormer,,rep-learn,https://github.com/microsoft/Graphormer,Graphormer is a general-purpose deep learning backbone for molecular modeling.,15,False,MIT,"['transformer', 'pretrained']",microsoft/Graphormer,https://github.com/microsoft/Graphormer,2021-05-27 05:31:18,2024-06-07 17:01:35.000,2024-05-28 06:22:34,77.0,358.0,28.0,46.0,96.0,68.0,2402.0,2024-04-03 08:23:10.000,dig-v1.0,2.0,14.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
146,FermiNet,,ml-wft,https://github.com/google-deepmind/ferminet,An implementation of the Fermionic Neural Network for ab-initio electronic structure calculations.,15,True,Apache-2.0,['transformer'],google-deepmind/ferminet,https://github.com/google-deepmind/ferminet,2020-10-06 12:21:06,2025-11-13 14:25:33.000,2025-11-13 14:24:41,262.0,158.0,33.0,35.0,1.0,68.0,807.0,,,,23.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
147,GT4SD - Generative Toolkit for Scientific Discovery,,community,https://huggingface.co/GT4SD,Gradio apps of generative models in GT4SD.,15,True,MIT,"['generative', 'pretrained', 'drug-discovery', 'model-repository']",GT4SD/gt4sd-core,https://github.com/GT4SD/gt4sd-core,2022-02-11 19:06:58,2025-09-18 07:23:50.000,2025-09-18 07:05:12,304.0,78.0,15.0,154.0,14.0,108.0,368.0,2025-07-27 11:29:58.000,1.5.0,60.0,20.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
148,MoLeR,,generative,https://github.com/microsoft/molecule-generation,Implementation of MoLeR: a generative model of molecular graphs which supports scaffold-constrained generation.,15,False,MIT,,microsoft/molecule-generation,https://github.com/microsoft/molecule-generation,2022-02-17 19:16:29,2024-01-05 14:31:05.000,2024-01-03 14:28:02,67.0,42.0,9.0,38.0,6.0,35.0,314.0,2024-01-05 14:31:05.000,0.4.1,5.0,5.0,molecule-generation,,,1.0,,https://pypi.org/project/molecule-generation,2024-01-05 14:31:05.000,1.0,426.0,426.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
149,Introduction to AI-driven Science on Supercomputers: A Student Training Series,,educational,https://github.com/argonne-lcf/ai-science-training-series,,15,False,,"['general-ml', 'rep-learn', 'language-models']",argonne-lcf/ai-science-training-series,https://github.com/argonne-lcf/ai-science-training-series,2021-09-21 15:41:56,2025-11-11 21:10:27.000,2025-11-11 21:10:27,861.0,634.0,28.0,62.0,1.0,2.0,237.0,2025-09-09 13:59:16.000,2024FallSeries,3.0,43.0,,,103.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
150,XenonPy,,general-tool,https://github.com/yoshida-lab/XenonPy,XenonPy is a Python Software for Materials Informatics.,15,False,BSD-3-Clause,,yoshida-lab/XenonPy,https://github.com/yoshida-lab/XenonPy,2018-01-17 10:13:29,2024-07-15 21:14:48.000,2024-04-21 06:58:38,693.0,59.0,9.0,184.0,22.0,66.0,147.0,2023-05-21 15:54:32.000,0.6.8,54.0,10.0,xenonpy,,,1.0,,https://pypi.org/project/xenonpy,2022-10-31 15:40:18.355,1.0,609.0,626.0,,,,3.0,,,,,,,1603.0,,,,,,,,,,,,,,
151,OpenMM-ML,,md,https://github.com/openmm/openmm-ml,High level API for using machine learning models in OpenMM simulations.,15,True,MIT,['ml-iap'],openmm/openmm-ml,https://github.com/openmm/openmm-ml,2021-02-10 20:55:25,2025-12-16 21:34:41.000,2025-12-16 21:33:40,59.0,36.0,16.0,45.0,31.0,38.0,134.0,2025-11-17 20:43:45.000,1.4,6.0,7.0,,conda-forge/openmm-ml,8.0,2.0,2.0,,,,,971.0,https://anaconda.org/conda-forge/openmm-ml,2025-04-22 14:58:24.330,38859.0,3.0,,,,,,,,,,,,,,,,,,,,,
152,Autoplex,,ml-iap,https://github.com/autoatml/autoplex,Code for automated fitting of machine learned interatomic potentials.,15,True,GPL-3.0,"['benchmarking', 'workflows']",autoatml/autoplex,https://github.com/autoatml/autoplex,2023-07-26 15:36:09,2025-12-15 07:44:46.000,2025-12-15 07:42:07,2009.0,20.0,2.0,329.0,35.0,103.0,133.0,2025-11-14 13:53:29.000,0.2.0,14.0,13.0,autoplex,,27.0,2.0,2.0,https://pypi.org/project/autoplex,2025-11-14 13:59:26.000,,118.0,118.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
153,MODNet,,rep-eng,https://github.com/ppdebreuck/modnet,MODNet: a framework for machine learning materials properties.,15,True,MIT,"['pretrained', 'small-data', 'transfer-learning']",ppdebreuck/modnet,https://github.com/ppdebreuck/modnet,2020-03-13 07:39:21,2025-05-02 11:38:28.000,2025-05-02 10:11:44,291.0,34.0,6.0,202.0,32.0,32.0,103.0,2025-03-19 14:30:12.000,0.4.5,22.0,11.0,,,,11.0,11.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
154,Featomic,,rep-eng,https://github.com/metatensor/featomic,Computing representations for atomistic machine learning.,15,True,BSD-3-Clause,"['lang-rust', 'lang-cpp']",metatensor/featomic,https://github.com/metatensor/featomic,2020-09-24 14:28:34,2025-12-04 13:05:22.000,2025-12-04 12:51:24,691.0,17.0,5.0,336.0,39.0,45.0,74.0,2025-12-04 13:04:38.000,featomic-torch-v0.7.2,14.0,16.0,,,16.0,,,,,,,67.0,,,,2.0,,,,,,,812.0,,,,,,,,,,,,,,
155,ElementEmbeddings,,rep-eng,https://github.com/WMD-group/ElementEmbeddings,Python package to interact with high-dimensional representations of the chemical elements.,15,True,MIT,"['xai', 'unsupervised', 'visualization']",WMD-group/ElementEmbeddings,https://github.com/WMD-group/ElementEmbeddings,2022-05-17 14:25:41,2025-12-15 19:07:23.000,2025-01-09 16:34:10,634.0,4.0,3.0,159.0,5.0,17.0,47.0,2024-09-18 13:09:00.000,0.6.1,10.0,6.0,ElementEmbeddings,conda-forge/elementembeddings,,6.0,6.0,https://pypi.org/project/ElementEmbeddings,2024-09-18 13:09:44.000,,371.0,549.0,https://anaconda.org/conda-forge/elementembeddings,2025-04-22 14:59:09.861,2857.0,2.0,,,,,,,,,,,,,,,,,,,,,
156,wfl,,ml-iap,https://github.com/libAtoms/workflow,Workflow is a Python toolkit for building interatomic potential creation and atomistic simulation workflows.,15,True,GPL-2.0,"['workflows', 'htc']",libAtoms/workflow,https://github.com/libAtoms/workflow,2021-11-04 17:03:34,2025-12-03 19:57:32.000,2025-12-03 19:57:25,1280.0,20.0,7.0,198.0,72.0,98.0,45.0,2024-04-25 15:07:11.000,0.2.4,4.0,20.0,,,19.0,5.0,5.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
157,benchmarking-gnns,,rep-learn,https://github.com/graphdeeplearning/benchmarking-gnns,Repository for benchmarking graph neural networks (JMLR 2023).,14,False,MIT,"['single-paper', 'benchmarking']",graphdeeplearning/benchmarking-gnns,https://github.com/graphdeeplearning/benchmarking-gnns,2020-03-03 03:42:50,2023-06-22 04:03:53.000,2022-05-10 13:22:20,45.0,458.0,56.0,21.0,8.0,63.0,2648.0,,,,6.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
158,AI for Science Resources,,community,https://github.com/divelab/AIRS/blob/main/Overview/resources.md,"List of resources for AI4Science research, including learning resources.",14,True,GPL-3.0 license,,divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2025-11-06 22:27:24.000,2025-11-06 22:27:24,545.0,84.0,17.0,8.0,6.0,26.0,716.0,,,,36.0,,,10.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
159,QH9,,datasets,https://github.com/divelab/AIRS/tree/main/OpenDFT/QHBench/QH9,A Quantum Hamiltonian Prediction Benchmark.,14,True,CC-BY-NC-SA-4.0,['ml-dft'],divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2025-11-06 22:27:24.000,2025-11-06 22:27:24,545.0,84.0,17.0,8.0,6.0,26.0,716.0,,,,36.0,,,10.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
160,Artificial Intelligence for Science (AIRS),,general-tool,https://github.com/divelab/AIRS,Artificial Intelligence Research for Science (AIRS).,14,True,GPL-3.0 license,"['rep-learn', 'generative', 'ml-iap', 'md', 'ml-dft', 'ml-wft', 'biomolecules']",divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2025-11-06 22:27:24.000,2025-11-06 22:27:24,545.0,84.0,17.0,8.0,6.0,26.0,716.0,,,,36.0,,,10.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
161,QHNet,,ml-dft,https://github.com/divelab/AIRS/tree/main/OpenDFT/QHNet,Artificial Intelligence Research for Science (AIRS).,14,True,GPL-3.0,['rep-learn'],divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2025-11-06 22:27:24.000,2025-11-06 22:27:24,545.0,84.0,17.0,8.0,6.0,26.0,716.0,,,,36.0,,,10.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
