,name,resource,category,license,homepage,description,projectrank,show,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,maven_id,maven_url,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,gitlab_id,gitlab_url,ignore,docs_url
54,ALIGNN,,rep-learn,https://github.com/usnistgov/alignn/blob/main/LICENSE.rst,https://github.com/usnistgov/alignn,Atomistic Line Graph Neural Network.,18,True,,usnistgov/alignn,https://github.com/usnistgov/alignn,2021-04-19 20:08:09,2023-10-24 20:00:53.000,2023-10-24 20:00:52,623.0,20.0,64.0,11.0,90.0,24.0,23.0,165.0,2023-08-11 04:51:42,2023.08.01,40.0,7.0,alignn,,8.0,8.0,https://pypi.org/project/alignn,369.0,369.0,,,,2.0,,,,,,,,,,,,,,,,,
55,e3nn-jax,,rep-learn,Apache-2.0,https://github.com/e3nn/e3nn-jax,jax library for E3 Equivariant Neural Networks.,18,True,,e3nn/e3nn-jax,https://github.com/e3nn/e3nn-jax,2021-06-08 13:21:51,2023-11-24 09:26:06.000,2023-11-24 09:26:01,951.0,57.0,14.0,9.0,30.0,,10.0,125.0,2023-11-17 11:39:54,0.20.3,39.0,5.0,e3nn-jax,,,,https://pypi.org/project/e3nn-jax,1803.0,1803.0,,,,2.0,,,,,,,,,,,,,,,,,
56,Chemiscope,,visualization,BSD-3-Clause,https://github.com/lab-cosmo/chemiscope,An interactive structure/property explorer for materials and molecules.,18,True,['lang-js'],lab-cosmo/chemiscope,https://github.com/lab-cosmo/chemiscope,2019-10-03 09:59:42,2023-11-17 14:38:59.000,2023-11-15 23:55:13,683.0,32.0,27.0,18.0,205.0,35.0,78.0,93.0,2023-10-23 15:11:17,0.6.0,13.0,19.0,,,5.0,5.0,,,25.0,,,,1.0,,,,,,138.0,,,,,chemiscope,https://www.npmjs.com/package/chemiscope,22.0,,,,
57,MatBench,,community,MIT,https://github.com/materialsproject/matbench,Matbench: Benchmarks for materials science property prediction.,18,True,"['datasets', 'benchmarking']",materialsproject/matbench,https://github.com/materialsproject/matbench,2021-02-24 03:58:42,2023-11-14 15:38:45.000,2023-11-14 15:38:41,746.0,6.0,32.0,9.0,252.0,31.0,26.0,86.0,2022-07-27 04:40:26,0.6,5.0,23.0,matbench,,11.0,11.0,https://pypi.org/project/matbench,165.0,165.0,,,,2.0,,,,,,,,,,,,,,,,,
58,MALA,,ml-dft,BSD-3-Clause,https://github.com/mala-project/mala,Materials Learning Algorithms. A framework for machine learning materials properties from first-principles data.,18,True,,mala-project/mala,https://github.com/mala-project/mala,2021-03-31 11:40:38,2023-11-28 10:04:41.000,2023-10-26 10:42:52,2086.0,16.0,20.0,9.0,256.0,26.0,211.0,55.0,2023-09-28 13:54:19,1.2.0,8.0,41.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
59,Uni-Mol,,rep-learn,MIT,https://github.com/dptech-corp/Uni-Mol,Official Repository for the Uni-Mol Series Methods.,17,True,['pre-trained'],dptech-corp/Uni-Mol,https://github.com/dptech-corp/Uni-Mol,2022-05-22 13:26:41,2023-11-29 05:47:24.000,2023-11-16 13:58:33,94.0,11.0,85.0,16.0,69.0,43.0,75.0,456.0,2023-07-07 09:02:23,0.2,2.0,12.0,,,,,,,578.0,,,,2.0,,,,,,7515.0,,,,,,,,,,,
60,GT4SD,,generative,MIT,https://github.com/GT4SD/gt4sd-core,"GT4SD, an open-source library to accelerate hypothesis generation in the scientific discovery process.",17,True,"['pre-trained', 'drug-discovery', 'rep-learn']",GT4SD/gt4sd-core,https://github.com/GT4SD/gt4sd-core,2022-02-11 19:06:58,2023-11-27 08:23:51.000,2023-10-16 07:22:44,283.0,3.0,56.0,16.0,136.0,2.0,92.0,278.0,2023-05-06 06:55:52,1.3.1,54.0,19.0,gt4sd,,,,https://pypi.org/project/gt4sd,852.0,852.0,,,,1.0,,,,,,,,,,,,,,,,,
61,MoLeR,,generative,MIT,https://github.com/microsoft/molecule-generation,Implementation of MoLeR: a generative model of molecular graphs which supports scaffold-constrained generation.,17,True,,microsoft/molecule-generation,https://github.com/microsoft/molecule-generation,2022-02-17 19:16:29,2023-11-23 13:48:47.000,2023-08-09 14:17:01,63.0,,35.0,11.0,33.0,7.0,26.0,222.0,2023-06-18 21:03:46,0.4.0,4.0,5.0,molecule-generation,,,,https://pypi.org/project/molecule-generation,215.0,215.0,,,,1.0,,,,,,,,,2.0,,,,,,,,
62,M3GNet,,ml-iap,BSD-3-Clause,https://github.com/materialsvirtuallab/m3gnet,Materials graph network with 3-body interactions featuring a DFT surrogate crystal relaxer and a state-of-the-art..,17,True,,materialsvirtuallab/m3gnet,https://github.com/materialsvirtuallab/m3gnet,2022-01-18 18:10:58,2023-06-06 23:56:08.000,2023-06-06 23:56:03,261.0,,52.0,10.0,33.0,15.0,20.0,187.0,2022-11-17 23:25:35,0.2.4,16.0,14.0,m3gnet,,18.0,18.0,https://pypi.org/project/m3gnet,553.0,553.0,,,,2.0,,,,,,,,,,,,,,,,,
63,KFAC-JAX,,math,Apache-2.0,https://github.com/google-deepmind/kfac-jax,Second Order Optimization and Curvature Estimation with K-FAC in JAX.,17,True,,deepmind/kfac-jax,https://github.com/google-deepmind/kfac-jax,2022-03-18 10:19:24,2023-11-29 18:10:59.000,2023-11-29 18:10:53,168.0,26.0,13.0,8.0,180.0,2.0,9.0,173.0,2023-05-16 18:03:40,0.0.5,4.0,11.0,kfac-jax,,8.0,8.0,https://pypi.org/project/kfac-jax,822.0,822.0,,,,1.0,,,,,,,,,,google-deepmind/kfac-jax,,,,,,,
64,XenonPy,,general-tool,BSD-3-Clause,https://github.com/yoshida-lab/XenonPy,XenonPy is a Python Software for Materials Informatics.,17,True,,yoshida-lab/XenonPy,https://github.com/yoshida-lab/XenonPy,2018-01-17 10:13:29,2023-11-20 14:25:49.000,2023-11-20 14:25:43,692.0,10.0,55.0,12.0,183.0,17.0,66.0,113.0,2023-05-21 15:54:32,0.6.8,45.0,10.0,xenonpy,,,,https://pypi.org/project/xenonpy,470.0,488.0,,,,2.0,,,,,,1244.0,,,2.0,,,,,,,,
65,Ultra-Fast Force Fields (UF3),,ml-iap,Apache-2.0,https://github.com/uf3/uf3,UF3: a python library for generating ultra-fast interatomic potentials.,17,True,,uf3/uf3,https://github.com/uf3/uf3,2021-10-01 13:21:44,2023-11-28 19:37:43.000,2023-10-27 16:18:56,514.0,52.0,17.0,5.0,68.0,12.0,24.0,45.0,2023-10-27 16:36:21,0.4.0,4.0,8.0,uf3,,,,https://pypi.org/project/uf3,40.0,40.0,,,,2.0,,,,,,,,,,,,,,,,,
66,CatLearn,,rep-eng,GPL-3.0,https://github.com/SUNCAT-Center/CatLearn,,16,True,['surface-science'],SUNCAT-Center/CatLearn,https://github.com/SUNCAT-Center/CatLearn,2018-04-20 04:16:14,2023-07-25 21:09:47.000,2023-02-07 09:31:25,1960.0,,50.0,19.0,79.0,10.0,16.0,94.0,2020-03-27 09:26:03,0.6.2,8.0,22.0,catlearn,,4.0,4.0,https://pypi.org/project/catlearn,254.0,254.0,,,,1.0,,,,,,,,,,,,,,,,,
67,MAST-ML,,general-tool,MIT,https://github.com/uw-cmg/MAST-ML,MAterials Simulation Toolkit for Machine Learning (MAST-ML).,16,True,,uw-cmg/MAST-ML,https://github.com/uw-cmg/MAST-ML,2017-02-16 17:03:57,2023-11-27 21:22:56.000,2023-07-28 18:33:43,3162.0,,52.0,13.0,36.0,22.0,191.0,88.0,2023-05-01 21:32:25,3.1.7,6.0,19.0,,,7.0,7.0,,,2.0,,,,2.0,,,,,,84.0,,,,,,,,,,,
68,matsciml,,rep-learn,MIT,https://github.com/IntelLabs/matsciml,Open MatSci ML Toolkit is a framework for prototyping and scaling out deep learning models for materials discovery..,16,True,"['workflows', 'benchmarking']",IntelLabs/matsciml,https://github.com/IntelLabs/matsciml,2022-09-13 20:27:28,2023-11-29 22:42:58.000,2023-11-17 22:15:41,1430.0,97.0,12.0,4.0,57.0,5.0,10.0,83.0,2023-08-31 23:59:40,1.0.0,2.0,8.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
69,Scikit-Matter,,general-tool,BSD-3-Clause,https://github.com/scikit-learn-contrib/scikit-matter,A collection of scikit-learn compatible utilities that implement methods born out of the materials science and..,16,True,['scikit-learn'],scikit-learn-contrib/scikit-matter,https://github.com/scikit-learn-contrib/scikit-matter,2020-10-12 19:23:26,2023-11-20 15:32:27.000,2023-09-22 08:33:28,364.0,2.0,15.0,17.0,150.0,12.0,56.0,65.0,2023-08-24 17:18:49,0.2.0,7.0,13.0,skmatter,conda-forge/skmatter,7.0,7.0,https://pypi.org/project/skmatter,421.0,508.0,https://anaconda.org/conda-forge/skmatter,2023-08-24 19:08:29.551,700.0,2.0,,,,,,,,,-2.0,,,,,,,,
70,MatBench Discovery,,community,MIT,https://github.com/janosh/matbench-discovery,An evaluation framework for machine learning models simulating high-throughput materials discovery.,16,True,"['datasets', 'benchmarking']",janosh/matbench-discovery,https://github.com/janosh/matbench-discovery,2022-06-20 18:32:44,2023-11-30 03:06:56.000,2023-11-30 03:06:49,296.0,32.0,5.0,7.0,41.0,3.0,23.0,44.0,2023-09-13 14:29:49,1.0.0,2.0,5.0,matbench-discovery,,,,https://pypi.org/project/matbench-discovery,34.0,34.0,,,,3.0,,,,,,,,,,,,,,,,,
71,FermiNet,,ml-wft,Apache-2.0,https://github.com/google-deepmind/ferminet,An implementation of the Fermionic Neural Network for ab-initio electronic structure calculations.,15,True,,deepmind/ferminet,https://github.com/google-deepmind/ferminet,2020-10-06 12:21:06,2023-11-27 07:54:15.000,2023-11-27 07:53:26,216.0,24.0,102.0,34.0,28.0,,42.0,614.0,,,,18.0,,,,,,,,,,,2.0,,,,,,,,,2.0,google-deepmind/ferminet,,,,,,,
72,Uni-Fold,,biomolecules,Apache-2.0,https://github.com/dptech-corp/Uni-Fold,An open-source platform for developing protein models beyond AlphaFold.,15,True,,dptech-corp/Uni-Fold,https://github.com/dptech-corp/Uni-Fold,2022-07-30 03:37:29,2023-11-30 07:37:27.000,2023-11-30 07:37:23,97.0,2.0,53.0,7.0,76.0,14.0,48.0,314.0,2022-10-19 12:44:31,2.2.0,3.0,7.0,,,,,,,201.0,,,,3.0,,,,,,2616.0,,,,,,,,,,,
73,QML,,general-tool,MIT,https://github.com/qmlcode/qml,QML: Quantum Machine Learning.,15,False,,qmlcode/qml,https://github.com/qmlcode/qml,2017-04-22 04:48:38,2023-07-26 12:01:42.000,2018-09-10 11:14:35,75.0,,80.0,23.0,101.0,27.0,19.0,189.0,,,3.0,2.0,qml,,22.0,22.0,https://pypi.org/project/qml,291.0,291.0,,,,3.0,,,,,,,,,,,,,,,,,
74,gpax,,math,MIT,https://github.com/ziatdinovmax/gpax,Gaussian Processes for Experimental Sciences.,15,True,"['probabilistic', 'active-learning']",ziatdinovmax/gpax,https://github.com/ziatdinovmax/gpax,2021-10-28 13:43:18,2023-11-16 22:59:08.000,2023-11-16 22:59:07,582.0,95.0,16.0,4.0,40.0,5.0,14.0,148.0,2023-10-11 22:13:25,0.1.1,10.0,2.0,gpax,,,,https://pypi.org/project/gpax,148.0,148.0,,,,2.0,,,,,,,,,,,,,,,,,
75,openmm-torch,,md,https://github.com/openmm/openmm-torch#license,https://github.com/openmm/openmm-torch,OpenMM plugin to define forces with neural networks.,15,True,"['ml-iap', 'lang-cpp']",openmm/openmm-torch,https://github.com/openmm/openmm-torch,2019-09-27 18:15:19,2023-11-29 21:24:23.296,2023-10-03 16:21:43,61.0,5.0,22.0,12.0,56.0,16.0,54.0,137.0,2023-10-09 08:49:10,1.4,16.0,7.0,,conda-forge/openmm-torch,,,,,6684.0,https://anaconda.org/conda-forge/openmm-torch,2023-11-29 21:24:23.296,227257.0,2.0,,,,,,,,,,,,,,,,,
76,Automatminer,,general-tool,https://github.com/hackingmaterials/automatminer/blob/main/LICENSE,https://github.com/hackingmaterials/automatminer,An automatic engine for predicting materials properties.,15,False,,hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer,2018-05-10 18:27:08,2023-11-12 10:09:39.000,2022-01-06 19:39:49,1666.0,,46.0,12.0,233.0,36.0,138.0,131.0,2020-07-28 02:19:07,1.0.3.20200727,17.0,13.0,automatminer,,7.0,7.0,https://pypi.org/project/automatminer,146.0,146.0,,,,3.0,,,,,,,,,,,,,,,,,
77,sGDML,,ml-iap,MIT,https://github.com/stefanch/sGDML,sGDML - Reference implementation of the Symmetric Gradient Domain Machine Learning model.,15,True,,stefanch/sGDML,https://github.com/stefanch/sGDML,2018-07-11 15:20:30,2023-08-31 12:58:49.000,2023-08-31 12:57:53,205.0,,35.0,8.0,12.0,6.0,11.0,127.0,2023-08-31 12:58:49,1.0.2,15.0,8.0,sgdml,,8.0,8.0,https://pypi.org/project/sgdml,106.0,106.0,,,,2.0,,,,,,,,,,,,,,,,,
78,NNPOps,,ml-iap,MIT,https://github.com/openmm/NNPOps,High-performance operations for neural network potentials.,15,True,"['md', 'lang-cpp']",openmm/NNPOps,https://github.com/openmm/NNPOps,2020-09-10 21:02:00,2023-11-17 10:54:59.000,2023-07-25 21:23:53,94.0,,15.0,9.0,62.0,20.0,33.0,71.0,2023-07-26 11:21:58,0.6,7.0,7.0,,conda-forge/nnpops,,,,,3656.0,https://anaconda.org/conda-forge/nnpops,2023-11-06 09:36:30.898,73128.0,2.0,,,,,,,,,,,,,,,,,
79,Open Databases Integration for Materials Design (OPTIMADE),,datasets,CC-BY-4.0,https://github.com/Materials-Consortia/OPTIMADE,Specification of a common REST API for access to materials databases.,15,True,,Materials-Consortia/OPTIMADE,https://github.com/Materials-Consortia/OPTIMADE,2018-01-08 23:32:29,2023-11-03 15:33:21.000,2023-06-22 15:32:33,1276.0,,35.0,22.0,266.0,72.0,145.0,62.0,2021-07-08 15:20:37,1.1.0,7.0,19.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
80,MODNet,,rep-eng,MIT,https://github.com/ppdebreuck/modnet,MODNet: a framework for machine learning materials properties.,15,True,"['pre-trained', 'small-data', 'transfer-learning']",ppdebreuck/modnet,https://github.com/ppdebreuck/modnet,2020-03-13 07:39:21,2023-11-20 10:24:34.000,2023-11-13 22:45:08,259.0,2.0,28.0,7.0,140.0,13.0,23.0,61.0,2023-07-29 11:00:10,0.4.1,18.0,7.0,,,5.0,5.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
81,Polynomials4ML.jl,,math,MIT,https://github.com/ACEsuit/Polynomials4ML.jl,"Polynomials for ML: fast evaluation, batching, differentiation.",15,True,['lang-julia'],ACEsuit/Polynomials4ML.jl,https://github.com/ACEsuit/Polynomials4ML.jl,2022-09-20 23:05:53,2023-11-25 22:48:16.000,2023-11-23 22:48:55,327.0,45.0,5.0,4.0,34.0,15.0,29.0,12.0,2023-11-15 23:52:25,0.2.7,11.0,9.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
82,benchmarking-gnns,,rep-learn,MIT,https://github.com/graphdeeplearning/benchmarking-gnns,Repository for benchmarking graph neural networks.,14,False,"['single-paper', 'benchmarking']",graphdeeplearning/benchmarking-gnns,https://github.com/graphdeeplearning/benchmarking-gnns,2020-03-03 03:42:50,2023-06-22 04:03:53.000,2022-05-10 13:22:20,45.0,,421.0,59.0,17.0,4.0,61.0,2295.0,,,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
83,escnn,,rep-learn,https://github.com/QUVA-Lab/escnn/blob/master/LICENSE,https://github.com/QUVA-Lab/escnn,Equivariant Steerable CNNs Library for Pytorch https://quva-lab.github.io/escnn/.,14,True,,QUVA-Lab/escnn,https://github.com/QUVA-Lab/escnn,2022-03-16 10:15:02,2023-11-27 17:43:58.000,2023-10-17 22:37:11,244.0,4.0,35.0,16.0,32.0,21.0,36.0,254.0,,,,10.0,escnn,,,,https://pypi.org/project/escnn,558.0,558.0,,,,2.0,,,,,,,,,,,,,,,,,
84,gptchem,,lm,MIT,https://github.com/kjappelbaum/gptchem,Use GPT-3 to solve chemistry problems.,14,True,,kjappelbaum/gptchem,https://github.com/kjappelbaum/gptchem,2023-01-06 15:34:32,2023-11-30 09:31:35.000,2023-10-04 11:27:09,147.0,29.0,30.0,8.0,4.0,15.0,2.0,165.0,2023-11-30 09:31:51,0.0.4,2.0,2.0,gptchem,,,,https://pypi.org/project/gptchem,49.0,49.0,,,,2.0,,,,,,,,,,,,,,,,,
85,DADApy,,unsupervised,Apache-2.0,https://github.com/sissa-data-science/DADApy,Distance-based Analysis of DAta-manifolds in python.,14,True,,sissa-data-science/DADApy,https://github.com/sissa-data-science/DADApy,2021-02-16 17:45:23,2023-11-30 16:23:53.000,2023-11-16 14:28:31,654.0,11.0,10.0,8.0,77.0,11.0,15.0,77.0,2023-05-25 16:37:17,0.2.0,3.0,16.0,dadapy,,2.0,2.0,https://pypi.org/project/dadapy,69.0,69.0,,,,1.0,,,,,,,,,,,,,,,,,
86,PyXtalFF,,ml-iap,MIT,https://github.com/MaterSim/PyXtal_FF,Machine Learning Interatomic Potential Predictions.,14,True,,MaterSim/PyXtal_FF,https://github.com/MaterSim/PyXtal_FF,2019-01-08 08:43:35,2023-08-17 01:22:23.000,2023-08-17 01:22:18,559.0,,19.0,9.0,2.0,9.0,51.0,75.0,2023-06-09 17:17:24,0.2.3,19.0,8.0,pyxtal_ff,,,,https://pypi.org/project/pyxtal_ff,33.0,33.0,,,,2.0,,,,,,,,,,,,,,,,,
87,SpheriCart,,math,Apache-2.0,https://github.com/lab-cosmo/sphericart,Multi-language library for the calculation of spherical harmonics in Cartesian coordinates.,14,True,,lab-cosmo/sphericart,https://github.com/lab-cosmo/sphericart,2023-02-04 15:15:25,2023-11-29 14:24:27.000,2023-11-27 12:47:38,332.0,15.0,5.0,4.0,72.0,9.0,7.0,45.0,2023-04-26 12:06:09,0.3.0,1.0,9.0,sphericart,,1.0,1.0,https://pypi.org/project/sphericart,233.0,233.0,,,,2.0,,,,,,1.0,,,,,,,,,,,
88,mp-pyrho,,data-structures,https://github.com/materialsproject/pyrho,https://github.com/materialsproject/pyrho,Tools for re-griding volumetric quantum chemistry data for machine-learning purposes.,14,True,['ml-dft'],materialsproject/pyrho,https://github.com/materialsproject/pyrho,2020-05-25 22:44:02,2023-11-28 00:13:22.000,2023-03-21 17:22:18,244.0,,6.0,9.0,104.0,1.0,3.0,29.0,2022-10-20 05:07:16,0.3.0,23.0,8.0,mp-pyrho,,18.0,18.0,https://pypi.org/project/mp-pyrho,85.0,85.0,,,,3.0,,,,,,,,,,,,,,,,,
89,KLIFF,,ml-iap,LGPL-2.1,https://github.com/openkim/kliff,KIM-based Learning-Integrated Fitting Framework (KLIFF).,14,True,"['probabilistic', 'workflows']",openkim/kliff,https://github.com/openkim/kliff,2017-08-01 20:33:58,2023-11-28 00:02:15.000,2023-11-16 05:26:53,994.0,10.0,17.0,2.0,105.0,17.0,16.0,27.0,2022-10-07 05:16:11,0.4.1,16.0,10.0,kliff,conda-forge/kliff,,,https://pypi.org/project/kliff,44.0,1812.0,https://anaconda.org/conda-forge/kliff,2023-10-07 06:09:56.646,65431.0,2.0,,,,,,,,,,,,,,,,,
90,n2p2,,ml-iap,GPL-3.0,https://github.com/CompPhysVienna/n2p2,n2p2 - A Neural Network Potential Package.,13,False,['lang-cpp'],CompPhysVienna/n2p2,https://github.com/CompPhysVienna/n2p2,2018-07-25 12:29:17,2023-05-11 16:26:02.000,2022-09-05 10:56:20,387.0,,69.0,12.0,53.0,57.0,85.0,194.0,2022-05-23 12:53:39,2.2.0,11.0,9.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
91,DeepH-pack,,ml-dft,LGPL-3.0,https://github.com/mzjb/DeepH-pack,Deep neural networks for density functional theory Hamiltonian.,13,True,['lang-julia'],mzjb/DeepH-pack,https://github.com/mzjb/DeepH-pack,2022-05-13 02:51:32,2023-08-03 05:36:54.000,2023-07-11 08:11:15,54.0,,27.0,5.0,13.0,5.0,31.0,154.0,2023-07-11 08:13:06,0.2.2,2.0,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
92,DMFF,,ml-iap,LGPL-3.0,https://github.com/deepmodeling/DMFF,DMFF (Differentiable Molecular Force Field) is a Jax-based python package that provides a full differentiable..,13,True,,deepmodeling/DMFF,https://github.com/deepmodeling/DMFF,2022-02-14 01:35:50,2023-11-22 10:04:10.000,2023-11-09 06:31:11,427.0,6.0,32.0,11.0,131.0,7.0,14.0,118.0,2023-11-09 14:32:37,1.0.0,4.0,13.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
93,SPICE,,datasets,MIT,https://github.com/openmm/spice-dataset,A collection of QM data for training potential functions.,13,True,"['ml-iap', 'md']",openmm/spice-dataset,https://github.com/openmm/spice-dataset,2021-08-31 18:52:05,2023-10-22 18:03:55.000,2023-10-22 18:03:55,34.0,3.0,5.0,16.0,38.0,12.0,37.0,104.0,2023-08-07 19:52:03,1.1.4,6.0,,,,,,,,13.0,,,,2.0,,,,,,220.0,,,,,,,,,,,
94,aviary,,materials-discovery,MIT,https://github.com/CompRhys/aviary,The Wren sits on its Roost in the Aviary.,13,True,,CompRhys/aviary,https://github.com/CompRhys/aviary,2021-09-28 12:29:05,2023-11-10 23:21:39.000,2023-11-10 23:21:36,607.0,4.0,8.0,2.0,51.0,4.0,22.0,30.0,2023-08-10 01:55:58,0.1.1,4.0,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
95,GlassPy,,rep-eng,GPL-3.0,https://github.com/drcassar/glasspy,Python module for scientists working with glass materials.,13,True,,drcassar/glasspy,https://github.com/drcassar/glasspy,2019-07-18 23:15:43,2023-10-05 19:51:40.000,2023-10-05 19:31:00,324.0,11.0,6.0,5.0,8.0,1.0,4.0,18.0,2023-10-05 19:32:01,0.4.5,7.0,,glasspy,,2.0,2.0,https://pypi.org/project/glasspy,82.0,82.0,,,,2.0,,,,,,,,,,,,,,,,,
96,Compositionally-Restricted Attention-Based Network (CrabNet),,rep-learn,MIT,https://github.com/sparks-baird/CrabNet,Predict materials properties using only the composition information!.,13,True,,sparks-baird/CrabNet,https://github.com/sparks-baird/CrabNet,2021-09-17 07:58:15,2023-06-19 09:35:52.000,2023-06-19 09:35:52,427.0,,3.0,1.0,54.0,15.0,2.0,11.0,2023-06-07 01:07:33,2.0.8,5.0,5.0,crabnet,,11.0,11.0,https://pypi.org/project/crabnet,207.0,207.0,,,,2.0,,,,,,,,,,,,,,,,,
97,CCS_fit,,ml-iap,GPL-3.0,https://github.com/Teoroo-CMC/CCS,Curvature Constrained Splines.,13,True,,Teoroo-CMC/CCS,https://github.com/Teoroo-CMC/CCS,2021-12-13 14:29:53,2023-11-20 17:26:52.000,2023-10-04 14:41:11,760.0,3.0,9.0,3.0,12.0,8.0,6.0,6.0,2023-10-04 14:41:14,0.22.4,100.0,8.0,ccs_fit,,,,https://pypi.org/project/ccs_fit,134.0,165.0,,,,2.0,,,,,,381.0,,,,,,,,,,,
98,mat2vec,,lm,MIT,https://github.com/materialsintelligence/mat2vec,Supplementary Materials for Tshitoyan et al. Unsupervised word embeddings capture latent knowledge from materials..,12,True,['rep-learn'],materialsintelligence/mat2vec,https://github.com/materialsintelligence/mat2vec,2019-04-25 07:55:30,2023-05-06 22:45:49.000,2023-05-06 22:45:49,55.0,,174.0,39.0,7.0,7.0,17.0,598.0,,,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
99,Crystal Graph Convolutional Neural Networks (CGCNN),,rep-learn,MIT,https://github.com/txie-93/cgcnn,Crystal graph convolutional neural networks for predicting material properties.,12,False,,txie-93/cgcnn,https://github.com/txie-93/cgcnn,2018-03-14 20:41:21,2021-09-06 05:23:51.000,2021-09-06 05:23:38,25.0,,253.0,23.0,7.0,16.0,20.0,535.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
100,AI for Science Resources,,community,GPL-3.0 license,https://github.com/divelab/AIRS/blob/main/Overview/resources.md,"List of resources for AI4Science research, including learning resources.",12,True,,divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2023-11-25 05:19:28.000,2023-11-25 05:19:28,353.0,29.0,37.0,18.0,4.0,,2.0,281.0,,,,24.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
101,Artificial Intelligence for Science (AIRS),,general-tool,GPL-3.0 license,https://github.com/divelab/AIRS,Artificial Intelligence for Science (AIRS).,12,True,"['rep-learn', 'generative', 'ml-iap', 'md', 'ml-dft', 'ml-wft', 'biomolecules']",divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2023-11-25 05:19:28.000,2023-11-25 05:19:28,353.0,29.0,37.0,18.0,4.0,,2.0,281.0,,,,24.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
102,TensorMol,,ml-iap,GPL-3.0,https://github.com/jparkhill/TensorMol,Tensorflow + Molecules = TensorMol.,12,False,['single-paper'],jparkhill/TensorMol,https://github.com/jparkhill/TensorMol,2016-10-28 19:40:11,2021-02-11 00:12:00.000,2018-03-30 12:26:14,1724.0,,70.0,45.0,8.0,18.0,19.0,264.0,2017-11-08 18:05:50,0.1,1.0,12.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
103,ANI-1,,ml-iap,MIT,https://github.com/isayev/ASE_ANI,ANI-1 neural net potential with python interface (ASE).,12,False,,isayev/ASE_ANI,https://github.com/isayev/ASE_ANI,2016-12-08 05:09:32,2020-12-14 19:57:50.000,2020-06-05 22:46:43,111.0,,56.0,33.0,9.0,16.0,21.0,209.0,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
104,SISSO,,rep-eng,Apache-2.0,https://github.com/rouyang2017/SISSO,A data-driven method combining symbolic regression and compressed sensing for accurate & interpretable models.,12,True,['lang-fortran'],rouyang2017/SISSO,https://github.com/rouyang2017/SISSO,2017-10-16 11:31:57,2023-09-12 08:50:38.000,2023-09-12 08:50:38,166.0,2.0,65.0,6.0,2.0,2.0,51.0,192.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
105,ASAP,,unsupervised,MIT,https://github.com/BingqingCheng/ASAP,ASAP is a package that can quickly analyze and visualize datasets of crystal or molecular structures.,12,True,,BingqingCheng/ASAP,https://github.com/BingqingCheng/ASAP,2019-08-11 12:45:14,2023-08-30 13:55:44.000,2023-08-30 13:55:44,759.0,,25.0,7.0,37.0,6.0,18.0,119.0,2023-08-30 13:54:23,1,1.0,6.0,,,5.0,5.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
106,Librascal,,rep-eng,LGPL-2.1,https://github.com/lab-cosmo/librascal,A scalable and versatile library to generate representations for atomic-scale learning.,12,True,,lab-cosmo/librascal,https://github.com/lab-cosmo/librascal,2018-02-01 08:38:51,2023-11-30 14:48:28.000,2023-11-30 14:48:28,2931.0,1.0,18.0,19.0,200.0,99.0,131.0,74.0,,,3.0,29.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
