,name,resource,category,license,homepage,description,projectrank,show,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,github_release_downloads,maven_id,maven_url,updated_github_id,npm_id,npm_url,npm_monthly_downloads,gitlab_id,gitlab_url,ignore,docs_url
56,FLARE,,active-learning,MIT,https://github.com/mir-group/flare,An open-source Python package for creating fast and accurate interatomic potentials.,20,True,"['lang-cpp', 'ml-iap']",mir-group/flare,https://github.com/mir-group/flare,2018-08-30 23:40:56,2024-06-11 22:18:56.000000,2024-06-11 15:13:36,4399.0,7.0,63.0,20.0,187.0,32.0,170.0,278.0,2024-03-25 15:48:12,1.3.0,6.0,36.0,,,11.0,11.0,,,0.0,,,,1.0,,,,,,,7.0,,,,,,,,,,
57,ALIGNN,,rep-learn,https://github.com/usnistgov/alignn/blob/main/LICENSE.rst,https://github.com/usnistgov/alignn,Atomistic Line Graph Neural Network https://scholar.google.com/citations?user=9Q-tNnwAAAAJ&hl=en.,20,True,,usnistgov/alignn,https://github.com/usnistgov/alignn,2021-04-19 20:08:09,2024-07-15 20:09:42.000000,2024-07-15 20:09:42,707.0,34.0,77.0,11.0,107.0,30.0,24.0,197.0,2024-06-28 03:29:50,2024.5.27,46.0,7.0,alignn,,12.0,12.0,https://pypi.org/project/alignn,965.0,965.0,,,,2.0,,,,,,,,,,,,,,,,,
58,pymatviz,,visualization,MIT,https://github.com/janosh/pymatviz,A toolkit for visualizations in materials informatics.,20,True,"['general-tool', 'probabilistic']",janosh/pymatviz,https://github.com/janosh/pymatviz,2021-02-21 12:40:34,2024-07-22 19:07:25.000000,2024-07-22 19:07:24,316.0,54.0,12.0,7.0,142.0,9.0,31.0,145.0,2024-07-18 22:31:25,0.9.3,25.0,7.0,pymatviz,,8.0,8.0,https://pypi.org/project/pymatviz,2592.0,2592.0,,,,1.0,,,,,,,,,,,,,,,,,
59,kgcnn,,rep-learn,MIT,https://github.com/aimat-lab/gcnn_keras,"Graph convolutions in Keras with TensorFlow, PyTorch or Jax.",20,True,,aimat-lab/gcnn_keras,https://github.com/aimat-lab/gcnn_keras,2020-07-17 11:12:46,2024-05-06 10:08:41.000000,2024-05-06 10:08:14,3099.0,3.0,28.0,7.0,30.0,12.0,74.0,101.0,2024-02-27 12:21:46,4.0.1,26.0,7.0,kgcnn,,18.0,18.0,https://pypi.org/project/kgcnn,297.0,297.0,,,,2.0,,,,,,,,,,,,,,,,,
60,MALA,,ml-dft,BSD-3-Clause,https://github.com/mala-project/mala,Materials Learning Algorithms. A framework for machine learning materials properties from first-principles data.,20,True,,mala-project/mala,https://github.com/mala-project/mala,2021-03-31 11:40:38,2024-07-22 11:14:13.000000,2024-07-04 09:53:01,2307.0,115.0,23.0,9.0,298.0,32.0,230.0,80.0,2024-02-01 08:57:56,1.2.1,9.0,44.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
61,fairchem,,ml-iap,,https://github.com/FAIR-Chem/fairchem,FAIR Chemistrys library of machine learning methods for chemistry. Formerly known as Open Catalyst Project (ocp).,19,True,"['pre-trained', 'rep-learn', 'catalysis']",FAIR-Chem/fairchem,https://github.com/FAIR-Chem/fairchem,2019-09-26 04:47:27,2024-07-23 01:50:02.000000,2024-07-22 18:46:23,801.0,71.0,229.0,25.0,590.0,5.0,184.0,729.0,2024-05-16 17:04:22,fairchem_core-1.0.0,6.0,40.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
62,GT4SD,,generative,MIT,https://github.com/GT4SD/gt4sd-core,"GT4SD, an open-source library to accelerate hypothesis generation in the scientific discovery process.",19,True,"['pre-trained', 'drug-discovery', 'rep-learn']",GT4SD/gt4sd-core,https://github.com/GT4SD/gt4sd-core,2022-02-11 19:06:58,2024-07-04 11:11:27.000000,2024-07-04 11:11:26,296.0,10.0,66.0,17.0,148.0,1.0,98.0,325.0,2024-06-13 15:18:45,1.4.1,57.0,20.0,gt4sd,,,,https://pypi.org/project/gt4sd,733.0,733.0,,,,1.0,,,,,,,,,,,,,,,,,
63,exmol,,xai,MIT,https://github.com/ur-whitelab/exmol,Explainer for black box models that predict molecule properties.,19,True,,ur-whitelab/exmol,https://github.com/ur-whitelab/exmol,2021-08-03 17:56:06,2024-06-02 00:38:18.000000,2023-12-04 18:03:57,189.0,,40.0,9.0,77.0,11.0,58.0,276.0,2023-06-19 20:50:51,3.0.3,27.0,7.0,exmol,,20.0,20.0,https://pypi.org/project/exmol,597.0,597.0,,,,1.0,,,,,,,,,,,,,,,,,
64,KFAC-JAX,,math,Apache-2.0,https://github.com/google-deepmind/kfac-jax,Second Order Optimization and Curvature Estimation with K-FAC in JAX.,19,True,,deepmind/kfac-jax,https://github.com/google-deepmind/kfac-jax,2022-03-18 10:19:24,2024-07-21 14:51:57.000000,2024-07-21 14:51:39,215.0,22.0,16.0,11.0,234.0,4.0,9.0,213.0,2024-04-03 17:12:00,0.0.6,5.0,13.0,kfac-jax,,10.0,10.0,https://pypi.org/project/kfac-jax,925.0,925.0,,,,1.0,,,,,,,,,,google-deepmind/kfac-jax,,,,,,,
65,Chemiscope,,visualization,BSD-3-Clause,https://github.com/lab-cosmo/chemiscope,An interactive structure/property explorer for materials and molecules.,19,True,['lang-js'],lab-cosmo/chemiscope,https://github.com/lab-cosmo/chemiscope,2019-10-03 09:59:42,2024-07-23 10:49:06.000000,2024-07-18 11:28:19,726.0,20.0,29.0,20.0,233.0,34.0,84.0,121.0,2024-06-14 16:42:03,0.7.1,16.0,22.0,,,6.0,6.0,,,22.0,,,,3.0,,,,,,1.0,240.0,,,,chemiscope,https://www.npmjs.com/package/chemiscope,18.0,,,,
66,MAST-ML,,general-tool,MIT,https://github.com/uw-cmg/MAST-ML,MAterials Simulation Toolkit for Machine Learning (MAST-ML).,19,True,,uw-cmg/MAST-ML,https://github.com/uw-cmg/MAST-ML,2017-02-16 17:03:57,2024-05-22 21:23:59.000000,2024-04-17 20:51:19,3296.0,,57.0,14.0,36.0,22.0,191.0,98.0,2024-04-17 21:30:14,3.2.0,7.0,18.0,,,43.0,43.0,,,2.0,,,,2.0,,,,,,,95.0,,,,,,,,,,
67,mlcolvar,,md,MIT,https://github.com/luigibonati/mlcolvar,A unified framework for machine learning collective variables for enhanced sampling simulations.,19,True,['enhanced-sampling'],luigibonati/mlcolvar,https://github.com/luigibonati/mlcolvar,2021-09-21 21:32:04,2024-06-14 14:38:46.000000,2024-06-14 14:38:42,1089.0,113.0,23.0,7.0,80.0,13.0,57.0,89.0,2024-06-12 17:03:44,1.1.1,10.0,8.0,mlcolvar,,2.0,2.0,https://pypi.org/project/mlcolvar,160.0,160.0,,,,2.0,,,,,,1.0,,,,,,,,,,,
68,Scikit-Matter,,general-tool,BSD-3-Clause,https://github.com/scikit-learn-contrib/scikit-matter,A collection of scikit-learn compatible utilities that implement methods born out of the materials science and..,19,True,['scikit-learn'],scikit-learn-contrib/scikit-matter,https://github.com/scikit-learn-contrib/scikit-matter,2020-10-12 19:23:26,2024-07-02 12:56:24.000000,2024-06-15 12:06:03,382.0,16.0,18.0,16.0,162.0,13.0,56.0,70.0,2023-08-24 17:18:49,0.2.0,7.0,15.0,skmatter,conda-forge/skmatter,10.0,10.0,https://pypi.org/project/skmatter,1347.0,1461.0,https://anaconda.org/conda-forge/skmatter,2023-08-24 19:08:29.551,1835.0,2.0,,,,,,,,,,,,,,,,,
69,Uni-Mol,,rep-learn,MIT,https://github.com/deepmodeling/Uni-Mol,Official Repository for the Uni-Mol Series Methods.,18,True,['pre-trained'],dptech-corp/Uni-Mol,https://github.com/deepmodeling/Uni-Mol,2022-05-22 13:26:41,2024-07-23 08:30:13.000000,2024-07-18 07:02:15,128.0,23.0,114.0,15.0,110.0,58.0,86.0,621.0,2024-07-06 07:05:10,0.2.1,3.0,16.0,,,,,,,671.0,,,,2.0,,,,,,,14108.0,,,deepmodeling/Uni-Mol,,,,,,,
70,ATOM3D,,datasets,MIT,https://github.com/drorlab/atom3d,ATOM3D: tasks on molecules in three dimensions.,18,False,"['biomolecules', 'benchmarking']",drorlab/atom3d,https://github.com/drorlab/atom3d,2020-04-03 22:53:11,2023-03-02 18:21:02.000000,2023-03-02 18:20:29,798.0,,34.0,17.0,6.0,21.0,40.0,291.0,2022-07-20 00:56:05,0.2.6,15.0,10.0,atom3d,,38.0,38.0,https://pypi.org/project/atom3d,437.0,437.0,,,,2.0,,,,,,,,,,,,,,,,,
71,Neural Force Field,,ml-iap,MIT,https://github.com/learningmatter-mit/NeuralForceField,Neural Network Force Field based on PyTorch.,18,True,['pre-trained'],learningmatter-mit/NeuralForceField,https://github.com/learningmatter-mit/NeuralForceField,2020-10-04 15:17:41,2024-07-18 18:02:34.000000,2024-07-18 15:02:43,3120.0,84.0,46.0,8.0,5.0,1.0,18.0,218.0,2024-05-29 21:15:00,1.0.0,1.0,40.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
72,MatBench,,community,MIT,https://github.com/materialsproject/matbench,Matbench: Benchmarks for materials science property prediction.,18,True,"['datasets', 'benchmarking']",materialsproject/matbench,https://github.com/materialsproject/matbench,2021-02-24 03:58:42,2024-06-26 23:31:08.000000,2024-01-20 09:41:36,772.0,,41.0,8.0,297.0,31.0,26.0,101.0,2022-07-27 04:40:26,0.6,5.0,25.0,matbench,,15.0,15.0,https://pypi.org/project/matbench,700.0,700.0,,,,1.0,,,,,,,,,,,,,,,,,
73,DADApy,,unsupervised,Apache-2.0,https://github.com/sissa-data-science/DADApy,Distance-based Analysis of DAta-manifolds in python.,18,True,,sissa-data-science/DADApy,https://github.com/sissa-data-science/DADApy,2021-02-16 17:45:23,2024-07-21 10:59:26.000000,2024-07-18 14:49:46,824.0,41.0,16.0,8.0,106.0,5.0,26.0,100.0,2024-07-02 15:52:45,0.3.1,5.0,19.0,dadapy,,7.0,7.0,https://pypi.org/project/dadapy,256.0,256.0,,,,1.0,,,,,,,,,,,,,,,,,
74,Open Databases Integration for Materials Design (OPTIMADE),,datasets,CC-BY-4.0,https://github.com/Materials-Consortia/OPTIMADE,Specification of a common REST API for access to materials databases.,18,True,,Materials-Consortia/OPTIMADE,https://github.com/Materials-Consortia/OPTIMADE,2018-01-08 23:32:29,2024-07-19 13:12:20.000000,2024-06-12 09:31:09,1786.0,3.0,35.0,21.0,297.0,64.0,169.0,75.0,2024-06-10 16:32:29,1.2.0,9.0,21.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
75,DeepQMC,,ml-wft,MIT,https://github.com/deepqmc/deepqmc,Deep learning quantum Monte Carlo for electrons in real space.,17,True,,deepqmc/deepqmc,https://github.com/deepqmc/deepqmc,2019-12-06 14:50:59,2024-02-23 14:19:17.000000,2024-02-23 14:19:16,1460.0,,60.0,22.0,155.0,5.0,37.0,336.0,2023-11-20 10:09:02,1.1.2,10.0,13.0,deepqmc,,2.0,2.0,https://pypi.org/project/deepqmc,93.0,93.0,,,,1.0,,,,,,,,,,,,,,,,,
76,GT4SD - Generative Toolkit for Scientific Discovery,,community,MIT,https://huggingface.co/GT4SD,Gradio apps of generative models in GT4SD.,17,True,"['generative', 'pre-trained', 'drug-discovery']",GT4SD/gt4sd-core,https://github.com/GT4SD/gt4sd-core,2022-02-11 19:06:58,2024-07-04 11:11:27.000000,2024-07-04 11:11:26,296.0,10.0,66.0,17.0,148.0,1.0,98.0,325.0,2024-06-13 15:18:45,1.4.1,57.0,20.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
77,M3GNet,,ml-iap,BSD-3-Clause,https://github.com/materialsvirtuallab/m3gnet,Materials graph network with 3-body interactions featuring a DFT surrogate crystal relaxer and a state-of-the-art..,17,False,,materialsvirtuallab/m3gnet,https://github.com/materialsvirtuallab/m3gnet,2022-01-18 18:10:58,2023-06-06 23:56:08.000000,2023-06-06 23:56:03,261.0,,57.0,11.0,33.0,15.0,20.0,221.0,2022-11-17 23:25:35,0.2.4,16.0,15.0,m3gnet,,23.0,23.0,https://pypi.org/project/m3gnet,668.0,668.0,,,,2.0,,,,,,,,,,,,,,,,,
78,gpax,,math,MIT,https://github.com/ziatdinovmax/gpax,Gaussian Processes for Experimental Sciences.,17,True,"['probabilistic', 'active-learning']",ziatdinovmax/gpax,https://github.com/ziatdinovmax/gpax,2021-10-28 13:43:18,2024-07-23 04:25:53.000000,2024-05-21 08:13:54,787.0,1.0,23.0,7.0,68.0,7.0,32.0,190.0,2024-03-20 06:39:05,0.1.8,16.0,6.0,gpax,,1.0,1.0,https://pypi.org/project/gpax,231.0,231.0,,,,1.0,,,,,,,,,,,,,,,,,
79,openmm-torch,,md,https://github.com/openmm/openmm-torch#license,https://github.com/openmm/openmm-torch,OpenMM plugin to define forces with neural networks.,17,True,"['ml-iap', 'lang-cpp']",openmm/openmm-torch,https://github.com/openmm/openmm-torch,2019-09-27 18:15:19,2024-07-09 06:18:50.000000,2024-07-09 06:18:50,71.0,10.0,24.0,12.0,61.0,24.0,65.0,176.0,2023-10-09 08:49:10,1.4,16.0,8.0,,conda-forge/openmm-torch,,,,,8751.0,https://anaconda.org/conda-forge/openmm-torch,2024-06-03 12:02:18.688,367555.0,2.0,,,,,,,,,,,,,,,,,
80,e3nn-jax,,rep-learn,Apache-2.0,https://github.com/e3nn/e3nn-jax,jax library for E3 Equivariant Neural Networks.,17,True,,e3nn/e3nn-jax,https://github.com/e3nn/e3nn-jax,2021-06-08 13:21:51,2024-06-24 15:52:14.000000,2024-06-24 15:52:14,986.0,1.0,18.0,12.0,45.0,,19.0,171.0,2024-01-26 08:16:00,0.20.6,42.0,7.0,e3nn-jax,,36.0,36.0,https://pypi.org/project/e3nn-jax,1970.0,1970.0,,,,2.0,,,,,,,,,,,,,,,,,
81,FitSNAP,,md,GPL-2.0,https://github.com/FitSNAP/FitSNAP,Software for generating SNAP machine-learning interatomic potentials.,17,True,,FitSNAP/FitSNAP,https://github.com/FitSNAP/FitSNAP,2019-09-12 14:46:18,2024-07-18 12:53:18.000000,2024-06-27 14:56:08,1383.0,4.0,47.0,7.0,181.0,10.0,56.0,142.0,2023-06-28 16:00:48,3.1.0,7.0,24.0,,conda-forge/fitsnap3,2.0,2.0,,,164.0,https://anaconda.org/conda-forge/fitsnap3,2023-06-16 00:19:04.615,7218.0,2.0,,,,,,,8.0,,,,,,,,,,
82,matsciml,,rep-learn,MIT,https://github.com/IntelLabs/matsciml,Open MatSci ML Toolkit is a framework for prototyping and scaling out deep learning models for materials discovery..,17,True,"['workflows', 'benchmarking']",IntelLabs/matsciml,https://github.com/IntelLabs/matsciml,2022-09-13 20:27:28,2024-07-22 01:10:06.000000,2024-07-19 20:52:18,2300.0,257.0,17.0,5.0,204.0,15.0,35.0,132.0,2023-08-31 23:59:40,1.0.0,2.0,11.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
83,CatLearn,,rep-eng,GPL-3.0,https://github.com/SUNCAT-Center/CatLearn,,17,False,['surface-science'],SUNCAT-Center/CatLearn,https://github.com/SUNCAT-Center/CatLearn,2018-04-20 04:16:14,2024-06-28 07:53:45.000000,2023-02-07 09:31:25,1960.0,,51.0,19.0,80.0,9.0,17.0,98.0,2020-03-27 09:26:03,0.6.2,8.0,22.0,catlearn,,5.0,5.0,https://pypi.org/project/catlearn,189.0,189.0,,,,1.0,,,,,,,,,,,,,,,,,
84,MatBench Discovery,,community,MIT,https://github.com/janosh/matbench-discovery,An evaluation framework for machine learning models simulating high-throughput materials discovery.,17,True,"['datasets', 'benchmarking']",janosh/matbench-discovery,https://github.com/janosh/matbench-discovery,2022-06-20 18:32:44,2024-07-22 18:53:29.000000,2024-07-22 18:53:27,351.0,19.0,10.0,9.0,72.0,2.0,31.0,78.0,2024-07-15 20:07:19,1.2.0,6.0,7.0,matbench-discovery,,2.0,2.0,https://pypi.org/project/matbench-discovery,169.0,169.0,,,,2.0,,,,,,1.0,,,,,,,,,,,
85,mp-pyrho,,data-structures,https://github.com/materialsproject/pyrho,https://github.com/materialsproject/pyrho,Tools for re-griding volumetric quantum chemistry data for machine-learning purposes.,17,True,['ml-dft'],materialsproject/pyrho,https://github.com/materialsproject/pyrho,2020-05-25 22:44:02,2024-07-14 00:16:24.000000,2024-02-23 02:53:46,287.0,,6.0,9.0,115.0,1.0,3.0,36.0,2024-02-23 02:54:45,0.4.4,28.0,8.0,mp-pyrho,,22.0,22.0,https://pypi.org/project/mp-pyrho,6494.0,6494.0,,,,3.0,,,,,,,,,,,,,,,,,
86,ZnDraw,,visualization,EPL-2.0,https://github.com/zincware/ZnDraw,"A powerful tool for visualizing, modifying, and analysing atomistic systems.",17,True,"['md', 'generative', 'lang-js']",zincware/ZnDraw,https://github.com/zincware/ZnDraw,2023-04-12 15:01:21,2024-07-23 09:22:07.000000,2024-07-23 09:22:07,328.0,28.0,1.0,1.0,298.0,60.0,188.0,27.0,2024-06-27 03:39:20,0.4.2,20.0,7.0,zndraw,,3.0,3.0,https://pypi.org/project/zndraw,771.0,771.0,,,,3.0,,,,,,,,,,,,,,,,,
87,Graph-based Deep Learning Literature,,community,MIT,https://github.com/naganandy/graph-based-deep-learning-literature,links to conference publications in graph-based deep learning.,16,True,"['general-ml', 'rep-learn']",naganandy/graph-based-deep-learning-literature,https://github.com/naganandy/graph-based-deep-learning-literature,2017-12-01 14:48:35,2024-03-30 15:15:41.000000,2024-03-30 15:15:36,7680.0,,735.0,247.0,21.0,,14.0,4691.0,,,,12.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
88,ChemCrow,,language-models,MIT,https://github.com/ur-whitelab/chemcrow-public,Chemcrow.,16,True,,ur-whitelab/chemcrow-public,https://github.com/ur-whitelab/chemcrow-public,2023-06-04 15:59:05,2024-04-03 19:49:19.000000,2024-03-27 04:32:41,110.0,,70.0,15.0,22.0,2.0,14.0,523.0,2024-03-27 04:28:45,0.3.24,12.0,3.0,chemcrow,,4.0,4.0,https://pypi.org/project/chemcrow,498.0,498.0,,,,1.0,,,,,,,,,,,,,,,,,
89,Uni-Fold,,biomolecules,Apache-2.0,https://github.com/dptech-corp/Uni-Fold,An open-source platform for developing protein models beyond AlphaFold.,16,True,,dptech-corp/Uni-Fold,https://github.com/dptech-corp/Uni-Fold,2022-07-30 03:37:29,2024-06-26 02:52:56.000000,2024-01-08 06:19:47,98.0,,65.0,7.0,80.0,19.0,51.0,362.0,2022-10-19 12:44:31,2.2.0,3.0,7.0,,,,,,,167.0,,,,3.0,,,,,,,3525.0,,,,,,,,,,
90,ChemDataExtractor,,language-models,MIT,https://github.com/mcs07/ChemDataExtractor,Automatically extract chemical information from scientific documents.,16,False,['literature-data'],mcs07/ChemDataExtractor,https://github.com/mcs07/ChemDataExtractor,2016-10-02 23:50:01,2023-07-27 18:05:13.000000,2017-02-21 23:20:23,106.0,,107.0,18.0,16.0,19.0,9.0,291.0,2017-02-03 00:28:29,1.3.0,7.0,2.0,chemdataextractor,chemdataextractor/chemdataextractor,111.0,111.0,https://pypi.org/project/chemdataextractor,703.0,768.0,https://anaconda.org/chemdataextractor/chemdataextractor,2023-06-16 13:17:47.249,3133.0,1.0,,,,,,,2985.0,,,,,,,,,,
91,XenonPy,,general-tool,BSD-3-Clause,https://github.com/yoshida-lab/XenonPy,XenonPy is a Python Software for Materials Informatics.,16,True,,yoshida-lab/XenonPy,https://github.com/yoshida-lab/XenonPy,2018-01-17 10:13:29,2024-07-15 21:14:48.000000,2024-04-21 06:58:38,693.0,,57.0,12.0,184.0,20.0,66.0,131.0,2023-05-21 15:54:32,0.6.8,45.0,10.0,xenonpy,,,,https://pypi.org/project/xenonpy,222.0,240.0,,,,2.0,,,,,,1.0,1377.0,,,,,,,,,,
92,MODNet,,rep-eng,MIT,https://github.com/ppdebreuck/modnet,MODNet: a framework for machine learning materials properties.,16,True,"['pre-trained', 'small-data', 'transfer-learning']",ppdebreuck/modnet,https://github.com/ppdebreuck/modnet,2020-03-13 07:39:21,2024-06-24 13:31:56.000000,2024-06-24 12:29:45,276.0,3.0,31.0,7.0,174.0,15.0,27.0,72.0,2024-05-07 14:09:13,0.4.4,21.0,8.0,,,6.0,6.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
93,SpheriCart,,math,MIT,https://github.com/lab-cosmo/sphericart,Multi-language library for the calculation of spherical harmonics in Cartesian coordinates.,16,True,,lab-cosmo/sphericart,https://github.com/lab-cosmo/sphericart,2023-02-04 15:15:25,2024-07-18 20:27:53.000000,2024-07-17 12:03:12,363.0,15.0,10.0,5.0,100.0,15.0,13.0,59.0,2023-04-26 12:06:09,0.3.0,3.0,10.0,sphericart,,3.0,3.0,https://pypi.org/project/sphericart,146.0,150.0,,,,2.0,,,,,,,60.0,,,,,,,,,,
94,dlpack,,data-structures,Apache-2.0,https://github.com/dmlc/dlpack,common in-memory tensor structure.,15,True,['lang-cpp'],dmlc/dlpack,https://github.com/dmlc/dlpack,2017-02-24 16:56:47,2024-05-13 08:28:51.000000,2024-03-26 12:57:17,75.0,,133.0,47.0,77.0,27.0,42.0,873.0,2023-01-05 18:42:00,0.8,9.0,23.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
95,MoLeR,,generative,MIT,https://github.com/microsoft/molecule-generation,Implementation of MoLeR: a generative model of molecular graphs which supports scaffold-constrained generation.,15,True,,microsoft/molecule-generation,https://github.com/microsoft/molecule-generation,2022-02-17 19:16:29,2024-01-04 18:10:00.000000,2024-01-03 14:28:02,67.0,,36.0,11.0,37.0,9.0,28.0,250.0,2024-01-04 18:12:47,0.4.1,5.0,5.0,molecule-generation,,,,https://pypi.org/project/molecule-generation,375.0,375.0,,,,1.0,,,,,,,,,,,,,,,,,
96,QML,,general-tool,MIT,https://github.com/qmlcode/qml,QML: Quantum Machine Learning.,15,False,,qmlcode/qml,https://github.com/qmlcode/qml,2017-04-22 04:48:38,2024-04-12 13:38:21.000000,2018-09-10 11:14:35,75.0,,81.0,23.0,101.0,30.0,19.0,198.0,,,3.0,2.0,qml,,31.0,31.0,https://pypi.org/project/qml,288.0,288.0,,,,3.0,,,,,,,,,,,,,,,,,
97,Automatminer,,general-tool,https://github.com/hackingmaterials/automatminer/blob/main/LICENSE,https://github.com/hackingmaterials/automatminer,An automatic engine for predicting materials properties.,15,False,,hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer,2018-05-10 18:27:08,2023-11-12 10:09:39.000000,2022-01-06 19:39:49,1666.0,,49.0,12.0,233.0,36.0,138.0,134.0,2020-07-28 02:19:07,1.0.3.20200727,17.0,13.0,automatminer,,8.0,8.0,https://pypi.org/project/automatminer,181.0,181.0,,,,3.0,,,,,,,,,,,,,,,,,
98,Ultra-Fast Force Fields (UF3),,ml-iap,Apache-2.0,https://github.com/uf3/uf3,UF3: a python library for generating ultra-fast interatomic potentials.,15,True,,uf3/uf3,https://github.com/uf3/uf3,2021-10-01 13:21:44,2024-07-14 18:29:44.000000,2024-07-12 22:56:23,703.0,25.0,20.0,6.0,82.0,13.0,29.0,55.0,2023-10-27 16:36:21,0.4.0,4.0,10.0,uf3,,1.0,1.0,https://pypi.org/project/uf3,29.0,29.0,,,,2.0,,,,,,,,,,,,,,,,,
99,aviary,,materials-discovery,MIT,https://github.com/CompRhys/aviary,The Wren sits on its Roost in the Aviary.,15,True,,CompRhys/aviary,https://github.com/CompRhys/aviary,2021-09-28 12:29:05,2024-07-22 19:03:03.000000,2024-07-22 18:46:32,631.0,21.0,10.0,4.0,57.0,2.0,24.0,45.0,2024-07-22 19:03:03,1.0.0,5.0,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
100,KLIFF,,ml-iap,LGPL-2.1,https://github.com/openkim/kliff,KIM-based Learning-Integrated Fitting Framework for interatomic potentials.,15,True,"['probabilistic', 'workflows']",openkim/kliff,https://github.com/openkim/kliff,2017-08-01 20:33:58,2024-07-14 00:02:44.000000,2024-07-06 01:33:46,1073.0,9.0,20.0,4.0,146.0,21.0,19.0,34.0,2023-12-17 02:12:00,0.4.3,18.0,9.0,kliff,conda-forge/kliff,3.0,3.0,https://pypi.org/project/kliff,60.0,2055.0,https://anaconda.org/conda-forge/kliff,2023-12-18 18:25:23.770,89779.0,2.0,,,,,,,,,,,,,,,,,
101,wfl,,ml-iap,GPL-2.0,https://github.com/libAtoms/workflow,Workflow is a Python toolkit for building interatomic potential creation and atomistic simulation workflows.,15,True,"['workflows', 'htc']",libAtoms/workflow,https://github.com/libAtoms/workflow,2021-11-04 17:03:34,2024-07-22 19:00:32.000000,2024-07-08 16:02:44,1088.0,60.0,17.0,10.0,174.0,64.0,87.0,23.0,2024-04-25 15:07:11,0.2.4,4.0,18.0,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
102,IPSuite,,active-learning,EPL-2.0,https://github.com/zincware/IPSuite,A Python toolkit for FAIR development and deployment of machine-learned interatomic potentials.,15,True,"['ml-iap', 'md', 'workflows', 'htc']",zincware/IPSuite,https://github.com/zincware/IPSuite,2023-03-01 16:34:45,2024-07-23 09:51:07.000000,2024-07-16 13:38:13,428.0,38.0,7.0,3.0,187.0,61.0,61.0,16.0,2024-04-19 12:53:50,0.1.2,4.0,8.0,ipsuite,,2.0,2.0,https://pypi.org/project/ipsuite,66.0,66.0,,,,2.0,,,,,,,,,,,,,,,,,
103,Polynomials4ML.jl,,math,MIT,https://github.com/ACEsuit/Polynomials4ML.jl,"Polynomials for ML: fast evaluation, batching, differentiation.",15,True,['lang-julia'],ACEsuit/Polynomials4ML.jl,https://github.com/ACEsuit/Polynomials4ML.jl,2022-09-20 23:05:53,2024-06-22 16:34:34.000000,2024-06-22 16:18:31,410.0,50.0,5.0,4.0,39.0,17.0,34.0,12.0,2024-06-22 16:34:35,0.3.1,17.0,10.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
104,benchmarking-gnns,,rep-learn,MIT,https://github.com/graphdeeplearning/benchmarking-gnns,Repository for benchmarking graph neural networks.,14,False,"['single-paper', 'benchmarking']",graphdeeplearning/benchmarking-gnns,https://github.com/graphdeeplearning/benchmarking-gnns,2020-03-03 03:42:50,2023-06-22 04:03:53.000000,2022-05-10 13:22:20,45.0,,446.0,59.0,17.0,4.0,63.0,2467.0,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
105,FermiNet,,ml-wft,Apache-2.0,https://github.com/google-deepmind/ferminet,An implementation of the Fermionic Neural Network for ab-initio electronic structure calculations.,14,True,['transformer'],deepmind/ferminet,https://github.com/google-deepmind/ferminet,2020-10-06 12:21:06,2024-06-04 15:46:46.000000,2024-06-04 15:46:09,228.0,4.0,110.0,37.0,30.0,1.0,44.0,655.0,,,,18.0,,,,,,,,,,,2.0,,,,,,,,,,google-deepmind/ferminet,,,,,,,
106,escnn,,rep-learn,https://github.com/QUVA-Lab/escnn/blob/master/LICENSE,https://github.com/QUVA-Lab/escnn,Equivariant Steerable CNNs Library for Pytorch https://quva-lab.github.io/escnn/.,14,True,,QUVA-Lab/escnn,https://github.com/QUVA-Lab/escnn,2022-03-16 10:15:02,2024-06-26 14:25:20.000000,2023-10-17 22:37:11,244.0,,42.0,17.0,33.0,26.0,36.0,335.0,,,,10.0,escnn,,,,https://pypi.org/project/escnn,355.0,355.0,,,,2.0,,,,,,,,,,,,,,,,,
