,name,resource,category,license,homepage,description,projectrank,show,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,updated_github_id,maven_id,maven_url,npm_id,npm_url,npm_monthly_downloads,trending,new_addition,gitlab_id,gitlab_url,ignore,docs_url
56,FLARE,,active-learning,MIT,https://github.com/mir-group/flare,An open-source Python package for creating fast and accurate interatomic potentials.,20,True,"['lang-cpp', 'ml-iap']",mir-group/flare,https://github.com/mir-group/flare,2018-08-30 23:40:56,2024-06-11 22:18:56.000,2024-06-11 15:13:36,4399.0,8.0,62.0,20.0,187.0,30.0,170.0,273.0,2024-03-25 15:48:12,1.3.0,6.0,36.0,,,10.0,10.0,,,0.0,,,,1.0,,,,,,5.0,,,,,,,,,,,,
57,kgcnn,,rep-learn,MIT,https://github.com/aimat-lab/gcnn_keras,"Graph convolutions in Keras with TensorFlow, PyTorch or Jax.",20,True,,aimat-lab/gcnn_keras,https://github.com/aimat-lab/gcnn_keras,2020-07-17 11:12:46,2024-05-06 10:08:41.000,2024-05-06 10:08:14,3099.0,6.0,28.0,7.0,30.0,12.0,74.0,100.0,2024-02-27 12:21:46,4.0.1,26.0,7.0,kgcnn,,16.0,16.0,https://pypi.org/project/kgcnn,149.0,149.0,,,,2.0,,,,,,,,,,,,,,,,,,
58,MALA,,ml-dft,BSD-3-Clause,https://github.com/mala-project/mala,Materials Learning Algorithms. A framework for machine learning materials properties from first-principles data.,20,True,,mala-project/mala,https://github.com/mala-project/mala,2021-03-31 11:40:38,2024-06-13 12:03:05.000,2024-06-13 12:02:10,2296.0,157.0,24.0,10.0,294.0,27.0,229.0,79.0,2024-02-01 08:57:56,1.2.1,9.0,44.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
59,Open Databases Integration for Materials Design (OPTIMADE),,datasets,CC-BY-4.0,https://github.com/Materials-Consortia/OPTIMADE,Specification of a common REST API for access to materials databases.,20,True,,Materials-Consortia/OPTIMADE,https://github.com/Materials-Consortia/OPTIMADE,2018-01-08 23:32:29,2024-06-14 10:41:59.000,2024-06-12 09:31:09,1786.0,112.0,36.0,21.0,295.0,63.0,169.0,70.0,2024-06-10 16:32:29,1.2.0,9.0,21.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
60,ocp,,rep-learn,,https://github.com/FAIR-Chem/fairchem,ocp is the Open Catalyst Projects library of state-of-the-art machine learning algorithms for catalysis.,19,True,,Open-Catalyst-Project/ocp,https://github.com/FAIR-Chem/fairchem,2019-09-26 04:47:27,2024-06-13 14:33:02.000,2024-06-13 14:32:45,775.0,54.0,219.0,23.0,544.0,6.0,177.0,696.0,2024-05-16 17:04:22,fairchem_core-1.0.0,6.0,37.0,,,,,,,,,,,2.0,,,,,,,FAIR-Chem/fairchem,,,,,,,,,,,
61,Pre-trained OCP models,,ml-iap,,https://github.com/Open-Catalyst-Project/ocp/blob/main/MODELS.md,Pre-trained models released as part of the Open Catalyst Project.,19,True,['pre-trained'],Open-Catalyst-Project/ocp,https://github.com/FAIR-Chem/fairchem,2019-09-26 04:47:27,2024-06-13 14:33:02.000,2024-06-13 14:32:45,775.0,54.0,219.0,23.0,544.0,6.0,177.0,696.0,2024-05-16 17:04:22,fairchem_core-1.0.0,6.0,37.0,,,,,,,,,,,2.0,,,,,,,FAIR-Chem/fairchem,,,,,,,,,,,
62,exmol,,xai,MIT,https://github.com/ur-whitelab/exmol,Explainer for black box models that predict molecule properties.,19,True,,ur-whitelab/exmol,https://github.com/ur-whitelab/exmol,2021-08-03 17:56:06,2024-06-02 00:38:18.000,2023-12-04 18:03:57,189.0,,41.0,9.0,77.0,11.0,58.0,274.0,2023-06-19 20:50:51,3.0.3,27.0,7.0,exmol,,19.0,19.0,https://pypi.org/project/exmol,639.0,639.0,,,,1.0,,,,,,,,,,,,,,,,,,
63,KFAC-JAX,,math,Apache-2.0,https://github.com/google-deepmind/kfac-jax,Second Order Optimization and Curvature Estimation with K-FAC in JAX.,19,True,,deepmind/kfac-jax,https://github.com/google-deepmind/kfac-jax,2022-03-18 10:19:24,2024-06-07 17:33:22.000,2024-06-07 17:33:16,210.0,32.0,15.0,11.0,228.0,3.0,9.0,208.0,2024-04-03 17:12:00,0.0.6,5.0,13.0,kfac-jax,,9.0,9.0,https://pypi.org/project/kfac-jax,1220.0,1220.0,,,,1.0,,,,,,,google-deepmind/kfac-jax,,,,,,,,,,,
64,gpax,,math,MIT,https://github.com/ziatdinovmax/gpax,Gaussian Processes for Experimental Sciences.,19,True,"['probabilistic', 'active-learning']",ziatdinovmax/gpax,https://github.com/ziatdinovmax/gpax,2021-10-28 13:43:18,2024-05-21 08:13:55.000,2024-05-21 08:13:54,787.0,36.0,23.0,7.0,68.0,7.0,32.0,185.0,2024-03-20 06:39:05,0.1.8,16.0,6.0,gpax,,,,https://pypi.org/project/gpax,222.0,222.0,,,,1.0,,,,,,,,,,,,,,,,,,
65,MatBench,,community,MIT,https://github.com/materialsproject/matbench,Matbench: Benchmarks for materials science property prediction.,19,True,"['datasets', 'benchmarking']",materialsproject/matbench,https://github.com/materialsproject/matbench,2021-02-24 03:58:42,2024-06-12 13:20:19.000,2024-01-20 09:41:36,772.0,,40.0,8.0,295.0,31.0,26.0,100.0,2022-07-27 04:40:26,0.6,5.0,25.0,matbench,,14.0,14.0,https://pypi.org/project/matbench,1367.0,1367.0,,,,1.0,,,,,,,,,,,,,,,,,,
66,DADApy,,unsupervised,Apache-2.0,https://github.com/sissa-data-science/DADApy,Distance-based Analysis of DAta-manifolds in python.,19,True,,sissa-data-science/DADApy,https://github.com/sissa-data-science/DADApy,2021-02-16 17:45:23,2024-05-28 19:34:59.000,2024-05-28 19:33:53,808.0,56.0,16.0,8.0,101.0,4.0,25.0,97.0,2024-05-28 19:34:59,0.3.0,4.0,19.0,dadapy,,4.0,4.0,https://pypi.org/project/dadapy,232.0,232.0,,,,1.0,,,,,,,,,,,,,,,,,,
67,MAST-ML,,general-tool,MIT,https://github.com/uw-cmg/MAST-ML,MAterials Simulation Toolkit for Machine Learning (MAST-ML).,19,True,,uw-cmg/MAST-ML,https://github.com/uw-cmg/MAST-ML,2017-02-16 17:03:57,2024-05-22 21:23:59.000,2024-04-17 20:51:19,3296.0,35.0,56.0,14.0,36.0,22.0,191.0,96.0,2024-04-17 21:30:14,3.2.0,7.0,18.0,,,42.0,42.0,,,2.0,,,,2.0,,,,,,92.0,,,,,,,,,,,,
68,Metatensor,,data-structures,BSD-3-Clause,https://github.com/lab-cosmo/metatensor,Self-describing sparse tensor data format for atomistic machine learning and beyond.,19,True,"['lang-rust', 'lang-c', 'lang-cpp', 'lang-py']",lab-cosmo/metatensor,https://github.com/lab-cosmo/metatensor,2022-03-01 15:58:28,2024-06-13 14:55:44.000,2024-06-11 14:10:03,725.0,106.0,13.0,18.0,472.0,62.0,118.0,42.0,2024-05-16 14:29:11,metatensor-learn-v0.2.2,34.0,20.0,,,8.0,8.0,,,2581.0,,,,2.0,,,,,,20648.0,,,,,,,,,,,,
69,GT4SD,,generative,MIT,https://github.com/GT4SD/gt4sd-core,"GT4SD, an open-source library to accelerate hypothesis generation in the scientific discovery process.",18,True,"['pre-trained', 'drug-discovery', 'rep-learn']",GT4SD/gt4sd-core,https://github.com/GT4SD/gt4sd-core,2022-02-11 19:06:58,2024-06-13 15:19:54.000,2024-06-13 14:45:13,295.0,9.0,65.0,17.0,146.0,1.0,98.0,315.0,2024-06-13 15:18:45,1.4.1,57.0,20.0,gt4sd,,,,https://pypi.org/project/gt4sd,629.0,629.0,,,,1.0,,,,,,,,,,,,,,,,,,
70,ATOM3D,,datasets,MIT,https://github.com/drorlab/atom3d,ATOM3D: tasks on molecules in three dimensions.,18,False,"['biomolecules', 'benchmarking']",drorlab/atom3d,https://github.com/drorlab/atom3d,2020-04-03 22:53:11,2023-03-02 18:21:02.000,2023-03-02 18:20:29,798.0,,34.0,17.0,6.0,20.0,40.0,291.0,2022-07-20 00:56:05,0.2.6,15.0,10.0,atom3d,,35.0,35.0,https://pypi.org/project/atom3d,289.0,289.0,,,,2.0,,,,,,,,,,,,,,,,,,
71,e3nn-jax,,rep-learn,Apache-2.0,https://github.com/e3nn/e3nn-jax,jax library for E3 Equivariant Neural Networks.,18,True,,e3nn/e3nn-jax,https://github.com/e3nn/e3nn-jax,2021-06-08 13:21:51,2024-06-03 15:29:10.000,2024-04-09 21:22:33,985.0,1.0,17.0,11.0,44.0,,19.0,164.0,2024-01-26 08:16:00,0.20.6,42.0,6.0,e3nn-jax,,34.0,34.0,https://pypi.org/project/e3nn-jax,2734.0,2734.0,,,,2.0,,,,,,,,,,,,,,,,,,
72,pymatviz,,visualization,MIT,https://github.com/janosh/pymatviz,A toolkit for visualizations in materials informatics.,18,True,"['general-tool', 'probabilistic']",janosh/pymatviz,https://github.com/janosh/pymatviz,2021-02-21 12:40:34,2024-06-14 01:47:20.000,2024-06-12 18:00:59,287.0,29.0,10.0,7.0,122.0,7.0,28.0,139.0,2024-05-30 17:20:43,0.8.3,21.0,7.0,pymatviz,,7.0,7.0,https://pypi.org/project/pymatviz,780.0,780.0,,,,1.0,,,,,,,,,,,,,,,,,,
73,mlcolvar,,md,MIT,https://github.com/luigibonati/mlcolvar,A unified framework for machine learning collective variables for enhanced sampling simulations.,18,True,['enhanced-sampling'],luigibonati/mlcolvar,https://github.com/luigibonati/mlcolvar,2021-09-21 21:32:04,2024-06-14 13:06:36.000,2024-06-14 07:39:21,1083.0,122.0,19.0,7.0,80.0,12.0,56.0,82.0,2024-06-12 17:03:44,1.1.1,10.0,8.0,mlcolvar,,,,https://pypi.org/project/mlcolvar,276.0,276.0,,,,2.0,,,,,,,,,,,,,,,,,,
74,Scikit-Matter,,general-tool,BSD-3-Clause,https://github.com/scikit-learn-contrib/scikit-matter,A collection of scikit-learn compatible utilities that implement methods born out of the materials science and..,18,True,['scikit-learn'],scikit-learn-contrib/scikit-matter,https://github.com/scikit-learn-contrib/scikit-matter,2020-10-12 19:23:26,2024-06-14 09:42:32.000,2024-06-10 20:18:23,381.0,15.0,17.0,16.0,162.0,13.0,56.0,69.0,2023-08-24 17:18:49,0.2.0,7.0,14.0,skmatter,conda-forge/skmatter,9.0,9.0,https://pypi.org/project/skmatter,1693.0,1765.0,https://anaconda.org/conda-forge/skmatter,2023-08-24 19:08:29.551,1091.0,2.0,,,,,,,,,,,,,,,,,,
75,Graph-based Deep Learning Literature,,community,MIT,https://github.com/naganandy/graph-based-deep-learning-literature,links to conference publications in graph-based deep learning.,17,True,"['general-ml', 'rep-learn']",naganandy/graph-based-deep-learning-literature,https://github.com/naganandy/graph-based-deep-learning-literature,2017-12-01 14:48:35,2024-03-30 15:15:41.000,2024-03-30 15:15:36,7680.0,32.0,735.0,246.0,21.0,,14.0,4661.0,,,,12.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
76,DeepQMC,,ml-wft,MIT,https://github.com/deepqmc/deepqmc,Deep learning quantum Monte Carlo for electrons in real space.,17,True,,deepqmc/deepqmc,https://github.com/deepqmc/deepqmc,2019-12-06 14:50:59,2024-02-23 14:19:17.000,2024-02-23 14:19:16,1460.0,,59.0,22.0,155.0,4.0,37.0,327.0,2023-11-20 10:09:02,1.1.2,10.0,13.0,deepqmc,,1.0,1.0,https://pypi.org/project/deepqmc,43.0,43.0,,,,1.0,,,,,,,,,,,,,,,,,,
77,M3GNet,,ml-iap,BSD-3-Clause,https://github.com/materialsvirtuallab/m3gnet,Materials graph network with 3-body interactions featuring a DFT surrogate crystal relaxer and a state-of-the-art..,17,True,,materialsvirtuallab/m3gnet,https://github.com/materialsvirtuallab/m3gnet,2022-01-18 18:10:58,2023-06-06 23:56:08.000,2023-06-06 23:56:03,261.0,,56.0,11.0,33.0,15.0,20.0,217.0,2022-11-17 23:25:35,0.2.4,16.0,15.0,m3gnet,,20.0,20.0,https://pypi.org/project/m3gnet,975.0,975.0,,,,2.0,,,,,,,,,,,,,,,,,,
78,matsciml,,rep-learn,MIT,https://github.com/IntelLabs/matsciml,Open MatSci ML Toolkit is a framework for prototyping and scaling out deep learning models for materials discovery..,17,True,"['workflows', 'benchmarking']",IntelLabs/matsciml,https://github.com/IntelLabs/matsciml,2022-09-13 20:27:28,2024-06-13 01:33:34.000,2024-06-10 21:02:02,2182.0,282.0,17.0,5.0,189.0,16.0,33.0,132.0,2023-08-31 23:59:40,1.0.0,2.0,11.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
79,Chemiscope,,visualization,BSD-3-Clause,https://github.com/lab-cosmo/chemiscope,An interactive structure/property explorer for materials and molecules.,17,True,['lang-js'],lab-cosmo/chemiscope,https://github.com/lab-cosmo/chemiscope,2019-10-03 09:59:42,2024-06-13 15:40:00.000,2024-06-13 15:34:34,718.0,18.0,28.0,20.0,226.0,36.0,82.0,113.0,2024-06-13 15:39:58,0.7.0,15.0,20.0,,,6.0,6.0,,,12.0,,,,3.0,,,,,,175.0,,,,chemiscope,https://www.npmjs.com/package/chemiscope,9.0,,,,,,
80,MODNet,,rep-eng,MIT,https://github.com/ppdebreuck/modnet,MODNet: a framework for machine learning materials properties.,17,True,"['pre-trained', 'small-data', 'transfer-learning']",ppdebreuck/modnet,https://github.com/ppdebreuck/modnet,2020-03-13 07:39:21,2024-06-01 21:39:20.000,2024-05-07 14:08:04,275.0,14.0,31.0,7.0,171.0,15.0,26.0,69.0,2024-05-07 14:09:13,0.4.4,21.0,8.0,,,5.0,5.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
81,mp-pyrho,,data-structures,https://github.com/materialsproject/pyrho,https://github.com/materialsproject/pyrho,Tools for re-griding volumetric quantum chemistry data for machine-learning purposes.,17,True,['ml-dft'],materialsproject/pyrho,https://github.com/materialsproject/pyrho,2020-05-25 22:44:02,2024-06-14 00:13:49.000,2024-02-23 02:53:46,287.0,,6.0,9.0,115.0,1.0,3.0,34.0,2024-02-23 02:54:45,0.4.4,28.0,8.0,mp-pyrho,,20.0,20.0,https://pypi.org/project/mp-pyrho,6357.0,6357.0,,,,3.0,,,,,,,,,,,,,,,,,,
82,Uni-Mol,,rep-learn,MIT,https://github.com/dptech-corp/Uni-Mol,Official Repository for the Uni-Mol Series Methods.,16,True,['pre-trained'],dptech-corp/Uni-Mol,https://github.com/dptech-corp/Uni-Mol,2022-05-22 13:26:41,2024-06-13 03:09:54.000,2024-06-13 03:09:54,114.0,10.0,108.0,15.0,92.0,58.0,81.0,586.0,2023-07-07 09:02:23,0.2,2.0,16.0,,,,,,,662.0,,,,2.0,,,,,,13253.0,,,,,,,,,,,,
83,ChemCrow,,language-models,MIT,https://github.com/ur-whitelab/chemcrow-public,Chemcrow.,16,True,,ur-whitelab/chemcrow-public,https://github.com/ur-whitelab/chemcrow-public,2023-06-04 15:59:05,2024-04-03 19:49:19.000,2024-03-27 04:32:41,110.0,2.0,65.0,15.0,22.0,2.0,14.0,487.0,2024-03-27 04:28:45,0.3.24,12.0,3.0,chemcrow,,2.0,2.0,https://pypi.org/project/chemcrow,1631.0,1631.0,,,,1.0,,,,,,,,,,,,,,,,,,
84,Uni-Fold,,biomolecules,Apache-2.0,https://github.com/dptech-corp/Uni-Fold,An open-source platform for developing protein models beyond AlphaFold.,16,True,,dptech-corp/Uni-Fold,https://github.com/dptech-corp/Uni-Fold,2022-07-30 03:37:29,2024-06-03 09:59:16.000,2024-01-08 06:19:47,98.0,,63.0,7.0,79.0,18.0,51.0,352.0,2022-10-19 12:44:31,2.2.0,3.0,7.0,,,,,,,171.0,,,,3.0,,,,,,3439.0,,,,,,,,,,,,
85,GT4SD - Generative Toolkit for Scientific Discovery,,community,MIT,https://huggingface.co/GT4SD,Gradio apps of generative models in GT4SD.,16,True,"['generative', 'pre-trained', 'drug-discovery']",GT4SD/gt4sd-core,https://github.com/GT4SD/gt4sd-core,2022-02-11 19:06:58,2024-06-13 15:19:54.000,2024-06-13 14:45:13,295.0,9.0,65.0,17.0,146.0,1.0,98.0,315.0,2024-06-13 15:18:45,1.4.1,57.0,20.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
86,ChemDataExtractor,,language-models,MIT,https://github.com/mcs07/ChemDataExtractor,Automatically extract chemical information from scientific documents.,16,False,['literature-data'],mcs07/ChemDataExtractor,https://github.com/mcs07/ChemDataExtractor,2016-10-02 23:50:01,2023-07-27 18:05:13.000,2017-02-21 23:20:23,106.0,,107.0,18.0,16.0,18.0,9.0,287.0,2017-02-03 00:28:29,1.3.0,7.0,2.0,chemdataextractor,chemdataextractor/chemdataextractor,108.0,108.0,https://pypi.org/project/chemdataextractor,812.0,876.0,https://anaconda.org/chemdataextractor/chemdataextractor,2023-06-16 13:17:47.249,3114.0,1.0,,,,,,2939.0,,,,,,,,,,,,
87,MoLeR,,generative,MIT,https://github.com/microsoft/molecule-generation,Implementation of MoLeR: a generative model of molecular graphs which supports scaffold-constrained generation.,16,True,,microsoft/molecule-generation,https://github.com/microsoft/molecule-generation,2022-02-17 19:16:29,2024-01-04 18:10:00.000,2024-01-03 14:28:02,67.0,,36.0,11.0,37.0,9.0,28.0,243.0,2024-01-04 18:12:47,0.4.1,5.0,5.0,molecule-generation,,,,https://pypi.org/project/molecule-generation,289.0,289.0,,,,1.0,,,,,,,,,,,,,,,,,,
88,QML,,general-tool,MIT,https://github.com/qmlcode/qml,QML: Quantum Machine Learning.,16,False,,qmlcode/qml,https://github.com/qmlcode/qml,2017-04-22 04:48:38,2024-04-12 13:38:21.000,2018-09-10 11:14:35,75.0,,81.0,23.0,101.0,30.0,19.0,196.0,,,3.0,2.0,qml,,29.0,29.0,https://pypi.org/project/qml,412.0,412.0,,,,2.0,,,,,,,,,,,,,,,,,,
89,FitSNAP,,md,GPL-2.0,https://github.com/FitSNAP/FitSNAP,Software for generating SNAP machine-learning interatomic potentials.,16,True,,FitSNAP/FitSNAP,https://github.com/FitSNAP/FitSNAP,2019-09-12 14:46:18,2024-06-11 16:47:54.000,2024-03-26 23:02:44,1376.0,2.0,46.0,7.0,179.0,9.0,56.0,139.0,2023-06-28 16:00:48,3.1.0,7.0,24.0,,conda-forge/fitsnap3,,,,,153.0,https://anaconda.org/conda-forge/fitsnap3,2023-06-16 00:19:04.615,6580.0,2.0,,,,,,7.0,,,,,,,,,,,,
90,CatLearn,,rep-eng,GPL-3.0,https://github.com/SUNCAT-Center/CatLearn,,16,False,['surface-science'],SUNCAT-Center/CatLearn,https://github.com/SUNCAT-Center/CatLearn,2018-04-20 04:16:14,2023-07-25 21:09:47.000,2023-02-07 09:31:25,1960.0,,51.0,19.0,79.0,10.0,16.0,97.0,2020-03-27 09:26:03,0.6.2,8.0,22.0,catlearn,,4.0,4.0,https://pypi.org/project/catlearn,180.0,180.0,,,,2.0,,,,,,,,,,,,,,,,,,
91,MatBench Discovery,,community,MIT,https://github.com/janosh/matbench-discovery,An evaluation framework for machine learning models simulating high-throughput materials discovery.,16,True,"['datasets', 'benchmarking']",janosh/matbench-discovery,https://github.com/janosh/matbench-discovery,2022-06-20 18:32:44,2024-06-14 13:16:04.000,2024-06-14 13:15:58,338.0,10.0,7.0,8.0,59.0,3.0,29.0,72.0,2024-05-30 18:21:32,1.1.2,5.0,5.0,matbench-discovery,,1.0,1.0,https://pypi.org/project/matbench-discovery,140.0,140.0,,,,2.0,,,,,,,,,,,,,1.0,,,,,
92,ZnDraw,,visualization,EPL-2.0,https://github.com/zincware/ZnDraw,"A powerful tool for visualizing, modifying, and analysing atomistic systems.",16,True,"['md', 'generative', 'lang-js']",zincware/ZnDraw,https://github.com/zincware/ZnDraw,2023-04-12 15:01:21,2024-06-14 10:48:33.000,2024-06-14 10:11:28,307.0,7.0,1.0,1.0,276.0,38.0,162.0,23.0,2024-06-14 10:14:42,0.4.0,18.0,7.0,zndraw,,2.0,2.0,https://pypi.org/project/zndraw,1543.0,1543.0,,,,3.0,,,,,,,,,,,,,,True,,,,
93,apax,,ml-iap,MIT,https://github.com/apax-hub/apax,A flexible and performant framework for training machine learning potentials.,16,True,,apax-hub/apax,https://github.com/apax-hub/apax,2022-11-18 12:31:19,2024-06-14 13:25:23.000,2024-05-17 13:04:11,1415.0,162.0,1.0,3.0,183.0,21.0,82.0,12.0,2024-04-10 21:04:33,0.4.0,4.0,7.0,apax,,1.0,1.0,https://pypi.org/project/apax,75.0,75.0,,,,2.0,,,,,,,,,,,,,,,,,,
94,dlpack,,data-structures,Apache-2.0,https://github.com/dmlc/dlpack,common in-memory tensor structure.,15,True,['lang-cpp'],dmlc/dlpack,https://github.com/dmlc/dlpack,2017-02-24 16:56:47,2024-05-13 08:28:51.000,2024-03-26 12:57:17,75.0,4.0,133.0,47.0,77.0,25.0,42.0,865.0,2023-01-05 18:42:00,0.8,9.0,23.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
95,openmm-torch,,md,https://github.com/openmm/openmm-torch#license,https://github.com/openmm/openmm-torch,OpenMM plugin to define forces with neural networks.,15,True,"['ml-iap', 'lang-cpp']",openmm/openmm-torch,https://github.com/openmm/openmm-torch,2019-09-27 18:15:19,2024-06-03 12:02:18.688,2024-05-27 16:26:16,69.0,8.0,24.0,12.0,60.0,22.0,64.0,171.0,2023-10-09 08:49:10,1.4,16.0,8.0,,conda-forge/openmm-torch,,,,,7631.0,https://anaconda.org/conda-forge/openmm-torch,2024-06-03 12:02:18.688,312905.0,2.0,,,,,,,,,,,,,,,,,,
96,XenonPy,,general-tool,BSD-3-Clause,https://github.com/yoshida-lab/XenonPy,XenonPy is a Python Software for Materials Informatics.,15,True,,yoshida-lab/XenonPy,https://github.com/yoshida-lab/XenonPy,2018-01-17 10:13:29,2024-04-21 06:58:38.000,2024-04-21 06:58:38,693.0,1.0,57.0,12.0,183.0,19.0,66.0,130.0,2023-05-21 15:54:32,0.6.8,45.0,10.0,xenonpy,,,,https://pypi.org/project/xenonpy,263.0,280.0,,,,3.0,,,,,,1348.0,,,,,,,,,,,,
97,Ultra-Fast Force Fields (UF3),,ml-iap,Apache-2.0,https://github.com/uf3/uf3,UF3: a python library for generating ultra-fast interatomic potentials.,15,True,,uf3/uf3,https://github.com/uf3/uf3,2021-10-01 13:21:44,2024-06-10 05:02:02.000,2024-05-31 22:58:08,680.0,18.0,19.0,6.0,79.0,12.0,26.0,57.0,2023-10-27 16:36:21,0.4.0,4.0,10.0,uf3,,,,https://pypi.org/project/uf3,22.0,22.0,,,,2.0,,,,,,,,,,,,,,,,,,
98,GlassPy,,rep-eng,GPL-3.0,https://github.com/drcassar/glasspy,Python module for scientists working with glass materials.,15,True,,drcassar/glasspy,https://github.com/drcassar/glasspy,2019-07-18 23:15:43,2024-06-02 17:21:47.000,2024-01-21 13:59:55,334.0,,7.0,6.0,11.0,1.0,5.0,25.0,2024-01-21 13:47:58,0.4.6,8.0,,glasspy,,4.0,4.0,https://pypi.org/project/glasspy,362.0,362.0,,,,2.0,,,,,,,,,,,,,,,,,,
99,IPSuite,,active-learning,EPL-2.0,https://github.com/zincware/IPSuite,A Python toolkit for FAIR development and deployment of machine-learned interatomic potentials.,15,True,"['ml-iap', 'md', 'workflows', 'htc']",zincware/IPSuite,https://github.com/zincware/IPSuite,2023-03-01 16:34:45,2024-06-14 12:26:53.000,2024-05-14 17:00:04,396.0,26.0,7.0,3.0,179.0,62.0,59.0,16.0,2024-04-19 12:53:50,0.1.2,4.0,8.0,ipsuite,,1.0,1.0,https://pypi.org/project/ipsuite,39.0,39.0,,,,2.0,,,,,,,,,,,,,1.0,,,,,
100,benchmarking-gnns,,rep-learn,MIT,https://github.com/graphdeeplearning/benchmarking-gnns,Repository for benchmarking graph neural networks.,14,False,"['single-paper', 'benchmarking']",graphdeeplearning/benchmarking-gnns,https://github.com/graphdeeplearning/benchmarking-gnns,2020-03-03 03:42:50,2023-06-22 04:03:53.000,2022-05-10 13:22:20,45.0,,447.0,59.0,17.0,4.0,63.0,2445.0,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
101,FermiNet,,ml-wft,Apache-2.0,https://github.com/google-deepmind/ferminet,An implementation of the Fermionic Neural Network for ab-initio electronic structure calculations.,14,True,['transformer'],deepmind/ferminet,https://github.com/google-deepmind/ferminet,2020-10-06 12:21:06,2024-06-04 15:46:46.000,2024-06-04 15:46:09,228.0,8.0,108.0,37.0,30.0,,44.0,651.0,,,,18.0,,,,,,,,,,,2.0,,,,,,,google-deepmind/ferminet,,,,,,,,,,,
102,sGDML,,ml-iap,MIT,https://github.com/stefanch/sGDML,sGDML - Reference implementation of the Symmetric Gradient Domain Machine Learning model.,14,True,,stefanch/sGDML,https://github.com/stefanch/sGDML,2018-07-11 15:20:30,2023-08-31 12:58:49.000,2023-08-31 12:57:53,205.0,,36.0,8.0,12.0,6.0,11.0,139.0,2023-08-31 12:58:49,1.0.2,15.0,8.0,sgdml,,8.0,8.0,https://pypi.org/project/sgdml,146.0,146.0,,,,2.0,,,,,,,,,,,,,-1.0,,,,,
103,Automatminer,,general-tool,https://github.com/hackingmaterials/automatminer/blob/main/LICENSE,https://github.com/hackingmaterials/automatminer,An automatic engine for predicting materials properties.,14,False,,hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer,2018-05-10 18:27:08,2023-11-12 10:09:39.000,2022-01-06 19:39:49,1666.0,,49.0,12.0,233.0,36.0,138.0,134.0,2020-07-28 02:19:07,1.0.3.20200727,17.0,13.0,automatminer,,7.0,7.0,https://pypi.org/project/automatminer,142.0,142.0,,,,3.0,,,,,,,,,,,,,,,,,,
104,PyXtalFF,,ml-iap,MIT,https://github.com/MaterSim/PyXtal_FF,Machine Learning Interatomic Potential Predictions.,14,True,,MaterSim/PyXtal_FF,https://github.com/MaterSim/PyXtal_FF,2019-01-08 08:43:35,2024-02-15 16:12:06.000,2024-01-07 14:27:45,561.0,,23.0,9.0,4.0,11.0,51.0,84.0,2023-06-09 17:17:24,0.2.3,19.0,9.0,pyxtal_ff,,,,https://pypi.org/project/pyxtal_ff,33.0,33.0,,,,2.0,,,,,,,,,,,,,,,,,,
105,NNPOps,,ml-iap,MIT,https://github.com/openmm/NNPOps,High-performance operations for neural network potentials.,14,True,"['md', 'lang-cpp']",openmm/NNPOps,https://github.com/openmm/NNPOps,2020-09-10 21:02:00,2024-05-31 15:49:32.883,2023-07-25 21:23:53,94.0,,16.0,10.0,62.0,21.0,34.0,79.0,2023-07-26 11:21:58,0.6,7.0,8.0,,conda-forge/nnpops,,,,,4830.0,https://anaconda.org/conda-forge/nnpops,2024-05-31 15:49:32.883,130436.0,2.0,,,,,,,,,,,,,,,,,,
106,OpenMM-ML,,md,MIT,https://github.com/openmm/openmm-ml,High level API for using machine learning models in OpenMM simulations.,14,True,['ml-iap'],openmm/openmm-ml,https://github.com/openmm/openmm-ml,2021-02-10 20:55:25,2024-06-07 16:52:07.157,2024-06-06 15:58:23,45.0,5.0,19.0,14.0,32.0,20.0,31.0,75.0,2024-06-06 16:49:09,1.2,6.0,5.0,,conda-forge/openmm-ml,,,,,173.0,https://anaconda.org/conda-forge/openmm-ml,2024-06-07 16:52:07.157,3806.0,3.0,,,,,,,,,,,,,,,,,,
