,name,resource,category,license,homepage,description,projectrank,show,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,maven_id,maven_url,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,gitlab_id,gitlab_url,ignore,docs_url
56,ocp,,rep-learn,MIT,https://github.com/Open-Catalyst-Project/ocp,ocp is the Open Catalyst Projects library of state-of-the-art machine learning algorithms for catalysis.,18,True,,Open-Catalyst-Project/ocp,https://github.com/Open-Catalyst-Project/ocp,2019-09-26 04:47:27,2024-01-11 01:41:27.000,2024-01-10 17:23:58,715.0,9.0,185.0,23.0,462.0,9.0,145.0,536.0,2022-10-01 03:00:41,0.1.0,4.0,32.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
57,Pre-trained OCP models,,ml-iap,MIT,https://github.com/Open-Catalyst-Project/ocp/blob/main/MODELS.md,Pre-trained models released as part of the Open Catalyst Project.,18,True,['pre-trained'],Open-Catalyst-Project/ocp,https://github.com/Open-Catalyst-Project/ocp,2019-09-26 04:47:27,2024-01-11 01:41:27.000,2024-01-10 17:23:58,715.0,9.0,185.0,23.0,462.0,9.0,145.0,536.0,2022-10-01 03:00:41,0.1.0,4.0,32.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
58,ATOM3D,,datasets,MIT,https://github.com/drorlab/atom3d,ATOM3D: tasks on molecules in three dimensions.,18,True,"['biomolecules', 'benchmarking']",drorlab/atom3d,https://github.com/drorlab/atom3d,2020-04-03 22:53:11,2023-03-02 18:21:02.000,2023-03-02 18:20:29,798.0,,33.0,16.0,6.0,19.0,40.0,282.0,2022-07-20 00:56:05,0.2.6,15.0,10.0,atom3d,,27.0,27.0,https://pypi.org/project/atom3d,194.0,194.0,,,,1.0,,,,,,,,,,,,,,,,,
59,exmol,,xai,MIT,https://github.com/ur-whitelab/exmol,Explainer for black box models that predict molecule properties.,18,True,,ur-whitelab/exmol,https://github.com/ur-whitelab/exmol,2021-08-03 17:56:06,2023-12-07 19:34:15.000,2023-12-04 18:03:57,189.0,1.0,41.0,9.0,77.0,10.0,58.0,263.0,2023-06-19 20:50:51,3.0.3,27.0,7.0,exmol,,15.0,15.0,https://pypi.org/project/exmol,485.0,485.0,,,,1.0,,,,,,,,,,,,,,,,,
60,MACE,,ml-iap,MIT,https://github.com/ACEsuit/mace,MACE - Fast and accurate machine learning interatomic potentials with higher order equivariant message passing.,18,True,,ACEsuit/mace,https://github.com/ACEsuit/mace,2022-06-21 18:44:34,2024-01-11 17:24:03.000,2024-01-11 12:18:18,415.0,103.0,84.0,18.0,123.0,25.0,94.0,261.0,2024-01-08 15:20:57,0.3.3,4.0,17.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
61,FLARE,,active-learning,MIT,https://github.com/mir-group/flare,An open-source Python package for creating fast and accurate interatomic potentials.,18,True,"['lang-cpp', 'ml-iap']",mir-group/flare,https://github.com/mir-group/flare,2018-08-30 23:40:56,2023-09-29 22:57:11.000,2023-05-26 02:06:09,4382.0,,60.0,19.0,185.0,27.0,165.0,256.0,2022-04-21 18:33:10,0.2.4,5.0,37.0,,,10.0,10.0,,,0.0,,,,1.0,,,,,,4.0,,,,,,,,,,,
62,ALIGNN,,rep-learn,https://github.com/usnistgov/alignn/blob/main/LICENSE.rst,https://github.com/usnistgov/alignn,Atomistic Line Graph Neural Network.,18,True,,usnistgov/alignn,https://github.com/usnistgov/alignn,2021-04-19 20:08:09,2024-01-10 08:45:41.000,2024-01-10 08:45:41,625.0,10.0,69.0,10.0,91.0,24.0,23.0,172.0,2023-08-11 04:51:42,2023.08.01,40.0,7.0,alignn,,8.0,8.0,https://pypi.org/project/alignn,508.0,508.0,,,,2.0,,,,,,,,,2.0,,,,,,,,
63,Open Catalyst datasets,,datasets,CC-BY-4.0,https://github.com/Open-Catalyst-Project/ocp/blob/main/DATASET.md,"The datasets of the Open Catalyst project, OC20, OC22.",17,True,,Open-Catalyst-Project/ocp,https://github.com/Open-Catalyst-Project/ocp,2019-09-26 04:47:27,2024-01-11 01:41:27.000,2024-01-10 17:23:58,715.0,9.0,185.0,23.0,462.0,9.0,145.0,536.0,2022-10-01 03:00:41,0.1.0,4.0,32.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
64,ChemCrow,,language-models,MIT,https://github.com/ur-whitelab/chemcrow-public,Chemcrow.,17,True,,ur-whitelab/chemcrow-public,https://github.com/ur-whitelab/chemcrow-public,2023-06-04 15:59:05,2024-01-11 02:49:40.000,2023-12-08 04:56:19,67.0,27.0,42.0,14.0,10.0,6.0,6.0,347.0,2023-12-08 04:57:51,0.3.20,8.0,3.0,chemcrow,,2.0,2.0,https://pypi.org/project/chemcrow,367.0,367.0,,,,1.0,,,,,,,,,,,,,,,,,
65,MoLeR,,generative,MIT,https://github.com/microsoft/molecule-generation,Implementation of MoLeR: a generative model of molecular graphs which supports scaffold-constrained generation.,17,True,,microsoft/molecule-generation,https://github.com/microsoft/molecule-generation,2022-02-17 19:16:29,2024-01-04 18:10:00.000,2024-01-03 14:28:02,67.0,4.0,36.0,11.0,37.0,6.0,29.0,229.0,2024-01-04 18:12:47,0.4.1,5.0,5.0,molecule-generation,,,,https://pypi.org/project/molecule-generation,231.0,231.0,,,,1.0,,,,,,,,,,,,,,,,,
66,M3GNet,,ml-iap,BSD-3-Clause,https://github.com/materialsvirtuallab/m3gnet,Materials graph network with 3-body interactions featuring a DFT surrogate crystal relaxer and a state-of-the-art..,17,True,,materialsvirtuallab/m3gnet,https://github.com/materialsvirtuallab/m3gnet,2022-01-18 18:10:58,2023-06-06 23:56:08.000,2023-06-06 23:56:03,261.0,,53.0,10.0,33.0,15.0,20.0,194.0,2022-11-17 23:25:35,0.2.4,16.0,14.0,m3gnet,,18.0,18.0,https://pypi.org/project/m3gnet,776.0,776.0,,,,2.0,,,,,,,,,,,,,,,,,
67,KFAC-JAX,,math,Apache-2.0,https://github.com/google-deepmind/kfac-jax,Second Order Optimization and Curvature Estimation with K-FAC in JAX.,17,True,,deepmind/kfac-jax,https://github.com/google-deepmind/kfac-jax,2022-03-18 10:19:24,2024-01-04 06:37:41.000,2024-01-04 06:37:36,172.0,15.0,14.0,8.0,185.0,2.0,9.0,177.0,2023-05-16 18:03:40,0.0.5,4.0,11.0,kfac-jax,,8.0,8.0,https://pypi.org/project/kfac-jax,305.0,305.0,,,,1.0,,,,,,,,,,google-deepmind/kfac-jax,,,,,,,
68,FitSNAP,,md,GPL-2.0,https://github.com/FitSNAP/FitSNAP,Software for generating SNAP machine-learning interatomic potentials.,17,True,,FitSNAP/FitSNAP,https://github.com/FitSNAP/FitSNAP,2019-09-12 14:46:18,2024-01-11 17:34:02.000,2024-01-11 17:20:29,1368.0,17.0,45.0,7.0,176.0,8.0,55.0,127.0,2023-06-28 16:00:48,3.1.0,7.0,24.0,,conda-forge/fitsnap3,,,,,139.0,https://anaconda.org/conda-forge/fitsnap3,2023-06-16 00:19:04.615,5311.0,2.0,,,,,,7.0,,,,,,,,,,,
69,XenonPy,,general-tool,BSD-3-Clause,https://github.com/yoshida-lab/XenonPy,XenonPy is a Python Software for Materials Informatics.,17,True,,yoshida-lab/XenonPy,https://github.com/yoshida-lab/XenonPy,2018-01-17 10:13:29,2023-11-20 14:25:49.000,2023-11-20 14:25:43,692.0,10.0,55.0,12.0,183.0,19.0,66.0,119.0,2023-05-21 15:54:32,0.6.8,45.0,10.0,xenonpy,,,,https://pypi.org/project/xenonpy,184.0,201.0,,,,2.0,,,,,,1257.0,,,,,,,,,,,
70,Chemiscope,,visualization,BSD-3-Clause,https://github.com/lab-cosmo/chemiscope,An interactive structure/property explorer for materials and molecules.,17,True,['lang-js'],lab-cosmo/chemiscope,https://github.com/lab-cosmo/chemiscope,2019-10-03 09:59:42,2024-01-08 18:53:35.000,2023-12-23 11:54:47,695.0,40.0,27.0,18.0,212.0,34.0,80.0,98.0,2023-10-23 15:11:17,0.6.0,13.0,19.0,,,6.0,6.0,,,5.0,,,,1.0,,,,,,139.0,,,,,chemiscope,https://www.npmjs.com/package/chemiscope,3.0,,,,
71,pymatviz,,visualization,MIT,https://github.com/janosh/pymatviz,A toolkit for visualizations in materials informatics.,17,True,"['general-tool', 'probabilistic']",janosh/pymatviz,https://github.com/janosh/pymatviz,2021-02-21 12:40:34,2024-01-11 09:17:53.000,2024-01-06 12:52:25,250.0,38.0,6.0,6.0,96.0,6.0,16.0,91.0,2023-12-15 22:58:21,0.8.0,18.0,6.0,pymatviz,,7.0,7.0,https://pypi.org/project/pymatviz,613.0,613.0,,,,1.0,,,,,,,,,,,,,,,,,
72,MatBench,,community,MIT,https://github.com/materialsproject/matbench,Matbench: Benchmarks for materials science property prediction.,17,True,"['datasets', 'benchmarking']",materialsproject/matbench,https://github.com/materialsproject/matbench,2021-02-24 03:58:42,2023-11-14 15:38:45.000,2023-11-14 15:38:41,746.0,6.0,33.0,9.0,252.0,31.0,26.0,88.0,2022-07-27 04:40:26,0.6,5.0,23.0,matbench,,11.0,11.0,https://pypi.org/project/matbench,68.0,68.0,,,,1.0,,,,,,,,,,,,,,,,,
73,matsciml,,rep-learn,MIT,https://github.com/IntelLabs/matsciml,Open MatSci ML Toolkit is a framework for prototyping and scaling out deep learning models for materials discovery..,17,True,"['workflows', 'benchmarking']",IntelLabs/matsciml,https://github.com/IntelLabs/matsciml,2022-09-13 20:27:28,2024-01-11 17:46:41.000,2024-01-11 17:15:19,1539.0,199.0,13.0,3.0,70.0,9.0,14.0,87.0,2023-08-31 23:59:40,1.0.0,2.0,8.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
74,Scikit-Matter,,general-tool,BSD-3-Clause,https://github.com/scikit-learn-contrib/scikit-matter,A collection of scikit-learn compatible utilities that implement methods born out of the materials science and..,17,True,['scikit-learn'],scikit-learn-contrib/scikit-matter,https://github.com/scikit-learn-contrib/scikit-matter,2020-10-12 19:23:26,2023-12-06 17:29:34.000,2023-09-22 08:33:28,364.0,,15.0,16.0,151.0,12.0,56.0,67.0,2023-08-24 17:18:49,0.2.0,7.0,13.0,skmatter,conda-forge/skmatter,7.0,7.0,https://pypi.org/project/skmatter,249.0,323.0,https://anaconda.org/conda-forge/skmatter,2023-08-24 19:08:29.551,747.0,2.0,,,,,,,,,,,,,,,,,
75,mlcolvar,,md,MIT,https://github.com/luigibonati/mlcolvar,A unified framework for machine learning collective variables for enhanced sampling simulations.,17,True,['enhanced-sampling'],luigibonati/mlcolvar,https://github.com/luigibonati/mlcolvar,2021-09-21 21:32:04,2024-01-03 16:36:20.000,2024-01-03 16:36:17,850.0,56.0,13.0,6.0,64.0,8.0,42.0,66.0,2023-12-22 22:21:35,1.1.0,9.0,7.0,mlcolvar,,,,https://pypi.org/project/mlcolvar,145.0,145.0,,,,2.0,,,,,,,,,-1.0,,,,,,,,
76,MALA,,ml-dft,BSD-3-Clause,https://github.com/mala-project/mala,Materials Learning Algorithms. A framework for machine learning materials properties from first-principles data.,17,True,,mala-project/mala,https://github.com/mala-project/mala,2021-03-31 11:40:38,2024-01-03 15:22:36.000,2024-01-03 15:21:35,2092.0,9.0,20.0,9.0,258.0,27.0,211.0,57.0,2023-09-28 13:54:19,1.2.0,8.0,41.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
77,Graph-based Deep Learning Literature,,community,MIT,https://github.com/naganandy/graph-based-deep-learning-literature,links to conference publications in graph-based deep learning.,16,True,"['general-ml', 'rep-learn']",naganandy/graph-based-deep-learning-literature,https://github.com/naganandy/graph-based-deep-learning-literature,2017-12-01 14:48:35,2023-11-19 05:55:34.000,2023-11-19 05:55:28,7632.0,1.0,731.0,244.0,21.0,,13.0,4512.0,,,,12.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
78,Uni-Mol,,rep-learn,MIT,https://github.com/dptech-corp/Uni-Mol,Official Repository for the Uni-Mol Series Methods.,16,True,['pre-trained'],dptech-corp/Uni-Mol,https://github.com/dptech-corp/Uni-Mol,2022-05-22 13:26:41,2024-01-10 03:21:03.000,2024-01-10 03:21:03,103.0,15.0,92.0,16.0,81.0,45.0,79.0,486.0,2023-07-07 09:02:23,0.2,2.0,13.0,,,,,,,567.0,,,,2.0,,,,,,8519.0,,,,,,,,,,,
79,GT4SD,,generative,MIT,https://github.com/GT4SD/gt4sd-core,"GT4SD, an open-source library to accelerate hypothesis generation in the scientific discovery process.",16,True,"['pre-trained', 'drug-discovery', 'rep-learn']",GT4SD/gt4sd-core,https://github.com/GT4SD/gt4sd-core,2022-02-11 19:06:58,2023-11-27 08:23:51.000,2023-10-16 07:22:44,283.0,1.0,60.0,17.0,136.0,2.0,92.0,285.0,2023-05-06 06:55:52,1.3.1,54.0,19.0,gt4sd,,,,https://pypi.org/project/gt4sd,426.0,426.0,,,,1.0,,,,,,,,,,,,,,,,,
80,ChemDataExtractor,,language-models,MIT,https://github.com/mcs07/ChemDataExtractor,Automatically extract chemical information from scientific documents.,16,False,['literature-data'],mcs07/ChemDataExtractor,https://github.com/mcs07/ChemDataExtractor,2016-10-02 23:50:01,2023-07-27 18:05:13.000,2017-02-21 23:20:23,106.0,,106.0,19.0,16.0,18.0,9.0,270.0,2017-02-03 00:28:29,1.3.0,7.0,2.0,chemdataextractor,chemdataextractor/chemdataextractor,101.0,101.0,https://pypi.org/project/chemdataextractor,484.0,549.0,https://anaconda.org/chemdataextractor/chemdataextractor,2023-06-16 13:17:47.249,3031.0,2.0,,,,,,2757.0,,,,,,,,,,,
81,gpax,,math,MIT,https://github.com/ziatdinovmax/gpax,Gaussian Processes for Experimental Sciences.,16,True,"['probabilistic', 'active-learning']",ziatdinovmax/gpax,https://github.com/ziatdinovmax/gpax,2021-10-28 13:43:18,2024-01-11 05:48:37.000,2024-01-08 20:06:28,616.0,56.0,16.0,4.0,43.0,6.0,14.0,157.0,2024-01-03 18:35:33,0.1.2,11.0,2.0,gpax,,,,https://pypi.org/project/gpax,100.0,100.0,,,,1.0,,,,,,,,,,,,,,,,,
82,ChemNLP project,,language-models,MIT,https://github.com/OpenBioML/chemnlp,ChemNLP project.,16,True,['datasets'],OpenBioML/chemnlp,https://github.com/OpenBioML/chemnlp,2023-02-13 16:20:23,2024-01-01 17:16:53.000,2023-12-09 14:48:20,324.0,70.0,43.0,3.0,272.0,110.0,139.0,118.0,,,,26.0,chemnlp,,,,https://pypi.org/project/chemnlp,31.0,31.0,,,,2.0,,,,,,,,,,,,,,,,,
83,MAST-ML,,general-tool,MIT,https://github.com/uw-cmg/MAST-ML,MAterials Simulation Toolkit for Machine Learning (MAST-ML).,16,True,,uw-cmg/MAST-ML,https://github.com/uw-cmg/MAST-ML,2017-02-16 17:03:57,2023-12-01 20:57:10.000,2023-07-28 18:33:43,3162.0,,52.0,14.0,36.0,22.0,191.0,88.0,2023-05-01 21:32:25,3.1.7,6.0,19.0,,,9.0,9.0,,,2.0,,,,2.0,,,,,,86.0,,,,,,,,,,,
84,Open Databases Integration for Materials Design (OPTIMADE),,datasets,CC-BY-4.0,https://github.com/Materials-Consortia/OPTIMADE,Specification of a common REST API for access to materials databases.,16,True,,Materials-Consortia/OPTIMADE,https://github.com/Materials-Consortia/OPTIMADE,2018-01-08 23:32:29,2024-01-10 21:57:05.000,2024-01-04 15:59:27,1408.0,18.0,35.0,22.0,271.0,73.0,145.0,62.0,2021-07-08 15:20:37,1.1.0,7.0,19.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
85,MatBench Discovery,,community,MIT,https://github.com/janosh/matbench-discovery,An evaluation framework for machine learning models simulating high-throughput materials discovery.,16,True,"['datasets', 'benchmarking']",janosh/matbench-discovery,https://github.com/janosh/matbench-discovery,2022-06-20 18:32:44,2024-01-06 17:13:13.000,2024-01-06 17:12:56,304.0,27.0,5.0,7.0,45.0,2.0,25.0,48.0,2023-09-13 14:29:49,1.0.0,2.0,5.0,matbench-discovery,,,,https://pypi.org/project/matbench-discovery,29.0,29.0,,,,2.0,,,,,,,,,,,,,,,,,
86,KLIFF,,ml-iap,LGPL-2.1,https://github.com/openkim/kliff,KIM-based Learning-Integrated Fitting Framework (KLIFF).,16,True,"['probabilistic', 'workflows']",openkim/kliff,https://github.com/openkim/kliff,2017-08-01 20:33:58,2024-01-08 17:08:13.000,2024-01-02 15:33:58,1036.0,51.0,18.0,2.0,119.0,16.0,18.0,29.0,2023-12-17 02:12:00,0.4.3,18.0,10.0,kliff,conda-forge/kliff,,,https://pypi.org/project/kliff,230.0,1937.0,https://anaconda.org/conda-forge/kliff,2023-12-18 18:25:23.770,66581.0,2.0,,,,,,,,,,,,,,,,,
87,FermiNet,,ml-wft,Apache-2.0,https://github.com/google-deepmind/ferminet,An implementation of the Fermionic Neural Network for ab-initio electronic structure calculations.,15,True,['transformer'],deepmind/ferminet,https://github.com/google-deepmind/ferminet,2020-10-06 12:21:06,2024-01-05 01:53:32.000,2023-12-20 19:11:54,220.0,28.0,106.0,34.0,29.0,,42.0,627.0,,,,18.0,,,,,,,,,,,2.0,,,,,,,,,,google-deepmind/ferminet,,,,,,,
88,Uni-Fold,,biomolecules,Apache-2.0,https://github.com/dptech-corp/Uni-Fold,An open-source platform for developing protein models beyond AlphaFold.,15,True,,dptech-corp/Uni-Fold,https://github.com/dptech-corp/Uni-Fold,2022-07-30 03:37:29,2024-01-08 08:26:46.000,2024-01-08 06:19:47,98.0,2.0,55.0,7.0,77.0,15.0,51.0,321.0,2022-10-19 12:44:31,2.2.0,3.0,7.0,,,,,,,186.0,,,,3.0,,,,,,2791.0,,,,,,,,,,,
89,openmm-torch,,md,https://github.com/openmm/openmm-torch#license,https://github.com/openmm/openmm-torch,OpenMM plugin to define forces with neural networks.,15,True,"['ml-iap', 'lang-cpp']",openmm/openmm-torch,https://github.com/openmm/openmm-torch,2019-09-27 18:15:19,2023-12-12 12:06:27.000,2023-10-03 16:21:43,61.0,,22.0,13.0,56.0,15.0,57.0,145.0,2023-10-09 08:49:10,1.4,16.0,7.0,,conda-forge/openmm-torch,,,,,6450.0,https://anaconda.org/conda-forge/openmm-torch,2023-11-29 21:24:23.296,232205.0,2.0,,,,,,,,,,,,,,,,,
90,Automatminer,,general-tool,https://github.com/hackingmaterials/automatminer/blob/main/LICENSE,https://github.com/hackingmaterials/automatminer,An automatic engine for predicting materials properties.,15,False,,hackingmaterials/automatminer,https://github.com/hackingmaterials/automatminer,2018-05-10 18:27:08,2023-11-12 10:09:39.000,2022-01-06 19:39:49,1666.0,,47.0,12.0,233.0,36.0,138.0,132.0,2020-07-28 02:19:07,1.0.3.20200727,17.0,13.0,automatminer,,7.0,7.0,https://pypi.org/project/automatminer,77.0,77.0,,,,3.0,,,,,,,,,,,,,,,,,
91,sGDML,,ml-iap,MIT,https://github.com/stefanch/sGDML,sGDML - Reference implementation of the Symmetric Gradient Domain Machine Learning model.,15,True,,stefanch/sGDML,https://github.com/stefanch/sGDML,2018-07-11 15:20:30,2023-08-31 12:58:49.000,2023-08-31 12:57:53,205.0,,35.0,8.0,12.0,6.0,11.0,128.0,2023-08-31 12:58:49,1.0.2,15.0,8.0,sgdml,,8.0,8.0,https://pypi.org/project/sgdml,87.0,87.0,,,,2.0,,,,,,,,,,,,,,,,,
92,CatLearn,,rep-eng,GPL-3.0,https://github.com/SUNCAT-Center/CatLearn,,15,True,['surface-science'],SUNCAT-Center/CatLearn,https://github.com/SUNCAT-Center/CatLearn,2018-04-20 04:16:14,2023-07-25 21:09:47.000,2023-02-07 09:31:25,1960.0,,51.0,19.0,79.0,10.0,16.0,94.0,2020-03-27 09:26:03,0.6.2,8.0,22.0,catlearn,,4.0,4.0,https://pypi.org/project/catlearn,119.0,119.0,,,,1.0,,,,,,,,,,,,,,,,,
93,mp-pyrho,,data-structures,https://github.com/materialsproject/pyrho,https://github.com/materialsproject/pyrho,Tools for re-griding volumetric quantum chemistry data for machine-learning purposes.,15,True,['ml-dft'],materialsproject/pyrho,https://github.com/materialsproject/pyrho,2020-05-25 22:44:02,2023-12-28 00:12:55.000,2023-03-21 17:22:18,244.0,,6.0,9.0,104.0,1.0,3.0,31.0,2022-10-20 05:07:16,0.3.0,23.0,8.0,mp-pyrho,,19.0,19.0,https://pypi.org/project/mp-pyrho,177.0,177.0,,,,3.0,,,,,,,,,,,,,,,,,
94,benchmarking-gnns,,rep-learn,MIT,https://github.com/graphdeeplearning/benchmarking-gnns,Repository for benchmarking graph neural networks.,14,False,"['single-paper', 'benchmarking']",graphdeeplearning/benchmarking-gnns,https://github.com/graphdeeplearning/benchmarking-gnns,2020-03-03 03:42:50,2023-06-22 04:03:53.000,2022-05-10 13:22:20,45.0,,427.0,59.0,17.0,4.0,63.0,2330.0,,,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
95,dlpack,,data-structures,Apache-2.0,https://github.com/dmlc/dlpack,common in-memory tensor structure.,14,True,['lang-cpp'],dmlc/dlpack,https://github.com/dmlc/dlpack,2017-02-24 16:56:47,2023-12-13 16:26:49.000,2023-12-13 16:26:18,69.0,1.0,127.0,47.0,71.0,25.0,35.0,812.0,2023-01-05 18:42:00,0.8,8.0,21.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
96,AI for Science Resources,,community,GPL-3.0 license,https://github.com/divelab/AIRS/blob/main/Overview/resources.md,"List of resources for AI4Science research, including learning resources.",14,True,,divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2024-01-08 23:43:46.000,2024-01-08 23:43:43,369.0,44.0,41.0,17.0,5.0,3.0,3.0,315.0,,,,26.0,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,
97,QH9: A Quantum Hamiltonian Prediction Benchmark,,datasets,CC-BY-NC-SA 4.0,https://github.com/divelab/AIRS/tree/main/OpenDFT/QHBench/QH9,Artificial Intelligence Research for Science (AIRS).,14,True,['ml-dft'],divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2024-01-08 23:43:46.000,2024-01-08 23:43:43,369.0,44.0,41.0,17.0,5.0,3.0,3.0,315.0,,,,26.0,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,
98,Artificial Intelligence for Science (AIRS),,general-tool,GPL-3.0 license,https://github.com/divelab/AIRS,Artificial Intelligence Research for Science (AIRS).,14,True,"['rep-learn', 'generative', 'ml-iap', 'md', 'ml-dft', 'ml-wft', 'biomolecules']",divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2024-01-08 23:43:46.000,2024-01-08 23:43:43,369.0,44.0,41.0,17.0,5.0,3.0,3.0,315.0,,,,26.0,,,,,,,,,,,3.0,,,,,,,,,2.0,,,,,,,,
99,QHNet,,ml-dft,GPL-3.0,https://github.com/divelab/AIRS/tree/main/OpenDFT/QHNet,Artificial Intelligence Research for Science (AIRS).,14,True,['rep-learn'],divelab/AIRS,https://github.com/divelab/AIRS,2023-02-01 17:05:09,2024-01-08 23:43:46.000,2024-01-08 23:43:43,369.0,44.0,41.0,17.0,5.0,3.0,3.0,315.0,,,,26.0,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,
100,GT4SD - Generative Toolkit for Scientific Discovery,,community,MIT,https://huggingface.co/GT4SD,Gradio apps of generative models in GT4SD.,14,True,"['generative', 'pre-trained', 'drug-discovery']",GT4SD/gt4sd-core,https://github.com/GT4SD/gt4sd-core,2022-02-11 19:06:58,2023-11-27 08:23:51.000,2023-10-16 07:22:44,283.0,1.0,60.0,17.0,136.0,2.0,92.0,285.0,2023-05-06 06:55:52,1.3.1,54.0,19.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
101,QML,,general-tool,MIT,https://github.com/qmlcode/qml,QML: Quantum Machine Learning.,14,False,,qmlcode/qml,https://github.com/qmlcode/qml,2017-04-22 04:48:38,2023-07-26 12:01:42.000,2018-09-10 11:14:35,75.0,,81.0,23.0,101.0,27.0,19.0,192.0,,,3.0,2.0,qml,,23.0,23.0,https://pypi.org/project/qml,130.0,130.0,,,,3.0,,,,,,,,,,,,,,,,,
102,gptchem,,language-models,MIT,https://github.com/kjappelbaum/gptchem,Use GPT-3 to solve chemistry problems.,14,True,,kjappelbaum/gptchem,https://github.com/kjappelbaum/gptchem,2023-01-06 15:34:32,2023-11-30 09:31:35.000,2023-10-04 11:27:09,147.0,,30.0,9.0,4.0,15.0,2.0,170.0,2023-11-30 09:31:51,0.0.4,2.0,4.0,gptchem,,,,https://pypi.org/project/gptchem,26.0,26.0,,,,2.0,,,,,,,,,,,,,,,,,
103,DADApy,,unsupervised,Apache-2.0,https://github.com/sissa-data-science/DADApy,Distance-based Analysis of DAta-manifolds in python.,14,True,,sissa-data-science/DADApy,https://github.com/sissa-data-science/DADApy,2021-02-16 17:45:23,2024-01-08 10:31:37.000,2024-01-08 10:30:11,671.0,21.0,11.0,8.0,79.0,12.0,15.0,81.0,2023-05-25 16:37:17,0.2.0,3.0,16.0,dadapy,,2.0,2.0,https://pypi.org/project/dadapy,32.0,32.0,,,,1.0,,,,,,,,,,,,,,,,,
104,NNPOps,,ml-iap,MIT,https://github.com/openmm/NNPOps,High-performance operations for neural network potentials.,14,True,"['md', 'lang-cpp']",openmm/NNPOps,https://github.com/openmm/NNPOps,2020-09-10 21:02:00,2023-12-11 15:57:36.573,2023-07-25 21:23:53,94.0,,15.0,10.0,62.0,20.0,33.0,75.0,2023-07-26 11:21:58,0.6,7.0,7.0,,conda-forge/nnpops,,,,,3510.0,https://anaconda.org/conda-forge/nnpops,2023-12-11 15:57:36.573,77225.0,2.0,,,,,,,,,,,,,,,,,
105,MODNet,,rep-eng,MIT,https://github.com/ppdebreuck/modnet,MODNet: a framework for machine learning materials properties.,14,True,"['pre-trained', 'small-data', 'transfer-learning']",ppdebreuck/modnet,https://github.com/ppdebreuck/modnet,2020-03-13 07:39:21,2024-01-01 21:39:13.000,2023-11-13 22:45:08,259.0,2.0,29.0,7.0,148.0,13.0,23.0,63.0,2023-07-29 11:00:10,0.4.1,18.0,7.0,,,5.0,5.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
106,Ultra-Fast Force Fields (UF3),,ml-iap,Apache-2.0,https://github.com/uf3/uf3,UF3: a python library for generating ultra-fast interatomic potentials.,14,True,,uf3/uf3,https://github.com/uf3/uf3,2021-10-01 13:21:44,2024-01-02 23:51:19.000,2023-10-27 16:18:56,514.0,2.0,19.0,6.0,70.0,13.0,24.0,50.0,2023-10-27 16:36:21,0.4.0,4.0,8.0,uf3,,,,https://pypi.org/project/uf3,23.0,23.0,,,,2.0,,,,,,,,,,,,,,,,,
107,Polynomials4ML.jl,,math,MIT,https://github.com/ACEsuit/Polynomials4ML.jl,"Polynomials for ML: fast evaluation, batching, differentiation.",14,True,['lang-julia'],ACEsuit/Polynomials4ML.jl,https://github.com/ACEsuit/Polynomials4ML.jl,2022-09-20 23:05:53,2024-01-11 01:40:50.000,2023-12-22 05:22:18,341.0,25.0,5.0,4.0,35.0,15.0,29.0,12.0,2023-12-22 05:46:11,0.2.9,13.0,9.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
