,name,resource,category,homepage,description,projectrank,show,labels,docs_url,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,trending,gitlab_id,npm_id,npm_url,npm_monthly_downloads,label,gitlab_url
61,QML,,general-tools,http://www.qmlcode.org/,QML: Quantum Machine Learning.,16,False,,,qmlcode/qml,qml,,https://github.com/qmlcode/qml,MIT,2017-04-22 04:48:38,2023-06-07 09:48:49.000000,2018-09-10 11:14:35,75.0,,76.0,23.0,99.0,27.0,18.0,182.0,,,3.0,16.0,16.0,2.0,https://pypi.org/project/qml,446.0,446.0,,,,3.0,,,,,,,,,,,,,
62,ALIGNN,,representation-learning,https://github.com/usnistgov/alignn,Atomistic Line Graph Neural Network.,16,True,,,usnistgov/alignn,alignn,,https://github.com/usnistgov/alignn,,2021-04-19 20:08:09,2023-06-04 03:27:44.000000,2023-06-04 03:26:22,536.0,82.0,58.0,10.0,75.0,24.0,14.0,129.0,2023-06-04 03:27:44,2023.05.31,36.0,3.0,3.0,6.0,https://pypi.org/project/alignn,758.0,758.0,,,,2.0,,,,,,,,,,,,,
63,sGDML,,mlp,https://github.com/stefanch/sGDML,sGDML - Reference implementation of the Symmetric Gradient Domain Machine Learning model.,16,True,,http://docs.sgdml.org/,stefanch/sGDML,sgdml,,https://github.com/stefanch/sGDML,MIT,2018-07-11 15:20:30,2023-06-08 12:51:43.000000,2023-06-08 12:49:46,199.0,1.0,32.0,9.0,11.0,5.0,11.0,109.0,2023-06-08 12:51:43,1.0.1,14.0,8.0,8.0,7.0,https://pypi.org/project/sgdml,270.0,270.0,,,,2.0,,,,,,,,,,,,,
64,CatLearn,,representation-engineering,https://github.com/SUNCAT-Center/CatLearn,,16,True,['surface-science'],,SUNCAT-Center/CatLearn,catlearn,,https://github.com/SUNCAT-Center/CatLearn,GPL-3.0,2018-04-20 04:16:14,2023-02-07 09:31:25.000000,2023-02-07 09:31:25,1960.0,,49.0,19.0,78.0,9.0,16.0,86.0,2020-03-27 09:26:03,0.6.2,8.0,3.0,3.0,22.0,https://pypi.org/project/catlearn,199.0,199.0,,,,1.0,,,,,,,,,,,,,
65,benchmarking-gnns,,representation-learning,https://github.com/graphdeeplearning/benchmarking-gnns,Repository for benchmarking graph neural networks.,15,False,"['single-paper', 'benchmarking']",,graphdeeplearning/benchmarking-gnns,,,https://github.com/graphdeeplearning/benchmarking-gnns,MIT,2020-03-03 03:42:50,2023-04-10 05:44:17.000000,2022-05-10 13:22:20,45.0,,411.0,57.0,16.0,4.0,60.0,2185.0,,,,,,5.0,,,,,,,2.0,,,,,,,,,,,,,
66,Uni-Mol,,representation-learning,https://github.com/dptech-corp/Uni-Mol,Official Repository for the Uni-Mol Series Methods.,15,True,['pretrained'],,dptech-corp/Uni-Mol,,,https://github.com/dptech-corp/Uni-Mol,MIT,2022-05-22 13:26:41,2023-06-12 09:02:32.000000,2023-06-12 09:02:32,72.0,15.0,54.0,18.0,46.0,17.0,57.0,335.0,2022-10-19 12:07:03,0.1,1.0,,,6.0,,,380.0,,,,2.0,,,,,,3047.0,,,,,,,
67,MoLeR,,generative,https://github.com/microsoft/molecule-generation,Implementation of MoLeR: a generative model of molecular graphs which supports scaffold-constrained generation.,15,True,,,microsoft/molecule-generation,molecule-generation,,https://github.com/microsoft/molecule-generation,MIT,2022-02-17 19:16:29,2023-05-12 09:52:57.000000,2023-05-05 01:18:33,59.0,3.0,28.0,11.0,29.0,7.0,21.0,178.0,2022-10-31 14:21:41,0.3.0,3.0,,,5.0,https://pypi.org/project/molecule-generation,112.0,112.0,,,,1.0,,,,,,,,,,,,,
68,Librascal,,representations,https://github.com/lab-cosmo/librascal,A scalable and versatile library to generate representations for atomic-scale learning.,15,True,,https://lab-cosmo.github.io/librascal/,lab-cosmo/librascal,,,https://github.com/lab-cosmo/librascal,LGPL-2.1,2018-02-01 08:38:51,2023-06-06 10:01:25.000000,2023-06-06 10:01:20,2930.0,3.0,19.0,19.0,198.0,99.0,131.0,68.0,,,3.0,30.0,30.0,29.0,,,,,,,1.0,,,,,,,,,,,,,
69,SpheriCart,,math,https://github.com/lab-cosmo/sphericart,Multi-language library for the calculation of spherical harmonics in Cartesian coordinates.,15,True,,https://sphericart.readthedocs.io/,lab-cosmo/sphericart,sphericart,,https://github.com/lab-cosmo/sphericart,Apache-2.0,2023-02-04 15:15:25,2023-06-12 14:57:22.000000,2023-05-23 13:48:57,306.0,141.0,3.0,4.0,41.0,6.0,4.0,34.0,2023-04-26 12:06:09,0.3.0,1.0,1.0,1.0,6.0,https://pypi.org/project/sphericart,188.0,188.0,,,,1.0,,,,,,,,,,,,,
70,KLIFF,,mlp,https://github.com/openkim/kliff,KIM-based Learning-Integrated Fitting Framework (KLIFF).,15,True,"['probabilistic', 'workflows']",https://kliff.readthedocs.io/,openkim/kliff,kliff,conda-forge/kliff,https://github.com/openkim/kliff,LGPL-2.1,2017-08-01 20:33:58,2023-06-01 20:56:43.000000,2023-05-03 19:46:46,951.0,101.0,17.0,2.0,91.0,15.0,16.0,26.0,2022-10-07 05:16:11,0.4.1,16.0,,,10.0,https://pypi.org/project/kliff,111.0,1468.0,https://anaconda.org/conda-forge/kliff,2022-11-07 13:42:57.936,58361.0,2.0,,,,,,,,,,,,,
71,CCS_fit,,mlp,https://github.com/Teoroo-CMC/CCS,Curvature Constrained Splines.,15,True,,,Teoroo-CMC/CCS,ccs_fit,,https://github.com/Teoroo-CMC/CCS,GPL-3.0,2021-12-13 14:29:53,2023-05-25 13:48:13.000000,2023-05-25 13:48:12,731.0,52.0,8.0,2.0,10.0,8.0,5.0,5.0,2023-05-25 13:48:15,0.21.6,100.0,,,8.0,https://pypi.org/project/ccs_fit,1244.0,1275.0,,,,2.0,,,,,,223.0,,,,,,,
72,n2p2,,mlp,https://github.com/CompPhysVienna/n2p2,n2p2 - A Neural Network Potential Package.,14,True,['C++'],https://compphysvienna.github.io/n2p2/,CompPhysVienna/n2p2,,,https://github.com/CompPhysVienna/n2p2,GPL-3.0,2018-07-25 12:29:17,2023-05-11 16:26:02.000000,2022-09-05 10:56:20,387.0,,64.0,12.0,53.0,54.0,85.0,181.0,2022-05-23 12:53:39,2.2.0,11.0,,,9.0,,,,,,,2.0,,,,,,,,,,,,,
73,DeepH-pack,,ml-dft,https://github.com/mzjb/DeepH-pack,Deep neural networks for density functional theory Hamiltonian.,14,True,['Julia'],https://deeph-pack.deepmodeling.com/,mzjb/DeepH-pack,,,https://github.com/mzjb/DeepH-pack,MIT,2022-05-13 02:51:32,2023-06-06 06:23:06.000000,2023-06-06 06:23:06,47.0,5.0,25.0,3.0,12.0,4.0,28.0,111.0,2023-05-25 06:11:22,0.2.0,2.0,,,6.0,,,,,,,1.0,,,,,,,,,,,,,
74,gpax,,math,https://github.com/ziatdinovmax/gpax,Structured Gaussian Processes and Deep Kernel Learning.,14,True,"['probabilistic', 'active-learning']",https://gpax.readthedocs.io/,ziatdinovmax/gpax,gpax,,https://github.com/ziatdinovmax/gpax,MIT,2021-10-28 13:43:18,2023-05-21 22:37:06.000000,2023-05-21 22:37:06,351.0,57.0,12.0,2.0,25.0,,2.0,81.0,2023-01-16 02:42:24,0.0.6,6.0,,,,https://pypi.org/project/gpax,108.0,108.0,,,,2.0,,,,,,,,,,,,,
75,JARVIS-Leaderboard,,datasets,https://pages.nist.gov/jarvis_leaderboard/,This project provides benchmark-performances for materials science applications including Artificial Intelligence..,14,True,['benchmarking'],,usnistgov/jarvis_leaderboard,,,https://github.com/usnistgov/jarvis_leaderboard,,2022-07-15 16:48:33,2023-06-12 16:25:42.000000,2023-06-12 13:59:36,552.0,504.0,22.0,3.0,200.0,3.0,,19.0,2023-06-05 20:52:30,2023.05.30,16.0,,,21.0,,,,,,,1.0,,,,,,,,,,,,,
76,SISSO,,representations,https://github.com/rouyang2017/SISSO,A data-driven method combining symbolic regression and compressed sensing for accurate & interpretable models.,13,True,['Fortran'],,rouyang2017/SISSO,,,https://github.com/rouyang2017/SISSO,Apache-2.0,2017-10-16 11:31:57,2023-05-25 00:11:18.000000,2023-05-25 00:11:18,150.0,6.0,58.0,6.0,2.0,2.0,46.0,164.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,
77,MACE,,mlp,https://github.com/ACEsuit/mace,MACE - Fast and accurate machine learning interatomic potentials with higher order equivariant message passing.,13,True,,,ACEsuit/mace,,,https://github.com/ACEsuit/mace,,2022-06-21 18:44:34,2023-06-03 11:25:51.000000,2023-02-23 19:36:43,207.0,,49.0,17.0,63.0,15.0,25.0,160.0,2023-02-09 12:24:53,0.2.0,1.0,,,11.0,,,,,,,2.0,,,,,,,,,,,,,
78,Automatminer,,general-tools,https://hackingmaterials.lbl.gov/automatminer/,An automatic engine for predicting materials properties.,13,False,,,hackingmaterials/automatminer,automatminer,,https://github.com/hackingmaterials/automatminer,,2018-05-10 18:27:08,2022-12-07 10:00:21.000000,2022-01-06 19:39:49,1666.0,,42.0,11.0,232.0,36.0,138.0,124.0,2020-07-28 02:19:07,1.0.3.20200727,17.0,5.0,5.0,12.0,https://pypi.org/project/automatminer,96.0,96.0,,,,3.0,,,,,,,,,,,,,
79,PyXtalFF,,mlp,https://github.com/MaterSim/PyXtal_FF,Machine Learning Interatomic Potential Predictions.,13,True,,https://pyxtal-ff.readthedocs.io/,MaterSim/PyXtal_FF,pyxtal_ff,,https://github.com/MaterSim/PyXtal_FF,,2019-01-08 08:43:35,2023-06-09 17:18:38.000000,2023-06-09 17:18:34,555.0,2.0,19.0,9.0,2.0,8.0,51.0,68.0,2023-06-09 17:17:24,0.2.3,19.0,,,8.0,https://pypi.org/project/pyxtal_ff,182.0,182.0,,,,2.0,,,,,,,,,,,,,
80,Ultra-Fast Force Fields (UF3),,mlp,https://github.com/uf3/uf3,UF3: a python library for generating ultra-fast interatomic potentials.,13,True,,https://uf3.readthedocs.io/,uf3/uf3,uf3,,https://github.com/uf3/uf3,Apache-2.0,2021-10-01 13:21:44,2023-05-19 20:37:17.000000,2022-10-03 23:52:05,382.0,,13.0,3.0,24.0,8.0,15.0,28.0,2022-09-29 10:22:37,0.3.2,3.0,,,3.0,https://pypi.org/project/uf3,22.0,22.0,,,,2.0,,,,,,,,,,,,,
81,Equistore,,data-structures,https://github.com/lab-cosmo/equistore,Storage format for equivariant atomistic machine learning.,13,True,,https://lab-cosmo.github.io/equistore,lab-cosmo/equistore,,,https://github.com/lab-cosmo/equistore,BSD-3-Clause,2022-03-01 15:58:28,2023-06-12 09:21:28.000000,2023-06-12 09:15:55,289.0,101.0,11.0,15.0,196.0,36.0,50.0,23.0,,,,,,16.0,,,,,,,3.0,,,,,,,,,,,,,
82,aviary,,materials-discovery,https://github.com/CompRhys/aviary,The Wren sits on its Roost in the Aviary.,13,True,,,CompRhys/aviary,,,https://github.com/CompRhys/aviary,MIT,2021-09-28 12:29:05,2023-05-20 20:20:44.000000,2023-05-20 20:20:31,598.0,3.0,8.0,2.0,46.0,4.0,22.0,23.0,2023-01-26 10:01:39,0.1.0,3.0,,,4.0,,,,,,,1.0,,,,,,,,,,,,,
83,Polynomials4ML.jl,,math,https://github.com/ACEsuit/Polynomials4ML.jl,"Polynomials for ML: fast evaluation, batching, differentiation.",13,False,['Julia'],,ACEsuit/Polynomials4ML.jl,,,https://github.com/ACEsuit/Polynomials4ML.jl,MIT,2022-09-20 23:05:53,2023-06-12 07:19:12.000000,2023-06-07 05:06:21,178.0,142.0,1.0,3.0,15.0,16.0,11.0,3.0,2023-06-07 05:31:24,0.1.4,2.0,,,7.0,,,,,,,2.0,,,,,,,,,,,,,
84,Crystal Graph Convolutional Neural Networks (CGCNN),,representation-learning,https://github.com/txie-93/cgcnn,Crystal graph convolutional neural networks for predicting material properties.,12,False,,,txie-93/cgcnn,,,https://github.com/txie-93/cgcnn,MIT,2018-03-14 20:41:21,2021-09-06 05:23:51.000000,2021-09-06 05:23:38,25.0,,240.0,22.0,7.0,16.0,17.0,471.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,
85,DMFF,,mlp,https://github.com/deepmodeling/DMFF,DMFF (Differentiable Molecular Force Field) is a Jax-based python package that provides a full differentiable..,12,True,,,deepmodeling/DMFF,,,https://github.com/deepmodeling/DMFF,LGPL-3.0,2022-02-14 01:35:50,2023-06-03 07:03:31.000000,2023-02-14 05:57:53,273.0,,23.0,12.0,91.0,8.0,5.0,97.0,2022-12-02 14:41:23,0.2.0,3.0,,,6.0,,,,,,,2.0,,,,,,,,,,,,,
86,SchNetPack G-SchNet,,generative,https://github.com/atomistic-machine-learning/schnetpack-gschnet,G-SchNet extension for SchNetPack.,12,True,,,atomistic-machine-learning/schnetpack-gschnet,,,https://github.com/atomistic-machine-learning/schnetpack-gschnet,MIT,2022-04-21 12:34:13,2023-06-01 14:11:50.000000,2023-06-01 14:11:46,116.0,28.0,3.0,4.0,,,8.0,18.0,2023-04-25 14:09:07,1.0.0,2.0,,,3.0,,,,,,,2.0,,,,,,,,,,,,,
87,Compositionally-Restricted Attention-Based Network (CrabNet),,representation-learning,https://github.com/sparks-baird/CrabNet,Predict materials properties using only the composition information!.,12,True,,https://crabnet.readthedocs.io/,sparks-baird/CrabNet,crabnet,,https://github.com/sparks-baird/CrabNet,MIT,2021-09-17 07:58:15,2023-03-13 10:00:02.000000,2023-02-10 18:37:47,426.0,,2.0,1.0,54.0,13.0,2.0,10.0,2023-06-07 01:07:33,2.0.8,5.0,10.0,10.0,5.0,https://pypi.org/project/crabnet,316.0,316.0,,,,2.0,,,,,,,,,,,,,
88,OpenChem,,general-tools,https://github.com/Mariewelt/OpenChem,OpenChem: Deep Learning toolkit for Computational Chemistry and Drug Design Research.,11,False,,https://mariewelt.github.io/OpenChem/,Mariewelt/OpenChem,,,https://github.com/Mariewelt/OpenChem,MIT,2018-07-10 01:27:33,2023-06-06 01:57:19.000000,2022-04-27 19:27:40,444.0,,97.0,35.0,11.0,15.0,2.0,529.0,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
89,Deep Learning for Molecules and Materials Book,,educational,https://dmol.pub/,,11,True,,,whitead/dmol-book,,,https://github.com/whitead/dmol-book,,2020-08-19 19:24:32,2023-05-31 08:47:59.000000,2023-01-25 06:49:56,555.0,,92.0,17.0,90.0,22.0,128.0,502.0,,,,,,17.0,,,,,,,1.0,,,,,,,,,,,,,
90,ReLeaSE,,reinforcement-learning,https://github.com/isayev/ReLeaSE,Deep Reinforcement Learning for de-novo Drug Design.,11,False,['drug-discovery'],,isayev/ReLeaSE,,,https://github.com/isayev/ReLeaSE,MIT,2018-04-26 14:50:34,2021-12-08 19:49:36.000000,2021-12-08 19:49:36,160.0,,121.0,19.0,9.0,27.0,8.0,304.0,,,,,,5.0,,,,,,,1.0,,,,,,,,,,,,,
91,DeepLearningLifeSciences,,educational,https://github.com/deepchem/DeepLearningLifeSciences,Example code from the book Deep Learning for the Life Sciences.,11,False,,,deepchem/DeepLearningLifeSciences,,,https://github.com/deepchem/DeepLearningLifeSciences,MIT,2019-02-05 17:16:18,2021-09-17 05:10:37.000000,2021-09-17 05:10:37,52.0,,128.0,22.0,15.0,10.0,8.0,292.0,2019-10-28 18:46:28,1.0,1.0,,,10.0,,,,,,,1.0,,,,,,,,,,,,,
92,ANI-1,,mlp,https://github.com/isayev/ASE_ANI,ANI-1 neural net potential with python interface (ASE).,11,False,,,isayev/ASE_ANI,,,https://github.com/isayev/ASE_ANI,MIT,2016-12-08 05:09:32,2020-12-14 19:57:50.000000,2020-06-05 22:46:43,111.0,,55.0,36.0,9.0,11.0,20.0,202.0,,,,,,6.0,,,,,,,2.0,,,,,,,,,,,,,
93,gptchem,,nlp,https://github.com/kjappelbaum/gptchem,Use GPT-3 to solve chemistry problems.,11,True,,https://gptchem.readthedocs.io/,kjappelbaum/gptchem,gptchem,,https://github.com/kjappelbaum/gptchem,MIT,2023-01-06 15:34:32,2023-05-24 15:10:59.000000,2023-04-20 20:42:57,107.0,12.0,27.0,5.0,2.0,3.0,2.0,146.0,2023-04-06 19:44:55,0.0.1,1.0,,,2.0,https://pypi.org/project/gptchem,55.0,55.0,,,,2.0,,,,,,,,,,,,,
94,MolSkill,,nlp,https://github.com/microsoft/molskill,Learning chemical intuition from humans in the loop. Supporting code.,11,True,"['drug-discovery', 'recommender']",,microsoft/molskill,,msr-ai4science/molskill,https://github.com/microsoft/molskill,MIT,2023-01-12 13:48:31,2023-06-01 11:26:12.000000,2023-05-09 08:10:50,75.0,16.0,4.0,7.0,7.0,2.0,3.0,73.0,2023-05-09 08:12:46,1.2,4.0,,,4.0,,,18.0,https://anaconda.org/msr-ai4science/molskill,2023-05-09 08:22:57.462,74.0,2.0,,,,,,,,,,,,,
95,Neural fingerprint (nfp),,representation-learning,https://github.com/NREL/nfp,Keras layers for end-to-end learning with rdkit and pymatgen.,11,True,,,NREL/nfp,,,https://github.com/NREL/nfp,,2018-11-20 23:55:23,2022-08-29 21:59:14.000000,2022-06-14 22:18:28,143.0,,24.0,7.0,18.0,,6.0,52.0,2022-04-27 17:05:25,0.3.12,13.0,11.0,11.0,4.0,,,,,,,2.0,,,,,,,,,,,,,
96,AMPtorch,,general-tools,https://github.com/ulissigroup/amptorch,AMPtorch: Atomistic Machine Learning Package (AMP) - PyTorch.,11,True,,https://amptorch.readthedocs.io/,ulissigroup/amptorch,,,https://github.com/ulissigroup/amptorch,GPL-3.0,2019-01-24 15:15:48,2023-06-08 02:14:00.000000,2023-06-08 02:13:55,755.0,7.0,31.0,10.0,95.0,4.0,25.0,50.0,2021-07-02 13:47:40,0.1,1.0,,,13.0,,,,,,,3.0,,,,,,,,,,,,,
97,SIMPLE-NN,,mlp,https://github.com/MDIL-SNU/SIMPLE-NN,SIMPLE-NN(SNU Interatomic Machine-learning PotentiaL packagE version Neural Network).,11,False,,https://simple-nn-v2.readthedocs.io/,MDIL-SNU/SIMPLE-NN,,,https://github.com/MDIL-SNU/SIMPLE-NN,GPL-3.0,2018-03-26 23:53:35,2022-01-27 05:04:05.000000,2022-01-27 05:04:05,586.0,,18.0,12.0,91.0,4.0,26.0,41.0,2021-09-23 01:41:42,1.1.1,9.0,,,4.0,,,,,,,2.0,,,,,,,,,,,,,
98,synspace,,generative,https://github.com/whitead/synspace,Synthesis generative model.,11,True,,,whitead/synspace,synspace,,https://github.com/whitead/synspace,MIT,2022-12-28 00:59:14,2023-04-15 22:42:57.000000,2023-04-15 18:04:16,27.0,4.0,2.0,3.0,1.0,2.0,1.0,25.0,2023-04-15 22:42:57,0.3.0,3.0,2.0,2.0,2.0,https://pypi.org/project/synspace,723.0,723.0,,,,2.0,,,,,,,,,,,,,
99,ACE1Pack.jl,,mlp,https://github.com/ACEsuit/ACE1pack.jl,"Provides convenience functionality for the usage of ACE1.jl, ACEfit.jl, JuLIP.jl for fitting interatomic potentials..",11,True,['Julia'],https://acesuit.github.io/ACE1pack.jl,ACEsuit/ACE1pack.jl,,,https://github.com/ACEsuit/ACE1pack.jl,MIT,2022-01-21 17:28:37,2023-06-09 21:29:23.000000,2023-06-09 21:09:07,468.0,39.0,7.0,6.0,48.0,41.0,37.0,9.0,,,,,,11.0,,,,,,,2.0,,,,,,,,,,,,,
100,GDC,,representation-learning,https://github.com/gasteigerjo/gdc,"Graph Diffusion Convolution, as proposed in Diffusion Improves Graph Learning (NeurIPS 2019).",10,True,['generative'],,gasteigerjo/gdc,,,https://github.com/gasteigerjo/gdc,MIT,2019-10-26 16:05:11,2023-04-26 14:22:40.000000,2023-04-26 14:22:40,28.0,1.0,35.0,3.0,1.0,,10.0,212.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,
101,Neural Force Field,,mlp,https://github.com/learningmatter-mit/NeuralForceField,Neural Network Force Field based on PyTorch.,10,True,['pretrained'],,learningmatter-mit/NeuralForceField,,,https://github.com/learningmatter-mit/NeuralForceField,MIT,2020-10-04 15:17:41,2023-05-20 16:41:05.000000,2023-05-20 16:40:59,118.0,1.0,38.0,8.0,3.0,1.0,15.0,167.0,,,,,,9.0,,,,,,,2.0,,,,,,,,,,,,,
102,ASAP,,unsupervised,https://github.com/BingqingCheng/ASAP,ASAP is a package that can quickly analyze and visualize datasets of crystal or molecular structures.,10,False,,https://bingqingcheng.github.io/,BingqingCheng/ASAP,,,https://github.com/BingqingCheng/ASAP,MIT,2019-08-11 12:45:14,2021-12-14 13:26:26.000000,2021-12-14 13:26:19,755.0,,24.0,7.0,37.0,6.0,17.0,104.0,,,,,,6.0,,,,,,,2.0,,,,,,,,,,,,,
103,nlcc,,nlp,https://github.com/whitead/nlcc,Natural language computational chemistry command line interface.,10,True,['single-paper'],,whitead/nlcc,nlcc,,https://github.com/whitead/nlcc,,2021-08-19 18:23:52,2023-02-04 03:07:56.000000,2023-02-04 03:06:33,144.0,,5.0,4.0,1.0,,9.0,41.0,2023-02-04 03:07:56,0.6.0,10.0,,,3.0,https://pypi.org/project/nlcc,57.0,57.0,,,,3.0,,,,,,,,,,,,,
104,Pacemaker,,mlp,https://cortner.github.io/ACEweb,Python package for fitting ACE potentials.,10,True,,https://pacemaker.readthedocs.io,ICAMS/python-ace,python-ace,,https://github.com/ICAMS/python-ace,,2021-11-19 11:39:54,2023-05-04 15:35:14.000000,2023-05-04 15:34:21,96.0,17.0,7.0,3.0,15.0,4.0,20.0,36.0,2022-10-24 19:59:33,0.2.8,2.0,,,4.0,https://pypi.org/project/python-ace,5.0,5.0,,,,2.0,,,,,,,,,,,,,
105,jarvis-tools-notebooks,,educational,https://github.com/JARVIS-Materials-Design/jarvis-tools-notebooks,A Google-Colab Notebook Collection for Materials Design.,10,True,,,JARVIS-Materials-Design/jarvis-tools-notebooks,,,https://github.com/JARVIS-Materials-Design/jarvis-tools-notebooks,,2020-06-27 20:22:02,2023-05-02 13:53:46.000000,2023-05-02 13:53:46,298.0,62.0,19.0,3.0,26.0,,,36.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,
106,flare++,,general-tools,https://github.com/mir-group/flare_pp,A many-body extension of the FLARE code.,10,False,"['C++', 'active-learning']",https://mir-group.github.io/flare_pp,mir-group/flare_pp,flare_pp,,https://github.com/mir-group/flare_pp,MIT,2019-11-20 22:46:32,2022-02-27 21:05:09.000000,2022-02-24 19:00:50,989.0,,6.0,6.0,28.0,8.0,16.0,33.0,,,,,,10.0,https://pypi.org/project/flare_pp,68.0,68.0,,,,3.0,,,,,,,,,,,,,
107,cmlkit,,representation-engineering,https://marcel.science/repbench/,tools for machine learning in condensed matter physics and quantum chemistry.,10,False,['benchmarking'],,sirmarcel/cmlkit,cmlkit,,https://github.com/sirmarcel/cmlkit,MIT,2018-05-31 07:56:52,2022-04-01 00:39:14.000000,2022-03-25 22:27:04,526.0,,6.0,3.0,1.0,6.0,2.0,29.0,,,,3.0,3.0,,https://pypi.org/project/cmlkit,50.0,50.0,,,,2.0,,,,,,,,,,,,,
108,NeuralXC,,ml-dft,https://github.com/semodi/neuralxc,Implementation of a machine learned density functional.,10,False,,,semodi/neuralxc,,,https://github.com/semodi/neuralxc,BSD-3-Clause,2019-03-14 18:13:40,2022-11-30 11:39:22.000000,2021-07-05 21:36:23,337.0,,8.0,5.0,9.0,5.0,5.0,28.0,,,3.0,,,,,,,,,,2.0,,,,,,,,,,,,,
109,OpenKIM,,mlp,https://openkim.org/,"The Open Knowledgebase of Interatomic Models (OpenKIM) aims to be an online resource for standardized testing, long-..",10,False,['knowledgebase'],https://kim-api.readthedocs.io/,openkim/kim-api,,,https://github.com/openkim/kim-api,LGPL-2.1,2014-07-28 21:21:08,2022-11-04 00:09:30.000000,2022-03-17 23:01:36,2371.0,,18.0,11.0,54.0,15.0,17.0,28.0,,,,,,23.0,,,,,,,2.0,,,,,,,,,,,,,
110,Finetuna,,active-learning,https://github.com/ulissigroup/finetuna,Active Learning for Machine Learning Potentials.,10,True,['active-learning'],,ulissigroup/finetuna,,,https://github.com/ulissigroup/finetuna,MIT,2020-09-22 14:39:52,2023-03-15 18:08:52.000000,2023-02-13 20:10:48,1196.0,,6.0,3.0,37.0,3.0,13.0,23.0,,,,,,11.0,,,,,,,1.0,,,,,,,,,,,,,
111,iam-notebooks,,educational,https://github.com/ceriottm/iam-notebooks,Jupyter notebooks for the lectures of the Introduction to Atomistic Modeling.,10,True,,,ceriottm/iam-notebooks,,,https://github.com/ceriottm/iam-notebooks,Apache-2.0,2020-11-23 21:27:41,2023-05-26 14:38:26.000000,2023-05-26 14:38:20,227.0,16.0,4.0,4.0,7.0,3.0,,16.0,,,,,,6.0,,,,,,,2.0,,,,,,,,,,,,,
112,Rascaline,,representations,https://github.com/Luthaf/rascaline,Computing representations for atomistic machine learning.,10,True,,https://luthaf.fr/rascaline/,Luthaf/rascaline,,,https://github.com/Luthaf/rascaline,BSD-3-Clause,2020-09-24 14:28:34,2023-06-08 09:55:35.000000,2023-05-30 12:53:47,391.0,17.0,11.0,5.0,159.0,17.0,14.0,11.0,,,,,,9.0,,,,,,,2.0,,,,,,,,,,,,,
113,NNsforMD,,mlp,https://github.com/aimat-lab/NNsForMD,"Neural network class for molecular dynamics to predict potential energy, forces and non-adiabatic couplings.",10,True,,,aimat-lab/NNsForMD,pyNNsMD,,https://github.com/aimat-lab/NNsForMD,MIT,2020-08-31 11:14:18,2022-11-10 13:04:49.000000,2022-11-10 13:04:45,265.0,,3.0,3.0,,,,9.0,2022-04-12 15:10:32,2.0.0,5.0,,,2.0,https://pypi.org/project/pyNNsMD,22.0,22.0,,,,2.0,,,,,,,,,,,,,
114,molecularGNN_smiles,,representation-learning,https://github.com/masashitsubaki/molecularGNN_smiles,"The code of a graph neural network (GNN) for molecules, which is based on learning representations of r-radius..",9,False,,,masashitsubaki/molecularGNN_smiles,,,https://github.com/masashitsubaki/molecularGNN_smiles,Apache-2.0,2018-11-06 00:25:26,2020-11-28 02:04:45.000000,2020-11-28 02:04:45,79.0,,66.0,6.0,,6.0,1.0,238.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
115,Allegro,,mlp,https://github.com/mir-group/allegro,Allegro is an open-source code for building highly scalable and accurate equivariant deep learning interatomic..,9,True,,,mir-group/allegro,,,https://github.com/mir-group/allegro,MIT,2022-02-06 23:50:40,2023-05-08 21:16:45.000000,2023-05-08 21:16:45,38.0,2.0,26.0,15.0,2.0,1.0,12.0,188.0,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
116,SchNet,,mlp,https://github.com/atomistic-machine-learning/SchNet,SchNet - a deep learning architecture for quantum chemistry.,9,False,,,atomistic-machine-learning/SchNet,,,https://github.com/atomistic-machine-learning/SchNet,MIT,2017-10-03 11:52:20,2018-09-04 08:42:35.000000,2018-09-04 08:42:34,53.0,,53.0,16.0,,1.0,2.0,167.0,,,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,
117,QDF for molecule,,ml-esm,https://github.com/masashitsubaki/QuantumDeepField_molecule,"Quantum deep field: data-driven wave function, electron density generation, and energy prediction and extrapolation..",9,False,,,masashitsubaki/QuantumDeepField_molecule,,,https://github.com/masashitsubaki/QuantumDeepField_molecule,MIT,2020-11-11 01:06:09,2021-02-20 03:46:18.000000,2021-02-20 03:46:09,20.0,,38.0,3.0,,,3.0,164.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
